Entry,Method,PDB_ID,Residues_Covered,Chain
Q15029,Electron Microscopy,6ICZ,1-972,C
Q15029,Electron Microscopy,6ID0,1-972,C
Q15029,Electron Microscopy,6ID1,1-972,C
Q15029,Electron Microscopy,6QDV,56-955,C
Q15029,Electron Microscopy,6QW6,104-956,5C
Q15029,Electron Microscopy,6QX9,104-957,5C
Q9BQ65,X-ray diffraction,4H7W,73-265,A
Q9BQ65,X-ray diffraction,5V1M,79-265,A
Q9BQ65,X-ray diffraction,6D2Z,79-265,A
Q9BQ65,X-ray diffraction,6D30,79-265,A
Q9BQ65,X-ray diffraction,6D31,79-265,A
O60763,X-ray diffraction,2W3C,53-629,A
Q9Y6N9,Solution NMR,1X5N,201-301,A
Q9Y6N9,Solution NMR,2KBQ,1-80,A
Q9Y6N9,Solution NMR,2KBR,1-80,A
Q9Y6N9,Solution NMR,2KBS,208-299,A
Q9Y6N9,Solution NMR,2LSR,1-80,A
Q9Y6N9,X-ray diffraction,3K1R,1-192,A
Q9Y6N9,X-ray diffraction,5F3X,1-194,"A, C"
Q9Y6N9,X-ray diffraction,5MV8,428-552,B
Q9Y6N9,X-ray diffraction,5MV9,428-552,B
Q9Y6N9,X-ray diffraction,5XBF,428-552,B
O75317,X-ray diffraction,5K16,16-370,"A, B"
O75317,X-ray diffraction,5K1A,40-370,"A, C, E, G"
O75317,X-ray diffraction,5K1B,4-370,A
O75317,X-ray diffraction,5K1C,16-370,A
O75317,X-ray diffraction,5L8W,1-370,C
Q9BZM4,X-ray diffraction,1KCG,30-207,C
Q9Y4E8,Solution NMR,1W6V,1-120,A
Q9Y4E8,X-ray diffraction,3LMN,1-133,"A, B"
Q9Y4E8,X-ray diffraction,3PPA,6-223,A
Q9Y4E8,X-ray diffraction,3PV1,1-223,"A, B"
Q9Y4E8,X-ray diffraction,3T9L,1-222,A
Q9Y4E8,X-ray diffraction,4A3O,4-223,"A, B"
Q9Y4E8,X-ray diffraction,4A3P,6-223,A
Q9Y4E8,X-ray diffraction,5JJW,1-223,B
Q9Y4E8,X-ray diffraction,6CPM,275-862;873-934,"C, D"
Q9Y4E8,X-ray diffraction,6CRN,275-934,"A, B, C, D"
Q9Y4E8,X-ray diffraction,6DJ9,1-134,"A, B, C, D, E, F"
Q9Y4E8,X-ray diffraction,6GH9,284-468;786-951,"A, B"
Q9Y4E8,X-ray diffraction,6GHA,284-468;786-948,A
Q9Y4E8,X-ray diffraction,6ML1,275-862;873-934,"A, B"
O94888,Solution NMR,1WJ4,377-487,A
O94888,Solution NMR,2DAL,6-54,A
O94888,Solution NMR,2DLX,131-270,A
O94888,X-ray diffraction,5X3P,410-489,"A, B, C"
O94888,X-ray diffraction,5X4L,410-489,"C, D"
P49767,X-ray diffraction,2X1W,112-215,"A, B, C, D"
P49767,X-ray diffraction,2X1X,112-215,E
P49767,X-ray diffraction,4BSK,103-215,C
P30518,Electron Microscopy,6NI2,343-368,V
P19320,X-ray diffraction,1IJ9,25-220,A
P19320,X-ray diffraction,1VCA,25-226,"A, B"
P19320,X-ray diffraction,1VSC,25-219,"A, B"
Q9Y279,X-ray diffraction,2ICC,19-137,A
Q9Y279,X-ray diffraction,2ICE,19-137,"S, T"
Q9Y279,X-ray diffraction,2ICF,19-137,S
Q9Y279,X-ray diffraction,5IMK,19-232,A
Q9Y279,X-ray diffraction,5IML,19-232,A
P02774,X-ray diffraction,1J78,17-474,"A, B"
P02774,X-ray diffraction,1J7E,17-474,"A, B"
P02774,X-ray diffraction,1KW2,17-474,"A, B"
P02774,X-ray diffraction,1KXP,17-474,D
P02774,X-ray diffraction,1LOT,17-474,A
P02774,X-ray diffraction,1MA9,17-474,A
Q9NQW7,X-ray diffraction,3CTZ,1-623,A
Q96S55,X-ray diffraction,3VHS,17-40,"A, B"
Q96S55,X-ray diffraction,3VHT,9-46,B
P67809,Solution NMR,1H95,52-129,A
P67809,X-ray diffraction,5YTS,50-130,A
P67809,X-ray diffraction,5YTT,50-130,A
P67809,X-ray diffraction,5YTV,50-130,A
P67809,X-ray diffraction,5YTX,50-130,A
P67809,X-ray diffraction,6A6L,50-130,A
O15498,X-ray diffraction,6J74,1-198,C
O15498,X-ray diffraction,6J7F,1-195,C
O15498,X-ray diffraction,6J7X,1-198,C
Q9UJ78,Solution NMR,2DAS,229-277,A
O76083,X-ray diffraction,2HD1,241-566,"A, B"
O76083,X-ray diffraction,2YY2,241-566,"A, B"
O76083,X-ray diffraction,3DY8,242-566,"A, B"
O76083,X-ray diffraction,3DYL,242-566,"A, B"
O76083,X-ray diffraction,3DYN,242-566,"A, B"
O76083,X-ray diffraction,3DYQ,242-566,"A, B"
O76083,X-ray diffraction,3DYS,242-566,"A, B"
O76083,X-ray diffraction,3JSI,242-566,"A, B"
O76083,X-ray diffraction,3JSW,242-566,"A, B"
O76083,X-ray diffraction,3K3E,241-566,"A, B"
O76083,X-ray diffraction,3K3H,241-566,"A, B"
O76083,X-ray diffraction,3N3Z,241-566,"A, B"
O76083,X-ray diffraction,3QI3,1-593,"A, B"
O76083,X-ray diffraction,3QI4,1-593,"A, B"
O76083,X-ray diffraction,4E90,242-566,"A, B"
O76083,X-ray diffraction,4G2J,242-566,"A, B"
O76083,X-ray diffraction,4G2L,242-566,"A, B"
O76083,X-ray diffraction,4GH6,241-566,"A, B"
O76083,X-ray diffraction,4Y86,1-593,"A, B"
O76083,X-ray diffraction,4Y87,1-593,"A, B"
O76083,X-ray diffraction,4Y8C,1-593,"A, B"
O76083,X-ray diffraction,6A3N,245-566,"A, B"
Q08493,X-ray diffraction,2QYM,306-663,A
Q9NRQ2,X-ray diffraction,3Q5U,271-283,B
P42356,Electron Microscopy,6BQ1,932-2102;932-2102,E
Q15149,X-ray diffraction,1MB8,174-195;196-403,A
Q15149,Solution NMR,2N03,4403-4606,A
Q15149,X-ray diffraction,2ODU,410-640,A
Q15149,X-ray diffraction,2ODV,410-640,A
Q15149,X-ray diffraction,3F7P,120-403,"A, B"
Q15149,X-ray diffraction,3PDY,653-858,"A, B"
Q15149,X-ray diffraction,3PE0,750-1028,"A, B"
Q15149,X-ray diffraction,4GDO,1492-1530,"A, B, C, D, E, F"
Q15149,X-ray diffraction,4Q58,175-400,"A, B"
Q15149,X-ray diffraction,4Q59,175-400,"A, B"
Q15149,X-ray diffraction,5J1F,860-928;999-1116,"A, B"
Q15149,X-ray diffraction,5J1G,1114-1343,"A, B"
Q15149,X-ray diffraction,5J1H,860-928;999-1116,"A, B"
Q15149,X-ray diffraction,5J1I,1114-1482,"A, B"
Q9BVI0,X-ray diffraction,3P8D,84-147,"A, B"
Q9BVI0,X-ray diffraction,3Q1J,4-69,A
Q9BVI0,X-ray diffraction,3QII,83-150,A
Q9BVI0,X-ray diffraction,3SD4,4-69,"A, B"
Q9BVI0,X-ray diffraction,5TAB,651-698,A
Q9BVI0,Solution NMR,5TBN,646-699,A
P12273,X-ray diffraction,3ES6,29-146,B
O75051,X-ray diffraction,3Q3J,1490-1600,A
Q9H2H8,X-ray diffraction,1XYH,1-161,A
Q9H2H8,X-ray diffraction,2OJU,1-161,"A, B"
Q9H2H8,X-ray diffraction,2OK3,1-161,A
P16471,X-ray diffraction,1BP3,25-235,B
P16471,Solution NMR,2LFG,123-234,A
P16471,Solution NMR,2N7I,230-264,A
P16471,X-ray diffraction,3D48,25-234,R
P16471,X-ray diffraction,3MZG,25-234,B
P16471,X-ray diffraction,3N06,25-234,B
P16471,X-ray diffraction,3N0P,25-234,B
P16471,X-ray diffraction,3NCB,25-234,B
P16471,X-ray diffraction,3NCC,25-234,B
P16471,X-ray diffraction,3NCE,25-234,B
P16471,X-ray diffraction,3NCF,25-234,B
P16471,X-ray diffraction,4I18,25-235,"C, R"
Q13200,Electron Microscopy,5GJQ,1-908,Z
Q13200,Electron Microscopy,5GJR,1-908,"AC, Z"
Q13200,Electron Microscopy,5L4K,1-908,Z
Q13200,Electron Microscopy,5LN3,1-908,Z
Q13200,Electron Microscopy,5T0C,1-908,"Af, Bf"
Q13200,Electron Microscopy,5T0G,162-908,f
Q13200,Electron Microscopy,5T0H,162-908,f
Q13200,Electron Microscopy,5T0I,162-908,f
Q13200,Electron Microscopy,5T0J,162-908,f
Q13200,Electron Microscopy,5VFP,1-908,f
Q13200,Electron Microscopy,5VFQ,1-908,f
Q13200,Electron Microscopy,5VFR,1-908,f
Q13200,Electron Microscopy,5VFS,6-853,f
Q13200,Electron Microscopy,5VFT,1-908,f
Q13200,Electron Microscopy,5VFU,1-908,f
Q13200,Electron Microscopy,5VHF,6-853,f
Q13200,Electron Microscopy,5VHH,6-853,f
Q13200,Electron Microscopy,5VHI,6-853,f
Q13200,Electron Microscopy,5VHJ,70-853,f
Q13200,Electron Microscopy,5VHM,6-853,f
Q13200,Electron Microscopy,5VHN,6-853,f
Q13200,Electron Microscopy,5VHO,6-853,f
Q13200,Electron Microscopy,5VHP,70-853,f
Q13200,Electron Microscopy,5VHQ,6-853,f
Q13200,Electron Microscopy,5VHR,6-853,f
Q13200,Electron Microscopy,5VHS,70-853,f
Q13200,Electron Microscopy,6MSB,1-908,f
Q13200,Electron Microscopy,6MSD,1-908,f
Q13200,Electron Microscopy,6MSG,1-892,f
Q13200,Electron Microscopy,6MSH,1-892,f
Q13200,Electron Microscopy,6MSJ,1-892,f
Q13200,Electron Microscopy,6MSK,1-892,f
P31939,X-ray diffraction,1P4R,1-592,
P31939,X-ray diffraction,1PKX,1-592,
P31939,X-ray diffraction,1PL0,1-592,
P31939,X-ray diffraction,5UY8,2-592,
P31939,X-ray diffraction,5UZ0,2-592,
P63000,X-ray diffraction,1E96,2-192,A
P63000,X-ray diffraction,1FOE,1-177,"B, D, F, H"
P63000,X-ray diffraction,1G4U,1-184,R
P63000,X-ray diffraction,1HE1,2-176,"C, D"
P63000,X-ray diffraction,1HH4,2-192,"A, B"
P63000,X-ray diffraction,1I4D,1-192,D
P63000,X-ray diffraction,1I4L,1-192,D
P63000,X-ray diffraction,1I4T,1-192,D
P63000,X-ray diffraction,1MH1,2-184,A
P63000,X-ray diffraction,1RYF,1-75;76-182,"A, B"
P63000,X-ray diffraction,1RYH,1-75;76-182,"A, B"
P63000,X-ray diffraction,2FJU,1-177,A
P63000,X-ray diffraction,2H7V,1-184,"A, B"
P63000,X-ray diffraction,2NZ8,1-177,A
P63000,X-ray diffraction,2P2L,1-184,"A, B, C"
P63000,Solution NMR,2RMK,1-192,A
P63000,X-ray diffraction,2VRW,1-184,A
P63000,X-ray diffraction,2WKP,4-180,A
P63000,X-ray diffraction,2WKQ,4-180,A
P63000,X-ray diffraction,2WKR,4-180,A
P63000,X-ray diffraction,2YIN,1-177,"C, D"
P63000,X-ray diffraction,3B13,1-177,"B, D"
P63000,X-ray diffraction,3BJI,1-177,"C, D"
P63000,X-ray diffraction,3RYT,1-177,C
P63000,X-ray diffraction,3SBD,2-177,"A, B"
P63000,X-ray diffraction,3SBE,2-177,A
P63000,X-ray diffraction,3SU8,1-177,A
P63000,X-ray diffraction,3SUA,1-177,"A, B, C"
P63000,X-ray diffraction,3TH5,2-177,"A, B"
P63000,X-ray diffraction,4GZL,2-177,"A, B"
P63000,X-ray diffraction,4GZM,2-177,"A, B"
P63000,X-ray diffraction,4YON,1-177,B
P63000,X-ray diffraction,5FI0,1-192,"B, D, F, H"
P63000,X-ray diffraction,5HZH,48-180,A
P63000,X-ray diffraction,5N6O,2-177,"A, B"
P63000,X-ray diffraction,5O33,1-177,A
P63000,X-ray diffraction,5QQD,1-177,A
P63000,X-ray diffraction,5QQE,1-177,A
P63000,X-ray diffraction,5QQF,1-177,A
P63000,X-ray diffraction,5QQG,1-177,A
P63000,X-ray diffraction,5QQH,1-177,A
P63000,X-ray diffraction,5QQI,1-177,A
P63000,X-ray diffraction,5QQJ,1-177,A
P63000,X-ray diffraction,5QQK,1-177,A
P63000,X-ray diffraction,5QQL,1-177,A
P63000,X-ray diffraction,5QQM,1-177,A
P63000,X-ray diffraction,5QQN,1-177,A
P63000,Solution NMR,6AGP,1-181,A
P63000,X-ray diffraction,6BC1,2-177,"A, B"
Q06609,Solution NMR,1B22,1-114,A
Q06609,X-ray diffraction,1N0W,97-339,A
Q06609,Electron Microscopy,5H1B,1-339,"A, B, C"
Q06609,Electron Microscopy,5H1C,1-339,"A, B, C"
Q06609,Electron Microscopy,5JZC,1-339,"A, B, C, D, E, F, G"
Q06609,Electron Microscopy,5NP7,1-339,"A, B, C, D, E, F, G"
Q06609,X-ray diffraction,5NWL,1-339,"A, B, C, D, E, F, G, H, I, J, K, L, M, N"
Q15771,X-ray diffraction,2EW1,2-184,A
P82980,X-ray diffraction,1GGL,2-134,"A, B"
P82980,X-ray diffraction,6E5W,1-135,"A, B, C, D"
P62877,X-ray diffraction,1LDJ,19-108,B
P62877,X-ray diffraction,1LDK,19-108,C
P62877,X-ray diffraction,1U6G,1-108,B
P62877,X-ray diffraction,2HYE,1-108,D
P62877,Solution NMR,2LGV,12-108,A
P62877,X-ray diffraction,3DPL,5-108,R
P62877,X-ray diffraction,3DQV,5-108,"R, Y"
P62877,X-ray diffraction,3RTR,5-108,"B, D, F, H"
P62877,X-ray diffraction,4F52,5-108,"B, D"
P62877,X-ray diffraction,4P5O,3-108,"B, D"
P62877,X-ray diffraction,5N4W,1-102,R
P62877,Electron Microscopy,6R6H,17-102,R
P62877,Electron Microscopy,6R7F,19-108,R
P62877,Electron Microscopy,6R7H,19-108,R
P62877,Electron Microscopy,6R7I,19-102,R
P62877,Electron Microscopy,6R7N,17-102,R
P29558,Solution NMR,1X5O,123-223,A
P06400,X-ray diffraction,1AD6,378-562,A
P06400,X-ray diffraction,1GH6,379-577;645-772,B
P06400,X-ray diffraction,1GUX,372-589;636-787,B
P06400,X-ray diffraction,1H25,868-878,E
P06400,X-ray diffraction,1N4M,380-785,"A, B"
P06400,X-ray diffraction,1O9K,372-589;636-787,"B, D, F, H"
P06400,X-ray diffraction,1PJM,858-877,A
P06400,X-ray diffraction,2AZE,829-874,C
P06400,X-ray diffraction,2QDJ,52-355,A
P06400,X-ray diffraction,2R7G,380-787,"A, C"
P06400,X-ray diffraction,3N5U,870-882,C
P06400,X-ray diffraction,3POM,380-577;643-787,"A, B"
P06400,X-ray diffraction,4CRI,802-817,"C, D"
P06400,X-ray diffraction,4ELJ,53-787,A
P06400,X-ray diffraction,4ELL,380-787,"A, B"
Q15311,Solution NMR,2KWH,393-446,A
Q15311,Solution NMR,2KWI,393-446,B
Q15311,Solution NMR,2MBG,184-446,A
P41220,X-ray diffraction,2AF0,71-203,A
P41220,X-ray diffraction,2V4Z,71-209,B
P41220,X-ray diffraction,4EKC,72-203,"B, D"
P41220,X-ray diffraction,4EKD,72-203,B
P40429,Electron Microscopy,4UG0,1-203,LO
P40429,Electron Microscopy,4V6X,1-203,CL
P40429,Electron Microscopy,5AJ0,1-203,AO
P40429,Electron Microscopy,5LKS,1-203,LO
P40429,Electron Microscopy,5T2C,1-203,r
P40429,Electron Microscopy,6EK0,1-203,LO
P40429,Electron Microscopy,6IP5,1-203,2I
P40429,Electron Microscopy,6IP6,1-203,2I
P40429,Electron Microscopy,6IP8,1-203,2I
P40429,Electron Microscopy,6OLE,5-199,P
P40429,Electron Microscopy,6OLF,5-199,P
P40429,Electron Microscopy,6OLG,5-199,AO
P40429,Electron Microscopy,6OLI,5-199,P
P40429,Electron Microscopy,6OLZ,5-199,AO
P40429,Electron Microscopy,6OM0,5-199,P
P40429,Electron Microscopy,6OM7,5-199,P
P40429,Electron Microscopy,6QZP,3-203,LO
Q6P161,Electron Microscopy,3J9M,1-138,l
Q6P161,Electron Microscopy,5OOL,1-138,l
Q6P161,Electron Microscopy,5OOM,1-138,l
Q6P161,Electron Microscopy,6NU2,114-136,l
Q6P161,Electron Microscopy,6NU3,1-138,l
Q8IYW5,X-ray diffraction,3L11,1-113,A
Q8IYW5,X-ray diffraction,4GB0,1-111,A
Q8IYW5,X-ray diffraction,5XIS,110-188,"C, F"
Q8IYW5,X-ray diffraction,5XIT,113-188,"B, H"
Q8IYW5,X-ray diffraction,5XIU,419-462,B
Q8IYW5,X-ray diffraction,5YDK,113-194,"C, D, I, J"
Q96EQ8,X-ray diffraction,5DKA,1-232,"A, B"
P09651,X-ray diffraction,1HA1,1-184,A
P09651,X-ray diffraction,1L3K,1-196,A
P09651,X-ray diffraction,1PGZ,2-196,A
P09651,X-ray diffraction,1PO6,8-190,A
P09651,X-ray diffraction,1U1K,1-196,A
P09651,X-ray diffraction,1U1L,1-196,A
P09651,X-ray diffraction,1U1M,1-196,A
P09651,X-ray diffraction,1U1N,1-196,A
P09651,X-ray diffraction,1U1O,1-196,A
P09651,X-ray diffraction,1U1P,1-196,A
P09651,X-ray diffraction,1U1Q,1-196,A
P09651,X-ray diffraction,1U1R,1-196,A
P09651,X-ray diffraction,1UP1,3-184,A
P09651,X-ray diffraction,2H4M,309-357,"C, D"
P09651,Solution NMR,2LYV,2-196,A
P09651,X-ray diffraction,2UP1,8-190,A
P09651,X-ray diffraction,4YOE,1-196,A
P09651,Solution NMR,5MPG,2-97,A
P09651,Solution NMR,5MPL,95-196,A
P09651,X-ray diffraction,5ZGD,209-217,A
P09651,X-ray diffraction,5ZGL,234-240,"A, B"
P09651,X-ray diffraction,6BXX,243-248,A
P09651,X-ray diffraction,6DCL,2-188,"A, B"
P09651,Electron crystallography,6J60,209-217,A
Q13464,X-ray diffraction,1S1C,947-1015,"X, Y"
Q13464,X-ray diffraction,2ESM,6-415,"A, B"
Q13464,X-ray diffraction,2ETK,6-415,"A, B"
Q13464,X-ray diffraction,2ETR,6-415,"A, B"
Q13464,X-ray diffraction,2V55,1-406,"A, C"
Q13464,X-ray diffraction,3D9V,6-415,"A, B"
Q13464,X-ray diffraction,3NCZ,6-415,"A, B, C, D"
Q13464,X-ray diffraction,3NDM,6-415,"A, B, C, D"
Q13464,X-ray diffraction,3O0Z,535-700,"A, B, C, D"
Q13464,X-ray diffraction,3TV7,6-415,"A, B, C, D"
Q13464,X-ray diffraction,3TWJ,6-415,"A, B, C, D"
Q13464,X-ray diffraction,3V8S,6-415,"A, B, C, D"
Q13464,X-ray diffraction,4L2W,834-914,"A, B, C, D"
Q13464,X-ray diffraction,4W7P,2-410,"A, B, C, D"
Q13464,X-ray diffraction,4YVC,6-415,"A, B"
Q13464,X-ray diffraction,4YVE,6-415,"A, B"
Q13464,X-ray diffraction,5BML,6-415,"A, B"
Q13464,X-ray diffraction,5F5P,834-913,"C, D, E, F"
Q13464,X-ray diffraction,5HVU,6-415,"A, B"
Q13464,X-ray diffraction,5KKS,6-415,"A, B"
Q13464,X-ray diffraction,5KKT,6-415,"A, B"
Q13464,X-ray diffraction,5UZJ,6-415,"A, B"
Q13464,X-ray diffraction,5WNE,6-415,"A, B, C, D"
Q13464,X-ray diffraction,5WNF,6-415,"A, B, C, D"
Q13464,X-ray diffraction,5WNG,6-415,"A, B, C, D"
Q13464,X-ray diffraction,5WNH,6-415,"A, B, C, D"
Q13464,X-ray diffraction,6E9W,6-415,"A, B"
P36954,Electron Microscopy,5IY6,1-125,I
P36954,Electron Microscopy,5IY7,1-125,I
P36954,Electron Microscopy,5IY8,1-125,I
P36954,Electron Microscopy,5IY9,1-125,Z
P36954,Electron Microscopy,5IYA,1-125,I
P36954,Electron Microscopy,5IYB,1-125,I
P36954,Electron Microscopy,5IYC,1-125,I
P36954,Electron Microscopy,5IYD,1-125,Z
P36954,Electron Microscopy,6DRD,1-125,I
P36954,Electron Microscopy,6O9L,1-125,I
Q92565,Solution NMR,1WGY,240-331,A
P30876,Electron Microscopy,5IY6,1-1174,B
P30876,Electron Microscopy,5IY7,1-1174,B
P30876,Electron Microscopy,5IY8,1-1174,B
P30876,Electron Microscopy,5IY9,1-1174,Z
P30876,Electron Microscopy,5IYA,1-1174,B
P30876,Electron Microscopy,5IYB,1-1174,B
P30876,Electron Microscopy,5IYC,1-1174,B
P30876,Electron Microscopy,5IYD,1-1174,Z
P30876,Electron Microscopy,6DRD,1-1174,B
P30876,Electron Microscopy,6O9L,1-1174,B
O95707,Electron Microscopy,6AHR,1-220,D
O95707,Electron Microscopy,6AHU,1-220,D
Q9Y2Z0,Solution NMR,1RL1,167-276,A
Q149N8,Solution NMR,2M85,652-716,A
Q149N8,X-ray diffraction,4QN1,1000-1418,A
Q13796,X-ray diffraction,5F4Y,1427-1610,"A, B"
Q13796,X-ray diffraction,5F5P,1427-1610,"A, B, G, H"
Q8TF72,X-ray diffraction,6FBB,1240-1244,P
Q8TF72,X-ray diffraction,6FCP,1233-1247,P
Q99962,X-ray diffraction,1X03,1-247,A
Q99962,X-ray diffraction,1X04,1-58;89-247,A
Q99962,X-ray diffraction,2D4C,1-154;155-247,"A, B, C, D"
Q99962,Solution NMR,2DBM,293-352,A
Q9NTJ3,X-ray diffraction,4U4P,566-809,B
P62316,X-ray diffraction,1B34,1-118,B
P62316,X-ray diffraction,3CW1,1-118,"C, P, Q, R"
P62316,Electron Microscopy,3JCR,1-118,"Q, q"
P62316,X-ray diffraction,3PGW,1-118,"V, Y"
P62316,X-ray diffraction,4PJO,1-118,"D, R, d, r"
P62316,X-ray diffraction,4V98,1-118,"AB, AJ, AR, AZ, Ah, Ap, Ax, BB, BJ, BR, BZ, Bh, Bp, Bx, CB, CJ, CR, CZ, Ch, Cp"
P62316,X-ray diffraction,4WZJ,1-118,"D, DD, DDD, DDDD, K, KK, KKK, KKKK, R, RR, RRR, RRRR"
P62316,Electron Microscopy,5MQF,1-118,"a, h"
P62316,Electron Microscopy,5O9Z,1-118,"S, a, h"
P62316,Electron Microscopy,5XJC,1-118,"d, k"
P62316,X-ray diffraction,5XJL,1-118,B
P62316,X-ray diffraction,5XJQ,1-118,B
P62316,X-ray diffraction,5XJR,1-118,B
P62316,X-ray diffraction,5XJS,1-118,B
P62316,X-ray diffraction,5XJT,1-118,B
P62316,X-ray diffraction,5XJU,1-118,B
P62316,Electron Microscopy,5YZG,1-118,"d, k"
P62316,Electron Microscopy,5Z56,1-118,"d, k"
P62316,Electron Microscopy,5Z57,1-118,"d, k"
P62316,Electron Microscopy,5Z58,1-118,"d, k"
P62316,Electron Microscopy,6AH0,1-118,"P, a, k"
P62316,Electron Microscopy,6AHD,1-118,"P, c, k"
P62316,Electron Microscopy,6FF7,1-118,"a, h"
P62316,Electron Microscopy,6ICZ,1-118,"d, k"
P62316,Electron Microscopy,6ID0,1-118,"d, k"
P62316,Electron Microscopy,6ID1,1-118,"d, k"
P62316,Electron Microscopy,6QDV,1-118,"j, m"
P62316,Electron Microscopy,6QW6,1-118,"42, 52"
P62316,Electron Microscopy,6QX9,1-118,"12, 22, 42, 52"
Q92540,X-ray diffraction,1YA0,1-497,"A, B"
A6NHR9,X-ray diffraction,6MW7,24-580,"A, B, C, D"
Q9BXP5,X-ray diffraction,5OO6,832-876,"C, F, I, L, O, R, U, X"
Q9BXP5,X-ray diffraction,6F7J,171-270;409-764,B
Q9BXP5,X-ray diffraction,6F7P,147-270;409-764,"C, D"
Q9BXP5,X-ray diffraction,6F7S,147-270;409-568;600-764,"C, D"
Q9BXP5,X-ray diffraction,6F8D,171-270;409-764,"C, D"
Q9Y4P9,Solution NMR,2EE7,1-120,A
Q9HD40,X-ray diffraction,3HL2,1-501,"A, B, C, D"
Q9HD40,X-ray diffraction,4ZDL,1-501,"A, B"
Q9HD40,X-ray diffraction,4ZDO,1-501,"A, B, C, D"
Q9HD40,X-ray diffraction,4ZDP,1-501,"A, B, C, D"
Q9P246,Solution NMR,2L5Y,62-205,A
Q15468,X-ray diffraction,4YYP,720-751,B
Q15468,X-ray diffraction,5LHW,726-750,A
Q15468,X-ray diffraction,5LHZ,726-750,"D, E, F"
O75897,X-ray diffraction,2AD1,7-302,A
O75897,X-ray diffraction,2GWH,7-302,"A, B"
P23381,X-ray diffraction,1O5T,94-471,A
P23381,X-ray diffraction,1R6T,1-466,"A, B"
P23381,X-ray diffraction,1R6U,48-471,"A, B"
P23381,X-ray diffraction,1ULH,82-471,"A, B"
P23381,X-ray diffraction,2AKE,94-471,A
P23381,X-ray diffraction,2AZX,1-471,"A, B"
P23381,X-ray diffraction,2DR2,94-471,A
P23381,X-ray diffraction,2QUH,1-471,"A, B"
P23381,X-ray diffraction,2QUI,1-471,"A, B"
P23381,X-ray diffraction,2QUJ,1-471,"A, B"
P23381,X-ray diffraction,2QUK,1-471,A
P23381,X-ray diffraction,5UJI,97-471,"A, B"
P23381,X-ray diffraction,5UJJ,1-471,"A, B"
Q9H2K8,X-ray diffraction,6BDN,1-316,A
Q15542,X-ray diffraction,2NXP,188-343,"A, B, C, D, E, F, G, H"
Q15542,X-ray diffraction,6F3T,194-800,"A, B, C, D"
Q15542,Electron Microscopy,6MZC,1-800,G
Q15542,Electron Microscopy,6MZD,1-800,F
Q15542,Electron Microscopy,6MZL,1-800,"F, G"
Q15542,Electron Microscopy,6MZM,1-800,G
Q7Z7C8,X-ray diffraction,4WV4,25-120,B
Q7Z7C8,X-ray diffraction,4WV6,297-310,"B, C"
Q7Z7C8,Electron Microscopy,5FUR,1-310,L
Q7Z7C8,Electron Microscopy,6MZC,1-310,K
Q7Z7C8,Electron Microscopy,6MZL,1-310,K
Q7Z7C8,Electron Microscopy,6MZM,1-310,K
Q6ZYL4,X-ray diffraction,1YDL,6-71,A
Q6ZYL4,Solution NMR,2JNJ,1-71,"A, B"
Q6ZYL4,Electron Microscopy,5IVW,1-71,1
Q6ZYL4,Electron Microscopy,5IY6,1-71,1
Q6ZYL4,Electron Microscopy,5IY7,1-71,1
Q6ZYL4,Electron Microscopy,5IY8,1-71,1
Q6ZYL4,Electron Microscopy,5IY9,1-71,1
Q6ZYL4,Electron Microscopy,5OF4,1-71,G
Q6ZYL4,Electron Microscopy,6NMI,1-71,G
Q6ZYL4,Electron Microscopy,6O9L,1-71,5
Q6ZYL4,Electron Microscopy,6O9M,1-71,5
Q6ZYL4,Electron Microscopy,6RO4,1-71,F
O43151,X-ray diffraction,4Z3C,47-98,C
Q8WUA7,X-ray diffraction,2QFZ,191-517,"A, B"
Q96I45,Solution NMR,2LOR,1-108,A
O43508,X-ray diffraction,4HT1,97-249,T
P52888,X-ray diffraction,1S4B,16-689,P
P52888,X-ray diffraction,2O36,16-689,A
Q5JTV8,X-ray diffraction,4TVS,356-583,"A, B"
Q9P016,X-ray diffraction,3EOP,55-221,"A, B"
Q9P016,X-ray diffraction,5J3E,1-225,"A, B"
O43615,X-ray diffraction,2CW9,266-452,A
Q5TAX3,X-ray diffraction,6IW6,253-723,"A, B"
A0A087WT01,X-ray diffraction,5HHM,20-109,"D, I"
A0A087WT01,X-ray diffraction,5HHO,20-109,D
Q14679,X-ray diffraction,5T6X,295-304,C
P16473,X-ray diffraction,2XWT,22-260,C
P16473,X-ray diffraction,3G04,22-260,C
Q9UHD9,Solution NMR,1J8C,1-119,A
Q9UHD9,Solution NMR,2NBV,26-103,B
Q9UHD9,Solution NMR,6MUN,26-103,"B, C"
O43915,X-ray diffraction,2XV7,92-195,A
Q9UID3,X-ray diffraction,4J2C,33-49,"B, D"
P23471,X-ray diffraction,3JXF,34-302,"A, B"
P23471,X-ray diffraction,3S97,34-302,"A, B"
P23471,X-ray diffraction,5AWX,1698-2000,A
P23471,X-ray diffraction,5H08,1698-2000,A
P10082,Solution NMR,2DEZ,29-64,A
P10082,Solution NMR,2DF0,31-64,A
P10082,Solution NMR,2L60,32-64,A
P10082,Solution NMR,2NA5,31-64,A
Q7Z2W9,Electron Microscopy,3J7Y,1-205,S
Q7Z2W9,Electron Microscopy,3J9M,1-205,S
Q7Z2W9,Electron Microscopy,5OOL,1-205,S
Q7Z2W9,Electron Microscopy,5OOM,1-205,S
