UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
Q03862, 10, 278, 0.27, 9.2e-05, 54, False, nucleus; cytoplasm, 3.538, , 9.0, 1.0, 6.0, 12.0, 1.0, 21.0, 3.0, 6.0, 11.0, 13.0, 1.0, 7.0, 8.0, 13.0, 6.0, 13.0, 13.0, 3.0, 1.0, 2.0
Q03862, 315, 574, 0.27, 9.2e-05, 54, False, nucleus; cytoplasm, 3.76, , 7.0, 2.0, 7.0, 9.0, 4.0, 12.0, 7.0, 7.0, 18.0, 18.0, 2.0, 6.0, 10.0, 11.0, 5.0, 15.0, 15.0, 6.0, 1.0, 5.0
Q03899, 10, 536, 0.2042, 0.001829, 30, nan, vacuole, 2.5, , 4.0, 1.0, 17.0, 22.0, 4.0, 15.0, 5.0, 2.0, 27.0, 6.0, 2.0, 25.0, 7.0, 9.0, 13.0, 23.0, 12.0, 5.0, 1.0, 4.0
Q03900, 22, 267, 0.1561, 0.003175, 6, nan, nucleus; cytoplasm, 3.177, , 4.0, 1.0, 9.0, 13.0, 2.0, 9.0, 2.0, 7.0, 17.0, 9.0, 3.0, 10.0, 6.0, 2.0, 8.0, 20.0, 5.0, 1.0, 0, 4.0
Q03900, 317, 488, 0.1561, 0.003175, 6, nan, nucleus; cytoplasm, 2.843, , 2.0, 1.0, 5.0, 5.0, 2.0, 6.0, 2.0, 3.0, 13.0, 5.0, 1.0, 7.0, 6.0, 5.0, 6.0, 6.0, 6.0, 0, 0, 5.0
Q03920, 5, 204, 0.3702, 0.003145, 66, nan, nucleus; cytoplasm, 2.702, , 5.0, 1.0, 12.0, 12.0, 3.0, 6.0, 0, 0, 13.0, 5.0, 0, 5.0, 1.0, 6.0, 4.0, 5.0, 1.0, 3.0, 0, 2.0
Q03940, 29, 253, 0.2602, 0.00026, 42, False, nucleus, 3.556, , 11.0, 0, 9.0, 20.0, 3.0, 22.0, 0, 5.0, 16.0, 6.0, 1.0, 2.0, 5.0, 4.0, 6.0, 7.0, 12.0, 9.0, 0, 2.0
Q03940, 284, 447, 0.2602, 0.00026, 42, False, nucleus, 3.706, , 4.0, 0, 9.0, 11.0, 2.0, 7.0, 0, 7.0, 6.0, 7.0, 2.0, 6.0, 4.0, 5.0, 9.0, 6.0, 8.0, 9.0, 0, 3.0
Q03941, 1, 227, 0.2385, 0.007327, 42, nan, mitochondrion; nucleus; endoplasmic reticulum, 2.966, , 4.0, 0, 9.0, 13.0, 4.0, 12.0, 3.0, 0, 12.0, 9.0, 2.0, 7.0, 6.0, 7.0, 8.0, 11.0, 3.0, 3.0, 0, 6.0
Q03942, 4, 473, 0.3326, 6.9e-05, 66, nan, , 2.778, , 6.0, 2.0, 21.0, 29.0, 0, 16.0, 3.0, 6.0, 21.0, 8.0, 0, 13.0, 10.0, 4.0, 7.0, 20.0, 10.0, 4.0, 1.0, 5.0
Q03957, 182, 491, 0.187, 0.000457, 18, nan, nucleus; nucleolus; cytoplasm, 2.947, , 0, 0, 6.0, 14.0, 1.0, 13.0, 1.0, 4.0, 15.0, 5.0, 2.0, 7.0, 5.0, 9.0, 6.0, 10.0, 12.0, 5.0, 1.0, 2.0
Q03973, 106, 203, 0.1337, 2e-06, 6, nan, nucleus; nucleolus, 2.71, , 3.0, 0, 2.0, 11.0, 1.0, 3.0, 1.0, 1.0, 11.0, 4.0, 0, 4.0, 6.0, 5.0, 2.0, 6.0, 5.0, 1.0, 0, 2.0
Q03976, 184, 279, 0.2454, 8.9e-05, 42, nan, mitochondrion, 2.119, , 1.0, 0, 6.0, 8.0, 0, 2.0, 4.0, 0, 6.0, 1.0, 0, 0, 2.0, 2.0, 6.0, 7.0, 5.0, 1.0, 0, 1.0
Q03981, 3, 156, 0.1617, 0.007333, 6, nan, nucleus; cytoplasm, 2.958, , 1.0, 2.0, 7.0, 14.0, 1.0, 1.0, 1.0, 5.0, 10.0, 5.0, 1.0, 6.0, 2.0, 4.0, 4.0, 7.0, 3.0, 2.0, 1.0, 3.0
Q04002, 183, 1169, 0.1494, 0.000805, 6, nan, nucleus; chromosome; centromere, 2.622, , 15.0, 2.0, 48.0, 42.0, 8.0, 19.0, 9.0, 12.0, 51.0, 10.0, 5.0, 38.0, 14.0, 19.0, 12.0, 32.0, 11.0, 8.0, 0, 6.0
Q04002, 1201, 1489, 0.1494, 0.000805, 6, nan, nucleus; chromosome; centromere, 2.904, , 3.0, 1.0, 15.0, 11.0, 2.0, 10.0, 7.0, 2.0, 15.0, 7.0, 1.0, 8.0, 3.0, 6.0, 7.0, 13.0, 9.0, 6.0, 0, 2.0
Q04004, 42, 198, 0.2705, 0.001364, 54, nan, cytoplasm, 2.649, , 2.0, 1.0, 10.0, 9.0, 2.0, 9.0, 3.0, 2.0, 9.0, 4.0, 0, 7.0, 1.0, 7.0, 8.0, 5.0, 4.0, 3.0, 0, 1.0
Q04007, 24, 707, 0.2512, 0.000122, 42, False, cytoplasm, 3.238, , 18.0, 0, 48.0, 30.0, 16.0, 21.0, 11.0, 18.0, 42.0, 36.0, 9.0, 59.0, 25.0, 28.0, 23.0, 89.0, 35.0, 13.0, 1.0, 13.0
Q04048, 17, 807, 0.2017, 0.000767, 18, nan, nucleus, 2.78, , 13.0, 0, 27.0, 54.0, 5.0, 23.0, 6.0, 12.0, 40.0, 14.0, 5.0, 21.0, 11.0, 21.0, 24.0, 37.0, 14.0, 10.0, 2.0, 6.0
Q04049, 2, 508, 0.2154, 0.000344, 30, nan, nucleus, 2.73, , 6.0, 2.0, 21.0, 16.0, 3.0, 25.0, 3.0, 5.0, 30.0, 4.0, 3.0, 17.0, 8.0, 7.0, 8.0, 24.0, 8.0, 3.0, 1.0, 2.0
Q04052, 193, 351, 0.575, 0.111898, 90, nan, nucleus, 3.267, , 2.0, 0, 10.0, 10.0, 1.0, 6.0, 2.0, 4.0, 6.0, 4.0, 3.0, 4.0, 5.0, 3.0, 2.0, 4.0, 7.0, 3.0, 1.0, 2.0
Q04052, 465, 781, 0.575, 0.111898, 90, nan, nucleus, 3.295, , 6.0, 1.0, 15.0, 16.0, 5.0, 6.0, 2.0, 8.0, 16.0, 13.0, 2.0, 13.0, 9.0, 2.0, 18.0, 11.0, 9.0, 8.0, 1.0, 5.0
Q04062, 6, 375, 0.3584, 0.000111, 66, True, , 2.736, , 5.0, 0, 28.0, 16.0, 4.0, 9.0, 3.0, 4.0, 26.0, 7.0, 4.0, 12.0, 8.0, 11.0, 8.0, 17.0, 8.0, 7.0, 2.0, 3.0
Q04066, 13, 259, 0.6194, 0.023149, 90, True, , 2.487, , 0, 2.0, 8.0, 10.0, 0, 7.0, 0, 1.0, 9.0, 4.0, 1.0, 7.0, 6.0, 7.0, 7.0, 11.0, 4.0, 1.0, 0, 1.0
Q04081, 4, 305, 0.3306, 0.000223, 66, nan, , 3.007, , 9.0, 0, 9.0, 15.0, 3.0, 12.0, 3.0, 6.0, 12.0, 1.0, 2.0, 10.0, 5.0, 7.0, 10.0, 17.0, 3.0, 5.0, 1.0, 0
Q04089, 179, 563, 0.2371, 0.000643, 42, nan, nucleus, 2.717, , 5.0, 1.0, 16.0, 14.0, 3.0, 14.0, 4.0, 2.0, 17.0, 5.0, 0, 13.0, 9.0, 10.0, 7.0, 20.0, 9.0, 4.0, 0, 2.0
Q04093, 20, 427, 0.2468, 0.001215, 42, nan, cytoplasm, 3.089, , 7.0, 0, 16.0, 15.0, 4.0, 22.0, 5.0, 5.0, 28.0, 7.0, 5.0, 5.0, 11.0, 1.0, 10.0, 9.0, 6.0, 6.0, 1.0, 7.0
Q04093, 545, 650, 0.2468, 0.001215, 42, nan, cytoplasm, 3.778, , 2.0, 1.0, 2.0, 9.0, 2.0, 1.0, 3.0, 7.0, 6.0, 4.0, 1.0, 4.0, 6.0, 3.0, 5.0, 4.0, 2.0, 6.0, 2.0, 2.0
Q04120, 14, 190, 0.3663, 0.006168, 66, False, cytoplasm, 3.31, , 4.0, 1.0, 9.0, 7.0, 4.0, 13.0, 0, 5.0, 14.0, 2.0, 0, 6.0, 4.0, 1.0, 2.0, 4.0, 3.0, 3.0, 0, 2.0
Q04149, 332, 626, 0.3024, 0.024945, 54, nan, nucleus, 2.94, , 3.0, 2.0, 9.0, 18.0, 0, 16.0, 2.0, 2.0, 17.0, 9.0, 4.0, 10.0, 1.0, 4.0, 11.0, 12.0, 6.0, 5.0, 1.0, 1.0
Q04170, 31, 230, 0.5771, 0.007784, 90, True, nucleus; cytoplasm, 2.443, , 5.0, 2.0, 4.0, 11.0, 0, 11.0, 1.0, 0, 8.0, 2.0, 0, 13.0, 7.0, 1.0, 7.0, 4.0, 5.0, 0, 0, 2.0
Q04175, 7, 940, 0.4098, 0.000377, 78, True, nucleus; nuclear pore complex; cytoplasm, 2.76, , 16.0, 0, 39.0, 58.0, 7.0, 21.0, 7.0, 12.0, 22.0, 8.0, 5.0, 36.0, 23.0, 26.0, 8.0, 33.0, 14.0, 9.0, 1.0, 6.0
Q04177, 5, 369, 0.1331, 0.00046, 6, False, nucleus; nucleolus, 2.996, , 9.0, 0, 12.0, 14.0, 1.0, 18.0, 4.0, 0, 19.0, 8.0, 1.0, 19.0, 5.0, 6.0, 6.0, 18.0, 9.0, 9.0, 1.0, 5.0
Q04177, 437, 554, 0.1331, 0.00046, 6, False, nucleus; nucleolus, 3.618, , 3.0, 1.0, 6.0, 1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 8.0, 1.0, 6.0, 4.0, 3.0, 8.0, 7.0, 4.0, 3.0, 0, 1.0
Q04178, 6, 210, 0.6345, 0.000271, 90, True, nucleus; cytoplasm, 2.882, , 4.0, 1.0, 9.0, 14.0, 1.0, 9.0, 1.0, 2.0, 13.0, 2.0, 1.0, 5.0, 5.0, 5.0, 4.0, 4.0, 6.0, 6.0, 1.0, 2.0
Q04179, 5, 333, 0.5205, 0.002948, 90, False, nucleus; cytoplasm, 2.549, , 3.0, 1.0, 10.0, 13.0, 1.0, 17.0, 3.0, 1.0, 9.0, 2.0, 1.0, 7.0, 7.0, 4.0, 6.0, 4.0, 3.0, 1.0, 1.0, 4.0
Q04183, 3, 197, 0.1751, 0.001039, 18, False, golgi apparatus; cis-golgi network, 3.246, , 5.0, 0, 9.0, 9.0, 4.0, 7.0, 5.0, 3.0, 9.0, 6.0, 0, 5.0, 9.0, 4.0, 3.0, 10.0, 12.0, 2.0, 0, 3.0
Q04183, 407, 1285, 0.1751, 0.001039, 18, False, golgi apparatus; cis-golgi network, 2.921, , 9.0, 1.0, 27.0, 48.0, 8.0, 17.0, 9.0, 21.0, 53.0, 15.0, 3.0, 38.0, 22.0, 19.0, 22.0, 55.0, 25.0, 14.0, 0, 7.0
Q04195, 175, 585, 0.2621, 0.008956, 42, nan, nucleus; bud neck; cytoplasm, 2.515, , 4.0, 2.0, 28.0, 18.0, 2.0, 14.0, 12.0, 8.0, 22.0, 7.0, 4.0, 53.0, 14.0, 10.0, 9.0, 29.0, 12.0, 4.0, 0, 1.0
Q04199, 5, 100, 0.268, 0.003706, 42, nan, nucleus, 3.213, , 2.0, 0, 6.0, 4.0, 2.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0, 5.0, 1.0, 5.0, 3.0, 4.0, 1.0, 3.0, 0, 2.0
Q04199, 128, 462, 0.268, 0.003706, 42, nan, nucleus, 3.713, , 15.0, 4.0, 10.0, 12.0, 2.0, 23.0, 1.0, 4.0, 14.0, 6.0, 3.0, 6.0, 12.0, 3.0, 9.0, 13.0, 8.0, 10.0, 3.0, 3.0
Q04212, 8, 324, 0.4283, 0.006636, 78, nan, , 2.358, , 3.0, 0, 10.0, 19.0, 3.0, 12.0, 4.0, 1.0, 9.0, 1.0, 0, 9.0, 3.0, 8.0, 4.0, 13.0, 3.0, 1.0, 1.0, 1.0
Q04213, 331, 432, 0.2391, 0.000807, 42, nan, nucleus, 3.103, , 2.0, 2.0, 10.0, 4.0, 0, 2.0, 1.0, 4.0, 6.0, 5.0, 0, 5.0, 0, 4.0, 5.0, 5.0, 1.0, 2.0, 0, 1.0
Q04215, 180, 350, 0.0637, 0.000732, 6, nan, cytoplasm, 3.132, , 7.0, 1.0, 8.0, 4.0, 4.0, 5.0, 4.0, 3.0, 7.0, 1.0, 0, 11.0, 3.0, 9.0, 3.0, 7.0, 10.0, 4.0, 0, 2.0
Q04217, 384, 688, 0.172, 4.1e-05, 18, False, nucleus; nucleolus, 3.352, , 8.0, 0, 13.0, 13.0, 8.0, 16.0, 7.0, 11.0, 20.0, 4.0, 2.0, 5.0, 8.0, 8.0, 12.0, 7.0, 11.0, 8.0, 0, 2.0
Q04217, 727, 945, 0.172, 4.1e-05, 18, False, nucleus; nucleolus, 3.588, , 6.0, 2.0, 6.0, 10.0, 4.0, 10.0, 3.0, 3.0, 9.0, 8.0, 3.0, 8.0, 14.0, 7.0, 8.0, 14.0, 6.0, 9.0, 0, 5.0
Q04217, 979, 1259, 0.172, 4.1e-05, 18, False, nucleus; nucleolus, 3.182, , 4.0, 0, 9.0, 9.0, 0, 12.0, 1.0, 8.0, 23.0, 11.0, 2.0, 13.0, 6.0, 8.0, 6.0, 8.0, 13.0, 4.0, 0, 4.0
Q04223, 5, 283, 0.4283, 0.001767, 78, False, , 2.688, , 6.0, 0, 10.0, 15.0, 1.0, 12.0, 3.0, 5.0, 15.0, 2.0, 2.0, 11.0, 4.0, 5.0, 7.0, 8.0, 6.0, 2.0, 1.0, 3.0
Q04225, 97, 507, 0.1927, 0.000104, 18, False, nucleus, 2.642, , 5.0, 1.0, 20.0, 21.0, 0, 14.0, 2.0, 3.0, 20.0, 9.0, 0, 12.0, 11.0, 10.0, 8.0, 11.0, 8.0, 5.0, 1.0, 0
Q04226, 94, 322, 0.2233, 3e-06, 30, nan, nucleus, 3.194, , 4.0, 1.0, 14.0, 16.0, 6.0, 4.0, 2.0, 9.0, 13.0, 12.0, 1.0, 17.0, 3.0, 19.0, 6.0, 11.0, 12.0, 5.0, 2.0, 5.0
Q04231, 11, 174, 0.3537, 0.000132, 66, nan, nucleus, 3.29, , 3.0, 1.0, 11.0, 10.0, 0, 8.0, 1.0, 4.0, 6.0, 6.0, 2.0, 6.0, 4.0, 4.0, 2.0, 3.0, 3.0, 3.0, 0, 1.0
Q04233, 10, 129, 0.1366, 0.00871, 6, nan, cytoplasm, 3.186, , 1.0, 0, 5.0, 7.0, 3.0, 4.0, 6.0, 5.0, 3.0, 5.0, 0, 7.0, 3.0, 3.0, 3.0, 5.0, 2.0, 0, 0, 2.0
Q04233, 433, 522, 0.1366, 0.00871, 6, nan, cytoplasm, 3.856, , 0, 1.0, 5.0, 1.0, 2.0, 1.0, 0, 4.0, 2.0, 3.0, 2.0, 5.0, 2.0, 3.0, 1.0, 6.0, 5.0, 1.0, 0, 1.0
Q04235, 7, 459, 0.2341, 0.000808, 42, nan, cytoplasm, 2.833, , 8.0, 1.0, 15.0, 16.0, 3.0, 19.0, 5.0, 2.0, 21.0, 9.0, 1.0, 25.0, 11.0, 8.0, 7.0, 18.0, 12.0, 5.0, 0, 0
Q04299, 17, 279, 0.2246, 0.01489, 30, nan, , 3.049, , 6.0, 0, 7.0, 10.0, 2.0, 20.0, 7.0, 4.0, 10.0, 2.0, 2.0, 7.0, 6.0, 8.0, 5.0, 4.0, 3.0, 4.0, 0, 6.0
Q04304, 4, 223, 0.5976, 0.01419, 90, nan, cytoplasm, 2.568, , 5.0, 0, 10.0, 10.0, 1.0, 14.0, 1.0, 0, 14.0, 4.0, 1.0, 11.0, 1.0, 1.0, 4.0, 5.0, 4.0, 1.0, 0, 1.0
Q04305, 7, 357, 0.1193, 0.00096, 6, False, nucleus; nucleolus, 3.004, , 7.0, 0, 6.0, 6.0, 3.0, 11.0, 4.0, 5.0, 15.0, 6.0, 0, 15.0, 8.0, 11.0, 8.0, 17.0, 13.0, 2.0, 0, 3.0
Q04305, 385, 496, 0.1193, 0.00096, 6, False, nucleus; nucleolus, 3.037, , 5.0, 0, 4.0, 10.0, 1.0, 5.0, 2.0, 2.0, 5.0, 1.0, 0, 2.0, 2.0, 2.0, 6.0, 4.0, 3.0, 4.0, 0, 1.0
Q04322, 214, 598, 0.2992, 0.000936, 54, nan, bud neck; cytoplasm; bud, 2.651, , 6.0, 1.0, 18.0, 27.0, 2.0, 11.0, 5.0, 2.0, 24.0, 11.0, 3.0, 13.0, 7.0, 7.0, 6.0, 12.0, 7.0, 3.0, 0, 2.0
Q04336, 4, 950, 0.2703, 0.000364, 54, nan, , 2.657, , 8.0, 1.0, 29.0, 47.0, 2.0, 55.0, 3.0, 4.0, 33.0, 7.0, 1.0, 26.0, 15.0, 7.0, 13.0, 16.0, 13.0, 9.0, 3.0, 7.0
Q04341, 7, 101, 0.4447, 0.002156, 90, nan, mitochondrion intermembrane space, 2.98, , 1.0, 0, 5.0, 8.0, 0, 4.0, 1.0, 3.0, 8.0, 4.0, 3.0, 3.0, 2.0, 4.0, 6.0, 3.0, 2.0, 3.0, 0, 0
Q04344, 26, 122, 0.8151, 0.029745, 90, True, , 3.233, , 3.0, 1.0, 4.0, 5.0, 1.0, 3.0, 3.0, 3.0, 9.0, 2.0, 1.0, 2.0, 3.0, 1.0, 2.0, 2.0, 3.0, 2.0, 0, 2.0
Q04347, 9, 236, 0.2169, 0.000241, 30, False, nucleus, 2.392, , 6.0, 0, 8.0, 10.0, 0, 5.0, 2.0, 2.0, 35.0, 6.0, 0, 12.0, 4.0, 7.0, 0, 11.0, 7.0, 1.0, 0, 4.0
Q04368, 2, 179, 0.3046, 0.015339, 54, nan, nucleus; cytoplasm, 2.975, , 4.0, 1.0, 12.0, 15.0, 4.0, 4.0, 1.0, 7.0, 10.0, 3.0, 0, 11.0, 1.0, 8.0, 4.0, 6.0, 4.0, 4.0, 0, 2.0
Q04371, 6, 464, 0.3654, 0.001275, 66, True, , 2.731, , 9.0, 1.0, 7.0, 27.0, 0, 21.0, 1.0, 6.0, 25.0, 3.0, 0, 10.0, 10.0, 5.0, 6.0, 12.0, 10.0, 2.0, 0, 1.0
Q04372, 7, 232, 0.2909, 0.001609, 54, nan, , 2.803, , 4.0, 1.0, 12.0, 12.0, 3.0, 4.0, 3.0, 2.0, 13.0, 8.0, 1.0, 12.0, 2.0, 7.0, 3.0, 12.0, 5.0, 1.0, 0, 1.0
Q04373, 114, 654, 0.1913, 0.001427, 18, False, bud tip; nucleus; nucleolus, 2.347, , 9.0, 0, 15.0, 33.0, 1.0, 18.0, 5.0, 4.0, 40.0, 4.0, 1.0, 11.0, 10.0, 12.0, 11.0, 16.0, 10.0, 4.0, 1.0, 2.0
Q04377, 202, 741, 0.2256, 0.01195, 30, nan, nucleus; cytoplasm, 2.765, , 5.0, 0, 24.0, 32.0, 3.0, 15.0, 6.0, 6.0, 24.0, 10.0, 5.0, 11.0, 6.0, 11.0, 13.0, 17.0, 17.0, 6.0, 0, 5.0
Q04399, 29, 604, 0.2114, 0.032929, 30, nan, , 3.146, , 15.0, 1.0, 29.0, 19.0, 3.0, 37.0, 5.0, 5.0, 27.0, 6.0, 3.0, 15.0, 7.0, 6.0, 4.0, 16.0, 18.0, 9.0, 1.0, 6.0
Q04408, 48, 422, 0.2429, 0.012721, 42, nan, nucleus; mitochondrion, 2.893, , 8.0, 3.0, 13.0, 22.0, 4.0, 18.0, 3.0, 4.0, 26.0, 6.0, 3.0, 9.0, 6.0, 7.0, 9.0, 14.0, 6.0, 4.0, 0, 2.0
Q04409, 25, 495, 0.4694, 0.000614, 90, False, cytoplasm, 2.637, , 7.0, 1.0, 13.0, 23.0, 1.0, 31.0, 4.0, 3.0, 17.0, 4.0, 0, 11.0, 6.0, 8.0, 17.0, 11.0, 12.0, 4.0, 0, 3.0
Q04412, 168, 398, 0.2292, 2e-06, 30, nan, cytoplasm, 2.801, , 5.0, 0, 8.0, 9.0, 1.0, 6.0, 3.0, 4.0, 13.0, 5.0, 1.0, 9.0, 2.0, 4.0, 6.0, 11.0, 7.0, 0, 0, 3.0
Q04418, 289, 435, 0.2758, 0.001747, 54, nan, cytoplasm, 3.228, , 1.0, 1.0, 9.0, 6.0, 3.0, 8.0, 3.0, 5.0, 6.0, 2.0, 1.0, 3.0, 3.0, 4.0, 4.0, 7.0, 3.0, 2.0, 1.0, 2.0
Q04430, 7, 244, 0.4227, 0.005112, 78, False, nucleus; cytoplasm, 3.357, , 4.0, 0, 13.0, 12.0, 5.0, 26.0, 2.0, 6.0, 8.0, 6.0, 2.0, 11.0, 5.0, 5.0, 6.0, 16.0, 8.0, 3.0, 1.0, 3.0
Q04432, 4, 231, 0.4549, 0.000514, 90, True, cytoplasm; p-body, 2.854, , 6.0, 0, 14.0, 6.0, 1.0, 15.0, 1.0, 2.0, 17.0, 2.0, 0, 5.0, 0, 2.0, 3.0, 2.0, 6.0, 4.0, 1.0, 0
Q04437, 4, 247, 0.3096, 0.008364, 54, nan, nucleus; chromosome; telomere, 3.059, , 4.0, 0, 9.0, 16.0, 2.0, 6.0, 1.0, 3.0, 13.0, 8.0, 1.0, 7.0, 7.0, 11.0, 6.0, 16.0, 9.0, 6.0, 0, 1.0
Q04437, 336, 437, 0.3096, 0.008364, 54, nan, nucleus; chromosome; telomere, 3.598, , 3.0, 1.0, 5.0, 7.0, 6.0, 3.0, 1.0, 1.0, 4.0, 5.0, 1.0, 4.0, 2.0, 1.0, 5.0, 7.0, 2.0, 2.0, 0, 1.0
Q04439, 38, 965, 0.3701, 0.000167, 66, False, cytoplasm; cytoskeleton; actin patch, 2.738, , 24.0, 0, 32.0, 34.0, 5.0, 45.0, 13.0, 7.0, 42.0, 10.0, 5.0, 20.0, 16.0, 34.0, 33.0, 29.0, 26.0, 9.0, 3.0, 12.0
Q04461, 304, 433, 0.1771, 0.046583, 18, nan, chromosome, 2.658, , 1.0, 0, 3.0, 5.0, 0, 7.0, 1.0, 0, 11.0, 7.0, 0, 2.0, 4.0, 1.0, 10.0, 8.0, 5.0, 0, 0, 1.0
Q04471, 58, 248, 0.2147, 0.00081, 30, nan, chromosome, 2.488, , 1.0, 0, 11.0, 11.0, 2.0, 8.0, 0, 2.0, 14.0, 1.0, 0, 2.0, 1.0, 3.0, 7.0, 5.0, 8.0, 3.0, 1.0, 3.0
Q04489, 1, 505, 0.4829, 0.00132, 90, nan, cytoplasm, 2.661, , 5.0, 1.0, 14.0, 20.0, 3.0, 24.0, 3.0, 1.0, 16.0, 8.0, 2.0, 18.0, 11.0, 10.0, 9.0, 13.0, 10.0, 1.0, 0, 1.0
Q04493, 15, 136, 0.5229, 6.8e-05, 90, True, , 3.471, , 9.0, 0, 7.0, 6.0, 0, 6.0, 1.0, 3.0, 10.0, 5.0, 2.0, 1.0, 2.0, 13.0, 0, 5.0, 6.0, 4.0, 0, 4.0
Q04500, 339, 474, 0.1703, 3.2e-05, 18, False, nucleus; nucleolus, 2.863, , 8.0, 0, 8.0, 21.0, 2.0, 1.0, 3.0, 4.0, 21.0, 9.0, 6.0, 6.0, 2.0, 3.0, 14.0, 6.0, 8.0, 3.0, 1.0, 0
Q04511, 15, 490, 0.159, 0.000935, 6, nan, , 2.564, , 1.0, 2.0, 19.0, 20.0, 4.0, 17.0, 9.0, 3.0, 25.0, 10.0, 1.0, 15.0, 4.0, 14.0, 11.0, 16.0, 15.0, 2.0, 5.0, 2.0
Q04533, 12, 164, 0.4128, 0.001012, 78, nan, , 2.996, , 5.0, 2.0, 3.0, 7.0, 2.0, 5.0, 2.0, 3.0, 13.0, 2.0, 0, 4.0, 4.0, 3.0, 7.0, 2.0, 3.0, 3.0, 2.0, 2.0
Q04533, 303, 645, 0.4128, 0.001012, 78, nan, , 2.884, , 4.0, 1.0, 14.0, 15.0, 1.0, 23.0, 5.0, 5.0, 12.0, 5.0, 1.0, 6.0, 5.0, 4.0, 9.0, 10.0, 2.0, 2.0, 1.0, 3.0
Q04545, 644, 1244, 0.2315, 0.000248, 30, nan, nucleus, 3.057, , 8.0, 1.0, 18.0, 21.0, 4.0, 12.0, 7.0, 12.0, 24.0, 12.0, 4.0, 28.0, 6.0, 11.0, 13.0, 23.0, 14.0, 7.0, 0, 5.0
Q04585, 38, 553, 0.3665, 0.00151, 66, nan, , 2.883, , 9.0, 2.0, 10.0, 23.0, 4.0, 37.0, 6.0, 4.0, 19.0, 5.0, 2.0, 13.0, 5.0, 6.0, 13.0, 11.0, 7.0, 2.0, 0, 3.0
Q04599, 52, 281, 0.1887, 0.000168, 18, nan, mitochondrion, 2.794, , 11.0, 0, 9.0, 7.0, 0, 15.0, 1.0, 1.0, 13.0, 3.0, 0, 4.0, 13.0, 7.0, 14.0, 11.0, 6.0, 3.0, 0, 4.0
Q04600, 1, 176, 0.2012, 0.0, 18, nan, , 2.391, , 4.0, 0, 2.0, 12.0, 1.0, 9.0, 4.0, 2.0, 15.0, 0, 1.0, 9.0, 4.0, 4.0, 2.0, 6.0, 3.0, 1.0, 0, 0
Q04600, 357, 557, 0.2012, 0.0, 18, nan, , 2.886, , 5.0, 0, 10.0, 7.0, 2.0, 8.0, 2.0, 5.0, 19.0, 3.0, 1.0, 6.0, 1.0, 6.0, 5.0, 14.0, 7.0, 2.0, 0, 1.0
Q04601, 7, 646, 0.2033, 0.000105, 30, nan, nucleus; cytoplasm, 2.724, , 10.0, 2.0, 35.0, 27.0, 7.0, 22.0, 5.0, 7.0, 33.0, 18.0, 0, 21.0, 14.0, 11.0, 23.0, 27.0, 12.0, 1.0, 0, 7.0
Q04636, 3, 175, 0.308, 5.3e-05, 54, False, nucleus; chromosome, 2.928, , 6.0, 1.0, 7.0, 7.0, 0, 14.0, 1.0, 2.0, 7.0, 6.0, 0, 11.0, 2.0, 7.0, 8.0, 7.0, 6.0, 1.0, 2.0, 1.0
Q04636, 218, 477, 0.308, 5.3e-05, 54, False, nucleus; chromosome, 2.281, , 4.0, 0, 14.0, 18.0, 1.0, 10.0, 0, 3.0, 14.0, 1.0, 1.0, 8.0, 4.0, 8.0, 12.0, 11.0, 6.0, 2.0, 0, 3.0
Q04660, 422, 530, 0.1827, 2.8e-05, 18, False, nucleus; nucleoplasm; nucleus; nucleolus, 3.671, , 3.0, 2.0, 5.0, 6.0, 1.0, 7.0, 1.0, 5.0, 4.0, 4.0, 0, 3.0, 6.0, 0, 4.0, 2.0, 3.0, 1.0, 0, 1.0
Q04660, 575, 795, 0.1827, 2.8e-05, 18, False, nucleus; nucleoplasm; nucleus; nucleolus, 3.619, , 3.0, 2.0, 6.0, 3.0, 2.0, 8.0, 2.0, 5.0, 18.0, 9.0, 3.0, 3.0, 4.0, 4.0, 6.0, 9.0, 6.0, 4.0, 3.0, 0
Q04673, 107, 451, 0.2157, 0.002133, 30, nan, nucleus, 3.155, , 6.0, 5.0, 14.0, 14.0, 6.0, 14.0, 5.0, 3.0, 19.0, 10.0, 1.0, 9.0, 12.0, 9.0, 6.0, 12.0, 11.0, 3.0, 0, 4.0
Q04689, 15, 177, 0.2331, 0.06569, 42, nan, , 3.132, , 5.0, 1.0, 9.0, 6.0, 5.0, 5.0, 9.0, 3.0, 8.0, 4.0, 1.0, 6.0, 8.0, 8.0, 4.0, 7.0, 7.0, 3.0, 1.0, 3.0
