chr	track	poi	end	ext_start	ext_end	value	origin
chrXV	12980	779799	779800	779724	779874	779799	Henikoff-ChEC
chrXV	12981	779848	779849	779724	779874	779799	Henikoff-ChEC
chrXV	12980	779799	779800	779773	779923	779848	Henikoff-ChEC
chrXV	12981	779848	779849	779773	779923	779848	Henikoff-ChEC
chrXV	12982	779950	779951	779875	780025	779950	Henikoff-ChEC
chrXV	12983	780008	780009	779875	780025	779950	Henikoff-ChEC
chrXV	12982	779950	779951	779933	780083	780008	Henikoff-ChEC
chrXV	12983	780008	780009	779933	780083	780008	Henikoff-ChEC
chrXV	12984	780064	780065	779933	780083	780008	Henikoff-ChEC
chrXV	12983	780008	780009	779989	780139	780064	Henikoff-ChEC
chrXV	12984	780064	780065	779989	780139	780064	Henikoff-ChEC
chrXV	12985	780134	780135	779989	780139	780064	Henikoff-ChEC
chrXV	12984	780064	780065	780059	780209	780134	Henikoff-ChEC
chrXV	12985	780134	780135	780059	780209	780134	Henikoff-ChEC
chrXV	12986	780420	780421	780345	780495	780420	Henikoff-ChEC
chrXV	12987	780474	780475	780345	780495	780420	Henikoff-ChEC
chrXV	12986	780420	780421	780399	780549	780474	Pugh-Chip-exo
chrXV	12987	780474	780475	780399	780549	780474	Pugh-Chip-exo
chrXV	12988	780536	780537	780399	780549	780474	Pugh-Chip-exo
chrXV	12987	780474	780475	780461	780611	780536	Henikoff-ChEC
chrXV	12988	780536	780537	780461	780611	780536	Henikoff-ChEC
chrXV	12989	780676	780677	780601	780751	780676	Hahn-ChEC
chrXV	12990	780722	780723	780601	780751	780676	Hahn-ChEC
chrXV	12989	780676	780677	780647	780797	780722	Henikoff-ChEC
chrXV	12990	780722	780723	780647	780797	780722	Henikoff-ChEC
chrXV	12991	780752	780753	780647	780797	780722	Henikoff-ChEC
chrXV	12992	780788	780789	780647	780797	780722	Henikoff-ChEC
chrXV	12989	780676	780677	780677	780827	780752	Pugh-Chip-exo
chrXV	12990	780722	780723	780677	780827	780752	Pugh-Chip-exo
chrXV	12991	780752	780753	780677	780827	780752	Pugh-Chip-exo
chrXV	12992	780788	780789	780677	780827	780752	Pugh-Chip-exo
chrXV	12990	780722	780723	780693	780843	780768	SLiM-ChIP
chrXV	12991	780752	780753	780693	780843	780768	SLiM-ChIP
chrXV	12992	780788	780789	780693	780843	780768	SLiM-ChIP
chrXV	12990	780722	780723	780713	780863	780788	Henikoff-ChEC
chrXV	12991	780752	780753	780713	780863	780788	Henikoff-ChEC
chrXV	12992	780788	780789	780713	780863	780788	Henikoff-ChEC
chrXV	12993	781558	781559	781483	781633	781558	Henikoff-ChEC
chrXV	12994	781644	781645	781569	781719	781644	Hahn-ChEC
chrXV	12995	781712	781713	781569	781719	781644	Hahn-ChEC
chrXV	12994	781644	781645	781585	781735	781660	SLiM-ChIP
chrXV	12995	781712	781713	781585	781735	781660	SLiM-ChIP
chrXV	12994	781644	781645	781637	781787	781712	Henikoff-ChEC
chrXV	12995	781712	781713	781637	781787	781712	Henikoff-ChEC
chrXV	12996	786642	786643	786567	786717	786642	Henikoff-ChEC
chrXV	12997	786990	786991	786915	787065	786990	Henikoff-ChEC
chrXV	12998	792314	792315	792239	792389	792314	Henikoff-ChEC
chrXV	12999	792374	792375	792239	792389	792314	Henikoff-ChEC
chrXV	12998	792314	792315	792299	792449	792374	SLiM-ChIP
chrXV	12999	792374	792375	792299	792449	792374	SLiM-ChIP
chrXV	13000	795428	795429	795353	795503	795428	Henikoff-ChEC
chrXV	13001	797020	797021	796945	797095	797020	Henikoff-ChEC
chrXV	13002	797083	797084	796945	797095	797020	Henikoff-ChEC
chrXV	13001	797020	797021	797008	797158	797083	Hahn-ChEC
chrXV	13002	797083	797084	797008	797158	797083	Hahn-ChEC
chrXV	13003	797211	797212	797136	797286	797211	Henikoff-ChEC
chrXV	13004	800868	800869	800793	800943	800868	Henikoff-ChEC
chrXV	13005	803586	803587	803511	803661	803586	Henikoff-ChEC
chrXV	13006	804682	804683	804607	804757	804682	Henikoff-ChEC
chrXV	13007	806941	806942	806866	807016	806941	Henikoff-ChEC
chrXV	13008	807108	807109	807033	807183	807108	Henikoff-ChEC
chrXV	13009	807140	807141	807033	807183	807108	Henikoff-ChEC
chrXV	13008	807108	807109	807065	807215	807140	SLiM-ChIP
chrXV	13009	807140	807141	807065	807215	807140	SLiM-ChIP
chrXV	13010	807202	807203	807065	807215	807140	SLiM-ChIP
chrXV	13008	807108	807109	807081	807231	807156	Hahn-ChEC
chrXV	13009	807140	807141	807081	807231	807156	Hahn-ChEC
chrXV	13010	807202	807203	807081	807231	807156	Hahn-ChEC
chrXV	13009	807140	807141	807127	807277	807202	Henikoff-ChEC
chrXV	13010	807202	807203	807127	807277	807202	Henikoff-ChEC
chrXV	13011	807402	807403	807327	807477	807402	Henikoff-ChEC
chrXV	13012	807552	807553	807477	807627	807552	Henikoff-ChEC
chrXV	13013	813786	813787	813711	813861	813786	Henikoff-ChEC
chrXV	13014	817122	817123	817047	817197	817122	Henikoff-ChEC
chrXV	13015	817142	817143	817047	817197	817122	Henikoff-ChEC
chrXV	13014	817122	817123	817047	817197	817122	SLiM-ChIP
chrXV	13015	817142	817143	817047	817197	817122	SLiM-ChIP
chrXV	13014	817122	817123	817067	817217	817142	Pugh-Chip-exo
chrXV	13015	817142	817143	817067	817217	817142	Pugh-Chip-exo
chrXV	13014	817122	817123	817083	817233	817158	Henikoff-ChEC
chrXV	13015	817142	817143	817083	817233	817158	Henikoff-ChEC
chrXV	13016	817344	817345	817269	817419	817344	Henikoff-ChEC
chrXV	13017	818534	818535	818459	818609	818534	Henikoff-ChEC
chrXV	13018	818580	818581	818459	818609	818534	Henikoff-ChEC
chrXV	13017	818534	818535	818505	818655	818580	SLiM-ChIP
chrXV	13018	818580	818581	818505	818655	818580	SLiM-ChIP
chrXV	13019	818630	818631	818505	818655	818580	SLiM-ChIP
chrXV	13018	818580	818581	818555	818705	818630	Henikoff-ChEC
chrXV	13019	818630	818631	818555	818705	818630	Henikoff-ChEC
chrXV	13020	818678	818679	818555	818705	818630	Henikoff-ChEC
chrXV	13019	818630	818631	818603	818753	818678	Henikoff-ChEC
chrXV	13020	818678	818679	818603	818753	818678	Henikoff-ChEC
chrXV	13021	820298	820299	820223	820373	820298	Henikoff-ChEC
chrXV	13022	820379	820380	820304	820454	820379	Henikoff-ChEC
chrXV	13023	820825	820826	820750	820900	820825	Henikoff-ChEC
chrXV	13024	820876	820877	820750	820900	820825	Henikoff-ChEC
chrXV	13023	820825	820826	820801	820951	820876	Henikoff-ChEC
chrXV	13024	820876	820877	820801	820951	820876	Henikoff-ChEC
chrXV	13025	823698	823699	823623	823773	823698	SLiM-ChIP
chrXV	13026	823724	823725	823623	823773	823698	SLiM-ChIP
chrXV	13025	823698	823699	823649	823799	823724	Pugh-Chip-exo
chrXV	13026	823724	823725	823649	823799	823724	Pugh-Chip-exo
chrXV	13027	825139	825140	825064	825214	825139	Henikoff-ChEC
chrXV	13028	825362	825363	825287	825437	825362	Henikoff-ChEC
chrXV	13029	825416	825417	825287	825437	825362	Henikoff-ChEC
chrXV	13028	825362	825363	825341	825491	825416	Henikoff-ChEC
chrXV	13029	825416	825417	825341	825491	825416	Henikoff-ChEC
chrXV	13030	825540	825541	825465	825615	825540	Henikoff-ChEC
chrXV	13031	825628	825629	825553	825703	825628	Henikoff-ChEC
chrXV	13032	825680	825681	825553	825703	825628	Henikoff-ChEC
chrXV	13031	825628	825629	825605	825755	825680	Henikoff-ChEC
chrXV	13032	825680	825681	825605	825755	825680	Henikoff-ChEC
chrXV	13033	825712	825713	825605	825755	825680	Henikoff-ChEC
chrXV	13032	825680	825681	825637	825787	825712	Henikoff-ChEC
chrXV	13033	825712	825713	825637	825787	825712	Henikoff-ChEC
chrXV	13034	825768	825769	825637	825787	825712	Henikoff-ChEC
chrXV	13033	825712	825713	825693	825843	825768	Henikoff-ChEC
chrXV	13034	825768	825769	825693	825843	825768	Henikoff-ChEC
chrXV	13033	825712	825713	825711	825861	825786	SLiM-ChIP
chrXV	13034	825768	825769	825711	825861	825786	SLiM-ChIP
chrXV	13035	825858	825859	825711	825861	825786	SLiM-ChIP
chrXV	13035	825858	825859	825783	825933	825858	Henikoff-ChEC
chrXV	13036	825905	825906	825783	825933	825858	Henikoff-ChEC
chrXV	13035	825858	825859	825830	825980	825905	Henikoff-ChEC
chrXV	13036	825905	825906	825830	825980	825905	Henikoff-ChEC
chrXV	13037	825992	825993	825917	826067	825992	Henikoff-ChEC
chrXV	13038	826036	826037	825917	826067	825992	Henikoff-ChEC
chrXV	13037	825992	825993	825961	826111	826036	Henikoff-ChEC
chrXV	13038	826036	826037	825961	826111	826036	Henikoff-ChEC
chrXV	13039	826156	826157	826081	826231	826156	Henikoff-ChEC
chrXV	13040	826217	826218	826081	826231	826156	Henikoff-ChEC
chrXV	13039	826156	826157	826142	826292	826217	Henikoff-ChEC
chrXV	13040	826217	826218	826142	826292	826217	Henikoff-ChEC
chrXV	13041	830856	830857	830781	830931	830856	Hahn-ChEC
chrXV	13042	830902	830903	830781	830931	830856	Hahn-ChEC
chrXV	13043	830926	830927	830781	830931	830856	Hahn-ChEC
chrXV	13041	830856	830857	830827	830977	830902	SLiM-ChIP
chrXV	13042	830902	830903	830827	830977	830902	SLiM-ChIP
chrXV	13043	830926	830927	830827	830977	830902	SLiM-ChIP
chrXV	13041	830856	830857	830851	831001	830926	Henikoff-ChEC
chrXV	13042	830902	830903	830851	831001	830926	Henikoff-ChEC
chrXV	13043	830926	830927	830851	831001	830926	Henikoff-ChEC
chrXV	13044	831108	831109	831033	831183	831108	Henikoff-ChEC
chrXV	13045	831984	831985	831909	832059	831984	Henikoff-ChEC
chrXV	13046	832150	832151	832075	832225	832150	Henikoff-ChEC
chrXV	13047	832228	832229	832153	832303	832228	SLiM-ChIP
chrXV	13048	832283	832284	832153	832303	832228	SLiM-ChIP
chrXV	13047	832228	832229	832208	832358	832283	Henikoff-ChEC
chrXV	13048	832283	832284	832208	832358	832283	Henikoff-ChEC
chrXV	13049	832554	832555	832479	832629	832554	Henikoff-ChEC
chrXV	13050	832692	832693	832617	832767	832692	Henikoff-ChEC
chrXV	13051	832870	832871	832795	832945	832870	Henikoff-ChEC
chrXV	13052	836662	836663	836587	836737	836662	Henikoff-ChEC
chrXV	13053	836716	836717	836587	836737	836662	Henikoff-ChEC
chrXV	13052	836662	836663	836641	836791	836716	Henikoff-ChEC
chrXV	13053	836716	836717	836641	836791	836716	Henikoff-ChEC
chrXV	13054	836804	836805	836729	836879	836804	Hahn-ChEC
chrXV	13055	836863	836864	836729	836879	836804	Hahn-ChEC
chrXV	13054	836804	836805	836729	836879	836804	Henikoff-ChEC
chrXV	13055	836863	836864	836729	836879	836804	Henikoff-ChEC
chrXV	13054	836804	836805	836788	836938	836863	Henikoff-ChEC
chrXV	13055	836863	836864	836788	836938	836863	Henikoff-ChEC
chrXV	13056	836951	836952	836876	837026	836951	Henikoff-ChEC
chrXV	13057	837145	837146	837070	837220	837145	Henikoff-ChEC
chrXV	13058	837229	837230	837154	837304	837229	Henikoff-ChEC
chrXV	13059	837306	837307	837231	837381	837306	Henikoff-ChEC
chrXV	13060	837494	837495	837419	837569	837494	Henikoff-ChEC
chrXV	13061	842282	842283	842207	842357	842282	Henikoff-ChEC
chrXV	13062	842362	842363	842287	842437	842362	Henikoff-ChEC
chrXV	13063	842727	842728	842652	842802	842727	Henikoff-ChEC
chrXV	13064	844810	844811	844735	844885	844810	Henikoff-ChEC
chrXV	13065	845892	845893	845817	845967	845892	Henikoff-ChEC
chrXV	13066	846106	846107	846031	846181	846106	Henikoff-ChEC
chrXV	13067	847290	847291	847215	847365	847290	Henikoff-ChEC
chrXV	13068	847324	847325	847215	847365	847290	Henikoff-ChEC
chrXV	13067	847290	847291	847249	847399	847324	Henikoff-ChEC
chrXV	13068	847324	847325	847249	847399	847324	Henikoff-ChEC
chrXV	13069	847472	847473	847397	847547	847472	Henikoff-ChEC
chrXV	13070	848378	848379	848303	848453	848378	Henikoff-ChEC
chrXV	13071	848410	848411	848303	848453	848378	Henikoff-ChEC
chrXV	13070	848378	848379	848335	848485	848410	Henikoff-ChEC
chrXV	13071	848410	848411	848335	848485	848410	Henikoff-ChEC
chrXV	13072	848566	848567	848491	848641	848566	Henikoff-ChEC
chrXV	13073	849112	849113	849037	849187	849112	Henikoff-ChEC
chrXV	13074	849292	849293	849217	849367	849292	Henikoff-ChEC
chrXV	13075	849464	849465	849389	849539	849464	Henikoff-ChEC
chrXV	13076	849534	849535	849389	849539	849464	Henikoff-ChEC
chrXV	13075	849464	849465	849459	849609	849534	Henikoff-ChEC
chrXV	13076	849534	849535	849459	849609	849534	Henikoff-ChEC
chrXV	13077	849590	849591	849459	849609	849534	Henikoff-ChEC
chrXV	13076	849534	849535	849515	849665	849590	Henikoff-ChEC
chrXV	13077	849590	849591	849515	849665	849590	Henikoff-ChEC
chrXV	13078	849922	849923	849847	849997	849922	Henikoff-ChEC
chrXV	13079	850146	850147	850071	850221	850146	Henikoff-ChEC
chrXV	13080	850232	850233	850157	850307	850232	Henikoff-ChEC
chrXV	13081	852026	852027	851951	852101	852026	Henikoff-ChEC
chrXV	13082	853242	853243	853167	853317	853242	SLiM-ChIP
chrXV	13083	853777	853778	853702	853852	853777	Henikoff-ChEC
chrXV	13084	853940	853941	853865	854015	853940	Henikoff-ChEC
chrXV	13085	854025	854026	853950	854100	854025	Henikoff-ChEC
chrXV	13086	854162	854163	854087	854237	854162	Henikoff-ChEC
chrXV	13087	854226	854227	854087	854237	854162	Henikoff-ChEC
chrXV	13086	854162	854163	854151	854301	854226	Henikoff-ChEC
chrXV	13087	854226	854227	854151	854301	854226	Henikoff-ChEC
chrXV	13088	854335	854336	854260	854410	854335	Henikoff-ChEC
chrXV	13089	854488	854489	854413	854563	854488	Henikoff-ChEC
chrXV	13090	854684	854685	854609	854759	854684	Henikoff-ChEC
chrXV	13091	854838	854839	854763	854913	854838	Henikoff-ChEC
chrXV	13092	860479	860480	860404	860554	860479	Henikoff-ChEC
chrXV	13093	860514	860515	860404	860554	860479	Henikoff-ChEC
chrXV	13094	860548	860549	860404	860554	860479	Henikoff-ChEC
chrXV	13092	860479	860480	860439	860589	860514	SLiM-ChIP
chrXV	13093	860514	860515	860439	860589	860514	SLiM-ChIP
chrXV	13094	860548	860549	860439	860589	860514	SLiM-ChIP
chrXV	13095	860572	860573	860439	860589	860514	SLiM-ChIP
chrXV	13092	860479	860480	860473	860623	860548	Henikoff-ChEC
chrXV	13093	860514	860515	860473	860623	860548	Henikoff-ChEC
chrXV	13094	860548	860549	860473	860623	860548	Henikoff-ChEC
chrXV	13095	860572	860573	860473	860623	860548	Henikoff-ChEC
chrXV	13093	860514	860515	860497	860647	860572	Hahn-ChEC
chrXV	13094	860548	860549	860497	860647	860572	Hahn-ChEC
chrXV	13095	860572	860573	860497	860647	860572	Hahn-ChEC
chrXV	13096	860722	860723	860647	860797	860722	Henikoff-ChEC
chrXV	13097	860896	860897	860821	860971	860896	Henikoff-ChEC
chrXV	13098	860958	860959	860821	860971	860896	Henikoff-ChEC
chrXV	13097	860896	860897	860883	861033	860958	Henikoff-ChEC
chrXV	13098	860958	860959	860883	861033	860958	Henikoff-ChEC
chrXV	13099	866698	866699	866623	866773	866698	Henikoff-ChEC
chrXV	13100	866837	866838	866762	866912	866837	Hahn-ChEC
chrXV	13101	866876	866877	866762	866912	866837	Hahn-ChEC
chrXV	13100	866837	866838	866801	866951	866876	Henikoff-ChEC
chrXV	13101	866876	866877	866801	866951	866876	Henikoff-ChEC
chrXV	13102	866926	866927	866801	866951	866876	Henikoff-ChEC
chrXV	13101	866876	866877	866851	867001	866926	Henikoff-ChEC
chrXV	13102	866926	866927	866851	867001	866926	Henikoff-ChEC
chrXV	13103	866986	866987	866851	867001	866926	Henikoff-ChEC
chrXV	13102	866926	866927	866911	867061	866986	Henikoff-ChEC
chrXV	13103	866986	866987	866911	867061	866986	Henikoff-ChEC
chrXV	13104	868122	868123	868047	868197	868122	Henikoff-ChEC
chrXV	13105	869976	869977	869901	870051	869976	Henikoff-ChEC
chrXV	13106	874094	874095	874019	874169	874094	Henikoff-ChEC
chrXV	13107	874284	874285	874209	874359	874284	Henikoff-ChEC
chrXV	13108	875218	875219	875143	875293	875218	Henikoff-ChEC
chrXV	13109	877339	877340	877264	877414	877339	Henikoff-ChEC
chrXV	13110	877876	877877	877801	877951	877876	Henikoff-ChEC
chrXV	13111	878004	878005	877929	878079	878004	Henikoff-ChEC
chrXV	13112	878156	878157	878081	878231	878156	Henikoff-ChEC
chrXV	13113	878198	878199	878081	878231	878156	Henikoff-ChEC
chrXV	13112	878156	878157	878123	878273	878198	Henikoff-ChEC
chrXV	13113	878198	878199	878123	878273	878198	Henikoff-ChEC
chrXV	13114	878250	878251	878123	878273	878198	Henikoff-ChEC
chrXV	13113	878198	878199	878175	878325	878250	Henikoff-ChEC
chrXV	13114	878250	878251	878175	878325	878250	Henikoff-ChEC
chrXV	13115	878286	878287	878175	878325	878250	Henikoff-ChEC
chrXV	13114	878250	878251	878211	878361	878286	Henikoff-ChEC
chrXV	13115	878286	878287	878211	878361	878286	Henikoff-ChEC
chrXV	13116	880780	880781	880705	880855	880780	Henikoff-ChEC
chrXV	13117	880834	880835	880705	880855	880780	Henikoff-ChEC
chrXV	13116	880780	880781	880759	880909	880834	SLiM-ChIP
chrXV	13117	880834	880835	880759	880909	880834	SLiM-ChIP
chrXV	13118	882086	882087	882011	882161	882086	Henikoff-ChEC
chrXV	13118	882086	882087	882087	882237	882162	Henikoff-ChEC
chrXV	13119	882162	882163	882087	882237	882162	Henikoff-ChEC
chrXV	13120	882308	882309	882233	882383	882308	Henikoff-ChEC
chrXV	13121	882504	882505	882429	882579	882504	Henikoff-ChEC
chrXV	13122	882654	882655	882579	882729	882654	Henikoff-ChEC
chrXV	13123	884066	884067	883991	884141	884066	Henikoff-ChEC
chrXV	13124	884246	884247	884171	884321	884246	Henikoff-ChEC
chrXV	13125	891856	891857	891781	891931	891856	Hahn-ChEC
chrXV	13126	891960	891961	891885	892035	891960	Henikoff-ChEC
chrXV	13127	892110	892111	892035	892185	892110	Henikoff-ChEC
chrXV	13128	892295	892296	892220	892370	892295	Henikoff-ChEC
chrXV	13129	898526	898527	898451	898601	898526	Pugh-Chip-exo
chrXV	13130	898584	898585	898451	898601	898526	Pugh-Chip-exo
chrXV	13129	898526	898527	898461	898611	898536	Henikoff-ChEC
chrXV	13130	898584	898585	898461	898611	898536	Henikoff-ChEC
chrXV	13129	898526	898527	898509	898659	898584	Pugh-Chip-exo
chrXV	13130	898584	898585	898509	898659	898584	Pugh-Chip-exo
chrXV	13129	898526	898527	898509	898659	898584	Hahn-ChEC
chrXV	13130	898584	898585	898509	898659	898584	Hahn-ChEC
chrXV	13131	898738	898739	898663	898813	898738	Henikoff-ChEC
chrXV	13132	898894	898895	898819	898969	898894	Henikoff-ChEC
chrXV	13133	900096	900097	900021	900171	900096	SLiM-ChIP
chrXV	13134	901276	901277	901201	901351	901276	Henikoff-ChEC
chrXV	13135	901433	901434	901358	901508	901433	Hahn-ChEC
chrXV	13136	901474	901475	901358	901508	901433	Hahn-ChEC
chrXV	13135	901433	901434	901399	901549	901474	Henikoff-ChEC
chrXV	13136	901474	901475	901399	901549	901474	Henikoff-ChEC
chrXV	13137	901518	901519	901399	901549	901474	Henikoff-ChEC
chrXV	13136	901474	901475	901443	901593	901518	Henikoff-ChEC
chrXV	13137	901518	901519	901443	901593	901518	Henikoff-ChEC
chrXV	13138	903136	903137	903061	903211	903136	Henikoff-ChEC
chrXV	13139	903994	903995	903919	904069	903994	Henikoff-ChEC
chrXV	13140	904223	904224	904148	904298	904223	Henikoff-ChEC
chrXV	13141	907756	907757	907681	907831	907756	Henikoff-ChEC
chrXV	13142	907864	907865	907789	907939	907864	Henikoff-ChEC
chrXV	13143	908068	908069	907993	908143	908068	Henikoff-ChEC
chrXV	13144	908148	908149	908073	908223	908148	Henikoff-ChEC
chrXV	13145	908300	908301	908225	908375	908300	Henikoff-ChEC
chrXV	13146	908368	908369	908225	908375	908300	Henikoff-ChEC
chrXV	13145	908300	908301	908293	908443	908368	Henikoff-ChEC
chrXV	13146	908368	908369	908293	908443	908368	Henikoff-ChEC
chrXV	13147	908414	908415	908293	908443	908368	Henikoff-ChEC
chrXV	13146	908368	908369	908339	908489	908414	Henikoff-ChEC
chrXV	13147	908414	908415	908339	908489	908414	Henikoff-ChEC
chrXV	13148	908538	908539	908463	908613	908538	Henikoff-ChEC
chrXV	13149	908582	908583	908463	908613	908538	Henikoff-ChEC
chrXV	13148	908538	908539	908507	908657	908582	Henikoff-ChEC
chrXV	13149	908582	908583	908507	908657	908582	Henikoff-ChEC
chrXV	13150	908726	908727	908651	908801	908726	Henikoff-ChEC
chrXV	13151	908840	908841	908765	908915	908840	Henikoff-ChEC
chrXV	13152	908893	908894	908765	908915	908840	Henikoff-ChEC
chrXV	13151	908840	908841	908818	908968	908893	Henikoff-ChEC
chrXV	13152	908893	908894	908818	908968	908893	Henikoff-ChEC
chrXV	13153	908965	908966	908818	908968	908893	Henikoff-ChEC
chrXV	13152	908893	908894	908890	909040	908965	Henikoff-ChEC
chrXV	13153	908965	908966	908890	909040	908965	Henikoff-ChEC
chrXV	13154	909000	909001	908890	909040	908965	Henikoff-ChEC
chrXV	13153	908965	908966	908925	909075	909000	Henikoff-ChEC
chrXV	13154	909000	909001	908925	909075	909000	Henikoff-ChEC
chrXV	13155	909051	909052	908925	909075	909000	Henikoff-ChEC
chrXV	13154	909000	909001	908976	909126	909051	Henikoff-ChEC
chrXV	13155	909051	909052	908976	909126	909051	Henikoff-ChEC
chrXV	13154	909000	909001	908989	909139	909064	Hahn-ChEC
chrXV	13155	909051	909052	908989	909139	909064	Hahn-ChEC
chrXV	13156	911860	911861	911785	911935	911860	Henikoff-ChEC
chrXV	13157	911974	911975	911899	912049	911974	Henikoff-ChEC
chrXV	13158	912011	912012	911899	912049	911974	Henikoff-ChEC
chrXV	13157	911974	911975	911936	912086	912011	Henikoff-ChEC
chrXV	13158	912011	912012	911936	912086	912011	Henikoff-ChEC
chrXV	13159	912094	912095	912019	912169	912094	Henikoff-ChEC
chrXV	13160	912206	912207	912131	912281	912206	Henikoff-ChEC
chrXV	13161	912400	912401	912325	912475	912400	Henikoff-ChEC
chrXV	13162	912576	912577	912501	912651	912576	Henikoff-ChEC
chrXV	13163	912614	912615	912501	912651	912576	Henikoff-ChEC
chrXV	13162	912576	912577	912539	912689	912614	Henikoff-ChEC
chrXV	13163	912614	912615	912539	912689	912614	Henikoff-ChEC
chrXV	13164	912660	912661	912539	912689	912614	Henikoff-ChEC
chrXV	13163	912614	912615	912585	912735	912660	Henikoff-ChEC
chrXV	13164	912660	912661	912585	912735	912660	Henikoff-ChEC
chrXV	13165	912740	912741	912665	912815	912740	Henikoff-ChEC
chrXV	13166	915308	915309	915233	915383	915308	Henikoff-ChEC
chrXV	13167	915364	915365	915233	915383	915308	Henikoff-ChEC
chrXV	13166	915308	915309	915289	915439	915364	Henikoff-ChEC
chrXV	13167	915364	915365	915289	915439	915364	Henikoff-ChEC
chrXV	13168	915839	915840	915764	915914	915839	Henikoff-ChEC
chrXV	13169	921382	921383	921307	921457	921382	SLiM-ChIP
chrXV	13170	921406	921407	921307	921457	921382	SLiM-ChIP
chrXV	13171	921434	921435	921307	921457	921382	SLiM-ChIP
chrXV	13169	921382	921383	921311	921461	921386	Henikoff-ChEC
chrXV	13170	921406	921407	921311	921461	921386	Henikoff-ChEC
chrXV	13171	921434	921435	921311	921461	921386	Henikoff-ChEC
chrXV	13169	921382	921383	921331	921481	921406	Pugh-Chip-exo
chrXV	13170	921406	921407	921331	921481	921406	Pugh-Chip-exo
chrXV	13171	921434	921435	921331	921481	921406	Pugh-Chip-exo
chrXV	13169	921382	921383	921359	921509	921434	Henikoff-ChEC
chrXV	13170	921406	921407	921359	921509	921434	Henikoff-ChEC
chrXV	13171	921434	921435	921359	921509	921434	Henikoff-ChEC
chrXV	13172	921605	921606	921530	921680	921605	Henikoff-ChEC
chrXV	13173	921928	921929	921853	922003	921928	Henikoff-ChEC
chrXV	13174	923404	923405	923329	923479	923404	Henikoff-ChEC
chrXV	13175	925250	925251	925175	925325	925250	Henikoff-ChEC
chrXV	13176	925378	925379	925303	925453	925378	Hahn-ChEC
chrXV	13177	925414	925415	925303	925453	925378	Hahn-ChEC
chrXV	13176	925378	925379	925339	925489	925414	Henikoff-ChEC
chrXV	13177	925414	925415	925339	925489	925414	Henikoff-ChEC
chrXV	13178	925458	925459	925339	925489	925414	Henikoff-ChEC
chrXV	13177	925414	925415	925383	925533	925458	Henikoff-ChEC
chrXV	13178	925458	925459	925383	925533	925458	Henikoff-ChEC
chrXV	13179	925502	925503	925383	925533	925458	Henikoff-ChEC
chrXV	13178	925458	925459	925427	925577	925502	Henikoff-ChEC
chrXV	13179	925502	925503	925427	925577	925502	Henikoff-ChEC
chrXV	13180	930222	930223	930147	930297	930222	Henikoff-ChEC
chrXV	13181	930418	930419	930343	930493	930418	Henikoff-ChEC
chrXV	13182	930482	930483	930343	930493	930418	Henikoff-ChEC
chrXV	13181	930418	930419	930407	930557	930482	Henikoff-ChEC
chrXV	13182	930482	930483	930407	930557	930482	Henikoff-ChEC
chrXV	13183	930546	930547	930407	930557	930482	Henikoff-ChEC
chrXV	13182	930482	930483	930471	930621	930546	Henikoff-ChEC
chrXV	13183	930546	930547	930471	930621	930546	Henikoff-ChEC
chrXV	13184	930706	930707	930631	930781	930706	Henikoff-ChEC
chrXV	13185	931055	931056	930980	931130	931055	Henikoff-ChEC
chrXV	13186	931293	931294	931218	931368	931293	Henikoff-ChEC
chrXV	13187	931334	931335	931218	931368	931293	Henikoff-ChEC
chrXV	13186	931293	931294	931259	931409	931334	Hahn-ChEC
chrXV	13187	931334	931335	931259	931409	931334	Hahn-ChEC
chrXV	13186	931293	931294	931261	931411	931336	Henikoff-ChEC
chrXV	13187	931334	931335	931261	931411	931336	Henikoff-ChEC
chrXV	13188	931414	931415	931339	931489	931414	Henikoff-ChEC
chrXV	13188	931414	931415	931357	931507	931432	SLiM-ChIP
chrXV	13189	931492	931493	931357	931507	931432	SLiM-ChIP
chrXV	13189	931492	931493	931417	931567	931492	Henikoff-ChEC
chrXV	13190	931648	931649	931573	931723	931648	Henikoff-ChEC
chrXV	13191	931848	931849	931773	931923	931848	Henikoff-ChEC
chrXV	13192	931932	931933	931857	932007	931932	Henikoff-ChEC
chrXV	13193	943296	943297	943221	943371	943296	Henikoff-ChEC
chrXV	13194	943518	943519	943443	943593	943518	Hahn-ChEC
chrXV	13195	943582	943583	943443	943593	943518	Hahn-ChEC
chrXV	13194	943518	943519	943507	943657	943582	Henikoff-ChEC
chrXV	13195	943582	943583	943507	943657	943582	Henikoff-ChEC
chrXV	13196	943764	943765	943689	943839	943764	Henikoff-ChEC
chrXV	13197	944512	944513	944437	944587	944512	Henikoff-ChEC
chrXV	13198	949098	949099	949023	949173	949098	Henikoff-ChEC
chrXV	13199	949270	949271	949195	949345	949270	Henikoff-ChEC
chrXV	13200	949373	949374	949298	949448	949373	Henikoff-ChEC
chrXV	13201	949479	949480	949404	949554	949479	Henikoff-ChEC
chrXV	13202	949513	949514	949404	949554	949479	Henikoff-ChEC
chrXV	13201	949479	949480	949438	949588	949513	Hahn-ChEC
chrXV	13202	949513	949514	949438	949588	949513	Hahn-ChEC
chrXV	13203	949594	949595	949519	949669	949594	Henikoff-ChEC
chrXV	13204	949650	949651	949519	949669	949594	Henikoff-ChEC
chrXV	13203	949594	949595	949575	949725	949650	Henikoff-ChEC
