"family","mean_TFAP","sd_TFAP","spp"
"Rhinotermitidae",0.31498,NA,"Coptotermes formosanus"
"Rhipiduridae",0.277925,0.00324562012564628,"Chaetorhynchus papuensis"
"Rhizobiaceae",0.05857,0.00556747284197721,"Pseudorhizobium banfieldiae"
"Rhizodiscinaceae",0.24808,NA,"Rhizodiscina lignyota"
"Rhizopodaceae",0.228566,0.0134797748497518,"Rhizopus microsporus"
"Rhizopogonaceae",0.30169,NA,"Rhizopogon vesiculosus"
"Rhodanobacteraceae",0.0664258823529412,0.0054000741395848,"Oleiagrimonas soli"
"Rhodobiaceae",0.0578033333333333,0.00864872437607612,"Rhodobium orientis"
"Rhodoblastaceae",0.0865,0.0192757308551453,"Rhodoblastus acidophilus"
"Rhodocyclaceae",0.058777,0.00951836009451675,"Aromatoleum tolulyticum"
"Rhodospirillaceae",0.0720625,0.0130495737478279,"Elstera litoralis"
"Rhodothermaceae",0.05616,0.0135481659275343,"Rhodothermaceae bacterium RA"
"Rhodovibrionaceae",0.07311,0.0153009607541487,"Limimonas halophila"
"Rhopaluridae",0.23601,NA,"Intoshia linei"
"Rhynochetidae",0.27202,NA,"Rhynochetos jubatus"
"Rickenellaceae",0.28202,NA,"Rickenella mellea"
"Rickettsiaceae",0.0682925,0.0121386363182471,"Rickettsia endosymbiont of Culicoides newsteadi"
"Rikenellaceae",0.0526571428571429,0.0145135371443201,"Alistipes sp. CAG:831"
"Rivulariaceae",0.07641,NA,"Rivularia sp. PCC 7116"
"Rivulidae",0.34684,0.0385656038459143,"Austrofundulus limnaeus"
"Robiginitomaculaceae",0.0691466666666667,0.00378484257708736,"Litorimonas taeanensis"
"Rosaceae",0.26925375,0.0171500969905629,"Prunus persica"
"Roseiarcaceae",0.08079,NA,"Roseiarcus fermentans"
"Roseiflexaceae",0.05973,0.00663266160752982,"Kouleothrix aurantiaca"
"Roseivirgaceae",0.0399925,0.00135349855313308,"Roseivirga ehrenbergii"
"Roseobacteraceae",0.0551918965517241,0.00751236201786778,"Ruegeria sp. TM1040"
"Rostratulidae",0.27445,0.00251730014102408,"Rostratula benghalensis"
"Ruaniaceae",0.0731,0.00967998450411982,"Ruaniaceae bacterium KH17"
"Rubiaceae",0.23367,0.0112712820921136,"Coffea canephora"
"Rubricoccaceae",0.07799,0.00243244732728172,"Rubrivirga marina"
"Rubritaleaceae",0.06748,NA,"Rubritalea profundi"
"Rubrobacteraceae",0.0867375,0.0270221407676495,"Rubrobacter radiotolerans"
"Russulaceae",0.30442,NA,"Russula ochroleuca"
"Rutaceae",0.23639,0.018450398369683,"Citrus sinensis"
"Rutstroemiaceae",0.274883333333333,0.00979459204527339,"Rutstroemia sp. NJR-2017a BBW"
"Saccharomycetaceae",0.246091428571429,0.0173652386763244,"Torulaspora delbrueckii"
"Saccharomycodaceae",0.28384,0.0352435795571335,"Hanseniaspora uvarum"
"Saccharospirillaceae",0.044988,0.00384886606677863,"Reinekea forsetii"
"Saccotheciaceae",0.2907,0.00154481929903359,"Aureobasidium mustum"
"Sagittariidae",0.27489,NA,"Sagittarius serpentarius"
"Salibacteraceae",0.05377,NA,"Salibacter halophilus"
"Salicaceae",0.288684444444444,0.0106296720446953,"Populus trichocarpa"
"Salinarimonadaceae",0.077825,0.00647002704785691,"Salinarimonas soli"
"Salinicoccaceae",0.03356,NA,"Phocicoccus pinnipedialis"
"Salinisphaeraceae",0.06847,NA,"Salinisphaera sp. Q1T1-3"
"Salinivirgaceae",0.03925,NA,"Salinivirga cyanobacteriivorans"
"Salisaetaceae",0.087115,0.00704985460842988,"Longibacter salinarum"
"Salmonidae",0.33075625,0.0539921211017999,"Salmo salar"
"Salpingoecidae",0.298545,0.0703217693890022,"Monosiga brevicollis"
"Sandaracinaceae",0.11385,NA,"Sandaracinus amylolyticus"
"Sanguibacteraceae",0.095576,0.00479636112068305,"Sanguibacter sp. Leaf3"
"Sapindaceae",0.25023,0.0178332330215247,"Acer yangbiense"
"Saprolegniaceae",0.1773,0.015409538604384,"Thraustotheca clavata"
"Saprospiraceae",0.0513033333333333,0.0142323059738516,"Saprospiraceae bacterium"
"Sarcocystidae",0.63369,0.0560735677480932,"Cystoisospora suis"
"Sarcoptidae",0.39176,NA,"Sarcoptes scabiei"
"Sarocladiaceae",0.27828,NA,"Sarocladium strictum"
"Scarabaeidae",0.28012,NA,"Oryctes borbonicus"
"Scenedesmaceae",0.421535,0.0277115147547008,"Tetradesmus obliquus"
"Schistosomatidae",0.416,0.0255411964145322,"Schistosoma mansoni"
"Schizoparmaceae",0.33315,NA,"Coniella lustricola"
"Schizophyllaceae",0.31385,NA,"Auriculariopsis ampla"
"Schizoporaceae",0.28308,NA,"Schizopora paradoxa"
"Schizotheciaceae",0.30715,NA,"Schizothecium vesticola"
"Schleiferiaceae",0.03348,NA,"Thermaurantimonas aggregans"
"Sciaenidae",0.35229,0.00605283404695686,"Collichthys lucidus"
"Sciaridae",0.27196,NA,"Pseudolycoriella hygida"
"Sciuridae",0.326855,0.0215352127920761,"Ictidomys tridecemlineatus"
"Sclerotiniaceae",0.3252375,0.0134091502849225,"Monilinia fructigena"
"Scolopacidae",0.2936,0.0279024335856212,"Arenaria interpres"
"Scophthalmidae",0.33891,NA,"Scophthalmus maximus"
"Scopidae",0.27444,NA,"Scopus umbretta"
"Scotocercidae",0.27482,NA,"Horornis vulcanius"
"Scyliorhinidae",0.33688,NA,"Scyliorhinus torazame"
"Sedimenticolaceae",0.053508,0.0065625581902182,"Thiolapillus brandeum"
"Sedimentisphaeraceae",0.048005,0.00641345850536199,"Limihaloglobus sulfuriphilus"
"Segnochrobactraceae",0.07334,NA,"Segnochrobactrum spirostomi"
"Selaginellaceae",0.17276,NA,"Selaginella moellendorffii"
"Selenastraceae",0.41818,0.0350866384824765,"Monoraphidium neglectum"
"Selenomonadaceae",0.03681,0.00691116809551355,"Selenomonas sp. F0473"
"Sepiidae",0.2731,NA,"Sepia pharaonis"
"Setariidae",0.27628,NA,"Setaria digitata"
"Shewanellaceae",0.0536216666666667,0.00951296324480284,"Shewanella mangrovi"
"Sigmoideomycetaceae",0.25036,NA,"Thamnocephalis sphaerospora"
"Siluridae",0.3297,NA,"Silurus meridionalis"
"Silvanigrellaceae",0.066255,0.00767210857587403,"Silvanigrella aquatica"
"Simkaniaceae",0.05827,NA,"Simkania sp."
"Siphonopidae",0.3399,NA,"Microcaecilia unicolor"
"Sisoridae",0.3504,NA,"Bagarius yarrelli"
"Sittidae",0.272715,0.00621546860662977,"Sitta europaea"
"Sminthuridae",0.32185,NA,"Allacma fusca"
"Smithellaceae",0.03282,0.00323167139418599,"Smithella sp. SCADC"
"Sneathiellaceae",0.04663,0.00485075251893971,"Oceanibacterium hippocampi"
"Soboliphymatidae",0.27129,NA,"Soboliphyme baturini"
"Solanaceae",0.267803333333333,0.0175233729629886,"Solanum lycopersicum"
"Solirubrobacteraceae",0.0867233333333333,0.0147638251592646,"Solirubrobacter pauli"
"Spalacidae",0.31179,NA,"Nannospalax galili"
"Sparassidaceae",0.30698,NA,"Sparassis crispa"
"Sparidae",0.25895,NA,"Sparus aurata"
"Speluncibacteraceae",0.08708,NA,"Speluncibacter jeojiensis"
"Sphaerochaetaceae",0.03266,NA,"Sphaerochaeta halotolerans"
"Sphaerotilaceae",0.0733673170731707,0.0168000947950287,"Caldimonas brevitalea"
"Spheniscidae",0.271523333333333,0.00523010388679485,"Aptenodytes forsteri"
"Sphenodontidae",0.27516,NA,"Sphenodon punctatus"
"Sphingidae",0.32145,NA,"Manduca sexta"
"Sphingobacteriaceae",0.0444552727272727,0.00305934654805307,"Pedobacter sp. BAL39"
"Sphingomonadaceae",0.0673825388601036,0.00956331441410965,"Sphingobium sp. SYK-6"
"Sphingosinicellaceae",0.06536,0.00796954684552873,"Pacificimonas flava"
"Spirochaetaceae",0.0473490909090909,0.014707418165365,"Salinispira pacifica"
"Spiroplasmataceae",0.0611163636363636,0.0126199455408708,"Spiroplasma eriocheiris"
"Spirosomataceae",0.0503,0.00525287349933348,"Dyadobacter sp. Leaf189"
"Spongiibacteraceae",0.053511,0.00543888969469975,"gamma proteobacterium BDW918"
"Sporanaerobacteraceae",0.0261833333333333,0.000410649891432267,"Sporanaerobacter sp. PP17-6a"
"Sporichthyaceae",0.08876,NA,"Epidermidibacterium keratini"
"Sporidiobolaceae",0.37619,0.0189983078193822,"Rhodotorula sp. JG-1b"
"Sporocadaceae",0.24904,NA,"Truncatella angustata"
"Sporolactobacillaceae",0.0492228571428571,0.0172062427762772,"Sinobaca qinghaiensis"
"Sporomusaceae",0.035108,0.00280898874646692,"Pelosinus sp. UFO1"
"Sporormiaceae",0.31571,NA,"Westerdykella ornata"
"Stachybotryaceae",0.23324,NA,"Stachybotrys elegans"
"Staphylococcaceae",0.0463075,0.00884000012854792,"Staphylococcus sp. HGB0015"
"Stappiaceae",0.0636531818181818,0.00666727358168142,"Roseibium sp. TrichSKD4"
"Steatornithidae",0.27603,NA,"Steatornis caripensis"
"Steccherinaceae",0.283265,0.0058194888091653,"Steccherinum ochraceum"
"Steinernematidae",0.296015,0.026594286040426,"Steinernema carpocapsae"
"Stellaceae",0.05194,NA,"Stella humosa"
"Stentoridae",0.18373,NA,"Stentor coeruleus"
"Stephanosporaceae",0.29362,NA,"Cristinia sonorae"
"Stercorariidae",0.27247,NA,"Stercorarius parasiticus"
"Steroidobacteraceae",0.0601725,0.00309979972471341,"Steroidobacter denitrificans"
"Sterolibacteriaceae",0.05373375,0.00702482320570622,"Rugosibacter aromaticivorans"
"Stichopodidae",0.2658,NA,"Apostichopus japonicus"
"Stratiomyidae",0.35093,NA,"Hermetia illucens"
"Streptococcaceae",0.046041724137931,0.00825045499566345,"Streptococcus sp. DD13"
"Streptomycetaceae",0.111500377358491,0.0144104961884647,"Streptomyces sp. SirexAA-E"
"Streptosporangiaceae",0.0840866071428571,0.0124987230295791,"Microbispora sp. ATCC PTA-5024"
"Strigidae",0.281402,0.0139098982742506,"Athene cunicularia"
"Strongylidae",0.257885,0.0227736536374821,"Oesophagostomum dentatum"
"Strongylocentrotidae",0.35399,NA,"Strongylocentrotus purpuratus"
"Strongyloididae",0.264936666666667,0.0155806749960755,"Strongyloides venezuelensis"
"Strophariaceae",0.294596666666667,0.0179990707167528,"Psilocybe cyanescens"
"Sturnidae",0.287686666666667,0.0298050773079577,"Leucopsar rothschildi"
"Succinivibrionaceae",0.06348,0.0050950073601517,"Succinatimonas sp. CAG:777"
"Suessiaceae",0.27631,NA,"Polarella glacialis"
"Suidae",0.30979,NA,"Sus scrofa"
"Suillaceae",0.265575,0.00343876431294732,"Suillus placidus"
"Sulfolobaceae",0.01880625,0.00529189930122312,"Candidatus Acidianus copahuensis"
"Sulfuricellaceae",0.0531,0.00357293716709376,"Sulfuriferula sp. AH1"
"Sulfurimonadaceae",0.0378855555555556,0.00637009440885909,"Thiovulum sp. ES"
"Sulfurospirillaceae",0.030735,0.00361331565186326,"Sulfurospirillum sp. UBA12182"
"Sulfurovaceae",0.0396675,0.00617655985696461,"Sulfurovum sp. AR"
"Sulidae",0.27725,NA,"Sula dactylatra"
"Sutterellaceae",0.0562383333333333,0.0125708860732514,"Sutterella sp. CAG:397"
"Sylviidae",0.275407777777778,0.00321218297181909,"Cettia cetti"
"Symbiobacteriaceae",0.07708,NA,"Caldinitratiruptor microaerophilus"
"Symbiodiniaceae",0.22203,0.0255513041322188,"Symbiodinium microadriaticum"
"Sympoventuriaceae",0.29523,NA,"Verruconis gallopava"
"Synaphobranchidae",0.38482,NA,"Synaphobranchus kaupii"
"Syncephalastraceae",0.26214,NA,"Syncephalastrum racemosum"
"Synchytriaceae",0.275135,0.0431971532626862,"Synchytrium endobioticum"
"Synechococcaceae",0.0901263157894737,0.0170782747666691,"Synechococcus sp. RCC307"
"Synergistaceae",0.03573,0.00473166989550201,"Synergistes jonesii"
"Syntrophaceae",0.03972,0.0124309372132595,"Syntrophus gentianae"
"Syntrophobacteraceae",0.04662,0.000254558441227157,"Desulfosoma caldarium"
"Syntrophomonadaceae",0.02922,0.00345068109219035,"Candidatus Syntrophocurvum alkaliphilum"
"Syntrophotaleaceae",0.04097,0.000608111831820431,"Syntrophotalea acetylenica"
"Taeniidae",0.32589,0.00115529217083817,"Echinococcus granulosus"
"Talpidae",0.38847,NA,"Galemys pyrenaicus"
"Tannerellaceae",0.0430577777777778,0.00341513095568009,"Parabacteroides sp. CAG:409"
"Tarsiidae",0.33045,NA,"Carlito syrichta"
"Taxaceae",0.27249,NA,"Taxus chinensis"
"Tayassuidae",0.32895,NA,"Catagonus wagneri"
"Teiidae",0.30559,NA,"Salvator merianae"
"Tenebrionidae",0.263935,0.0371617298664455,"Tribolium castaneum"
"Tenuifilaceae",0.03322,NA,"Tenuifilum thalassicum"
"Tephritidae",0.40894,0.00626496608131284,"Bactrocera dorsalis"
"Tepidamorphaceae",0.05899,NA,"Tepidamorphus gemmatus"
"Tepidanaerobacteraceae",0.02158,NA,"Tepidanaerobacter syntrophicus"
"Tepidibacteraceae",0.02181,NA,"Alkalithermobacter paradoxus"
"Tepidiformaceae",0.05924,NA,"Tepidiforma thermophila"
"Tepidimicrobiaceae",0.020765,0.00202939646200539,"Tepidimicrobium xylanilyticum"
"Terasakiellaceae",0.06358,0.0192615887195216,"Candidatus Terasakiella magnetica"
"Teratosphaeriaceae",0.319941428571429,0.0140502567338008,"Hortaea werneckii"
"Termopsidae",0.32744,NA,"Zootermopsis nevadensis"
"Testudinidae",0.286833333333333,0.0188813991360104,"Gopherus agassizii"
"Tetrabaenaceae",0.39957,NA,"Tetrabaena socialis"
"Tetranychidae",0.27824,NA,"Tetranychus urticae"
"Tetraodontidae",0.31063,0.039921991433294,"Takifugu rubripes"
"Tetraplosphaeriaceae",0.2747,NA,"Polyplosphaeria fusca"
"Thalassiosiraceae",0.37357,0.0540088159470285,"Thalassiosira pseudonana"
"Thalassobaculaceae",0.0549,0.000254558441227157,"Thalassobaculum fulvum"
"Thalassospiraceae",0.0655533333333333,0.0103230292711652,"Thalassospira sp. HJ"
"Thamnophilidae",0.27669,NA,"Sakesphorus luctuosus"
"Theaceae",0.26941,NA,"Camellia sinensis"
"Theileriidae",0.27985,0.00161220346110533,"Theileria parva"
"Thelaziidae",0.24247,NA,"Thelazia callipaeda"
"Thelebolaceae",0.280671176470588,0.0102726286085603,"Pseudogymnoascus sp. VKM F-4516 (FW-969)"
"Thelephoraceae",0.28538,NA,"Thelephora terrestris"
"Thermaceae",0.03049,0.00686405856618371,"Thermus parvatiensis"
"Thermoactinomycetaceae",0.0485745833333333,0.00729716262855202,"Thermoactinomyces sp. AS95"
"Thermoanaerobacteraceae",0.0295583333333333,0.00743488645956794,"Thermoanaerobacterium sp. RBIITD"
"Thermoanaerobacterales Family III. Incertae Sedis",0.04222,NA,"Syntrophaceticus schinkii"
"Thermoanaerobaculaceae",0.04251,NA,"Thermoanaerobaculum aquaticum"
"Thermoascaceae",0.28765,NA,"Paecilomyces variotii"
"Thermodesulfobacteriaceae",0.0263533333333333,0.00472097800602093,"Caldimicrobium thiodismutans"
"Thermodesulforhabdaceae",0.02944,NA,"Thermodesulforhabdus norvegica"
"Thermofilaceae",0.0202166666666667,0.000548847276875211,"Thermofilum adornatum"
"Thermoflexaceae",0.05508,NA,"Candidatus Thermoflexus japonica"
"Thermoflexibacteraceae",0.04558,NA,"Thermoflexibacter ruber"
"Thermogemmatisporaceae",0.09699,NA,"Thermogemmatispora tikiterensis"
"Thermoguttaceae",0.12721,NA,"Thermogutta terrifontis"
"Thermohalobacteraceae",0.0232233333333333,0.00501952520995097,"Caldisalinibacter kiritimatiensis"
"Thermoleophilaceae",0.09396,NA,"Thermoleophilum album"
"Thermomonosporaceae",0.0930528125,0.00852539668337321,"Actinomadura madurae"
"Thermonemataceae",0.03714,NA,"Thermonema lapsum"
"Thermoproteaceae",0.02027,0.00687307791313324,"Vulcanisaeta sp. SCGC AB-777_J10"
"Thermosediminibacteraceae",0.02115,0.00509116882454314,"Fervidicola ferrireducens"
"Thermosporotrichaceae",0.07152,NA,"Thermosporothrix hazakensis"
"Thermotaleaceae",0.027826,0.00220134731471433,"Thermotalea metallivorans"
"Thermotomaculaceae",0.02867,NA,"Thermotomaculum hydrothermale"
"Thinocoridae",0.26969,NA,"Thinocorus orbignyianus"
"Thioalkalibacteraceae",0.05802,NA,"Guyparkeria sp. XI15"
"Thiobacillaceae",0.0512625,0.00353356642312928,"Thiobacillus denitrificans"
"Thiohalobacteraceae",0.05757,NA,"Thiohalobacter thiocyanaticus"
"Thiohalomonadaceae",0.05771,NA,"Thiohalomonas denitrificans"
"Thiohalophilaceae",0.05465,NA,"Thiohalophilus thiocyanatoxydans"
"Thiohalorhabdaceae",0.07001,NA,"Thiohalorhabdus denitrificans"
"Thiotrichaceae",0.0685478571428571,0.0318581406523384,"Beggiatoa sp. SS"
"Thiovibrionaceae",0.04575,NA,"Thiovibrio frasassiensis"
"Thraupidae",0.3010625,0.0393142191198045,"Geospiza fortis"
"Thraustochytriaceae",0.2574,NA,"Hondaea fermentalgiana"
"Threskiornithidae",0.26642,0.00899439825669289,"Nipponia nippon"
"Thripidae",0.382575,0.0135269527240986,"Frankliniella occidentalis"
"Thyridiaceae",0.2777,NA,"Thyridium curvatum"
"Tichowtungiaceae",0.04179,NA,"Tichowtungia aerotolerans"
"Tilletiaceae",0.436976666666667,0.00785697354795938,"Tilletia indica"
"Timaliidae",0.27908375,0.0155652698911941,"Illadopsis cleaveri"
"Tinamidae",0.269702857142857,0.0101307596198997,"Tinamus guttatus"
"Tindalliaceae",0.03482,NA,"Tindallia californiensis"
"Tissierellaceae",0.0240233333333333,0.00366680151267196,"Tissierella sp. P1"
"Todidae",0.28336,NA,"Todus mexicanus"
"Tolypothrichaceae",0.07675,NA,"Tolypothrix sp. NIES-4075"
"Torulaceae",0.27369,NA,"Dendryphion nanum"
"Toxocaridae",0.29605,NA,"Toxocara canis"
"Treboniaceae",0.09298,NA,"Trebonia kvetii"
"Trematosphaeriaceae",0.28403,NA,"Trematosphaeria pertusa"
"Tremellaceae",0.39759,NA,"Tremella mesenterica"
"Treponemataceae",0.05014,0.00531092527463221,"Treponema sp. JC4"
"Tribonemataceae",0.30665,NA,"Tribonema minus"
"Trichinellidae",0.259688333333333,0.0081496489978329,"Trichinella nelsoni"
"Trichocoleusaceae",0.07871,0.000282842712474617,"Trichocoleus sp. FACHB-832"
"Trichocomaceae",0.2468625,0.0140507138015594,"Talaromyces islandicus"
"Trichogrammatidae",0.37099,NA,"Trichogramma brassicae"
"Trichomeriaceae",0.22893,NA,"Knufia peltigerae"
"Trichomonascaceae",0.248323333333333,0.0498464345097353,"Sugiyamaella lignohabitans"
"Trichoplacidae",0.20346,0.03153696244092,"Trichoplax adhaerens"
"Trichosporonaceae",0.29203,0.0567357065700252,"Cutaneotrichosporon oleaginosum"
"Trichostrongylidae",0.251465,0.00511238202797873,"Teladorsagia circumcincta"
"Trichuridae",0.22691,NA,"Trichuris suis"
"Tricladiaceae",0.25996,NA,"Cudoniella acicularis"
"Trimorphomycetaceae",0.344875,0.00798323555959614,"Saitozyma podzolica"
"Trionychidae",0.2899,NA,"Pelodiscus sinensis"
"Triparmaceae",0.26382,0.00814302155222494,"Triparma columacea"
"Tritrichomonadidae",0.21006,NA,"Tritrichomonas foetus"
"Trochilidae",0.2681,0.00308298556597337,"Calypte anna"
"Trochodendraceae",0.26419,NA,"Tetracentron sinense"
"Troglotrematidae",0.354113333333333,0.0138518025301162,"Paragonimus westermani"
"Trogonidae",0.270195,0.0104298250225016,"Apaloderma vittatum"
"Trombiculidae",0.19123,NA,"Leptotrombidium deliense"
"Trombidiidae",0.21102,NA,"Dinothrombium tinctorium"
"Trueperaceae",0.02759,NA,"Truepera sp."
"Trypanosomatidae",0.311913636363636,0.0605366226796189,"Leishmania major"
"Trypetheliaceae",0.29272,NA,"Viridothelium virens"
"Tuberaceae",0.31709,0.0155280649148566,"Tuber borchii"
"Tubulinosematidae",0.19064,NA,"Tubulinosema ratisbonensis"
"Tulasnellaceae",0.31114,NA,"Tulasnella sp. JGI-2019a"
"Tupaiidae",0.34177,NA,"Tupaia chinensis"
"Turdidae",0.27937,0.00428210228742845,"Catharus fuscescens"
"Turicibacteraceae",0.032555,0.000572756492761107,"Turicibacter sp. HGF1"
"Turnicidae",0.2743,NA,"Turnix velox"
"Tyrannidae",0.276698571428571,0.00235641980252125,"Pachyramphus minor"
"Tytonidae",0.25917,NA,"Tyto alba"
"Umbelopsidaceae",0.255115,0.00170412734265956,"Umbelopsis vinacea"
"Upupidae",0.27873,NA,"Upupa epops"
"Ursidae",0.335083333333333,0.0293167551637853,"Ailuropoda melanoleuca"
"Usitatibacteraceae",0.05868,0.003153696244092,"Usitatibacter rugosus"
"Ustilaginaceae",0.4279175,0.0230610644087966,"Moesziomyces antarcticus"
"Vahlkampfiidae",0.267293333333333,0.0374102129549316,"Naegleria gruberi"
"Vallicoccaceae",0.11142,NA,"Vallicoccus soli"
"Vallitaleaceae",0.02983,0.0038117799866554,"Petrocella atlantisensis"
"Valsaceae",0.299216666666667,0.00259106799087429,"Valsa malicola"
"Varanidae",0.27394,NA,"Varanus komodoensis"
"Varroidae",0.36482,NA,"Varroa destructor"
"Veillonellaceae",0.0391023076923077,0.00733064930485487,"Megasphaera sp. UPII 135-E"
"Ventosimonadaceae",0.04419,NA,"Ventosimonas gracilis"
"Venturiaceae",0.313376666666667,0.00933465764414172,"Venturia nashicola"
"Verrucariaceae",0.33496,NA,"Endocarpon pusillum"
"Verrucomicrobiaceae",0.080131052631579,0.0121610849729495,"Verrucomicrobiaceae bacterium SCGC AG-212-N21"
"Vespertilionidae",0.344448333333333,0.0217168841380772,"Myotis lucifugus"
"Vespidae",0.38885,0.00709600591882504,"Vespula pensylvanica"
"Vibrionaceae",0.0468045238095238,0.0133990049143413,"Vibrio nigripulchritudo"
"Vicinamibacteraceae",0.0740166666666667,0.00458896865682621,"Luteitalea pratensis"
"Vicingaceae",0.04136,NA,"Vicingus serpentipes"
"Victivallaceae",0.04315,NA,"Victivallis vadensis"
"Vireonidae",0.27289,NA,"Vireo altiloquus"
"Vitaceae",0.235023333333333,0.0078052631815547,"Vitis vinifera"
"Volvocaceae",0.475695,0.0581047206917533,"Gonium pectorale"
"Vombatidae",0.30881,NA,"Vombatus ursinus"
"Vulgatibacteraceae",0.0947,NA,"Vulgatibacter incomptus"
"Wallemiaceae",0.270356666666667,0.0140501186234613,"Wallemia hederae"
"Weeksellaceae",0.0471205714285714,0.00302567925563553,"Chryseobacterium sp. FH1"
"Wenzhouxiangellaceae",0.057815,0.00266458814828859,"Wenzhouxiangella marina"
"Wickerhamomycetaceae",0.28454,0.0341108311244391,"Wickerhamomyces mucosus"
"Williamwhitmaniaceae",0.04349,NA,"Williamwhitmania taraxaci"
"Woeseiaceae",0.05099,NA,"Woeseia oceani"
"Xanthobacteraceae",0.0666546666666667,0.00508299246320043,"Pseudolabrys sp. Root1462"
"Xenococcaceae",0.06428,NA,"Xenococcus sp. PCC 7305"
"Xenocyprididae",0.3427,NA,"Anabarilius grahami"
"Xylariaceae",0.264683333333333,0.0108269306207561,"Rosellinia necatrix"
"Yeguiaceae",0.04756,NA,"Yeguia hominis"
"Yersiniaceae",0.0489066666666667,0.0116073241963857,"Yersinia pestis"
"Zavarziniaceae",0.05713,0.00154149278298667,"Zavarzinia aquatilis"
"Zingiberaceae",0.28128,NA,"Zingiber officinale"
"Zoogloeaceae",0.0555594736842105,0.00509201932623134,"Thauera aminoaromatica"
"Zooshikellaceae",0.061705,0.00197282791951047,"Zooshikella ganghwensis"
"Zosteraceae",0.26968,NA,"Zostera marina"
"Zosteropidae",0.2903925,0.0312755179813221,"Zosterops hypoxanthus"
"Zymomonadaceae",0.07364,NA,"Zymomonas sp."
"empty",0.082620088365243,0.0723603060933775,"Candidatus Vesicomyosocius okutanii"
