From	Entry	Gene Ontology (molecular function)
Q02046	Q02046	methylenetetrahydrofolate dehydrogenase (NAD+) activity [GO:0004487]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]
Q02100	Q02100	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; mitogen-activated protein kinase binding [GO:0051019]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription corepressor activity [GO:0003714]
Q02159	Q02159	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
Q02196	Q02196	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]
Q02197	Q02197	
Q02199	Q02199	identical protein binding [GO:0042802]; molecular condensate scaffold activity [GO:0140693]; nuclear localization sequence binding [GO:0008139]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]
Q02201	Q02201	lipid binding [GO:0008289]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; phospholipid transporter activity [GO:0005548]; sterol binding [GO:0032934]; sterol transfer activity [GO:0120015]
Q02202	Q02202	
Q02203	Q02203	
Q02204	Q02204	structural constituent of ribosome [GO:0003735]
Q02205	Q02205	
Q02206	Q02206	chromatin binding [GO:0003682]; histone H4 reader activity [GO:0140008]; lysine-acetylated histone binding [GO:0070577]
Q02207	Q02207	(3R)-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; enoyl-CoA hydratase activity [GO:0004300]; isomerase activity [GO:0016853]
Q02208	Q02208	phosphatase activator activity [GO:0019211]; rDNA binding [GO:0000182]
Q02209	Q02209	tDNA binding [GO:0071443]
Q02256	Q02256	histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; preribosome binding [GO:1990275]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]
Q02260	Q02260	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
Q02326	Q02326	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q02336	Q02336	chromatin binding [GO:0003682]; phosphatidylserine binding [GO:0001786]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]
Q02354	Q02354	identical protein binding [GO:0042802]; snoRNA binding [GO:0030515]; U3 snoRNA binding [GO:0034511]
Q02455	Q02455	mRNA binding [GO:0003729]; promoter-terminator loop anchoring activity [GO:0140586]; ribonucleoprotein complex binding [GO:0043021]; structural constituent of nuclear pore [GO:0017056]
Q02457	Q02457	chromatin insulator sequence binding [GO:0043035]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded telomeric DNA binding [GO:0003691]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; telomeric DNA binding [GO:0042162]
Q02486	Q02486	DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]
Q02516	Q02516	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]
Q02521	Q02521	ATPase activator activity [GO:0001671]; nucleic acid binding [GO:0003676]
Q02554	Q02554	RNA binding [GO:0003723]
Q02555	Q02555	double-stranded RNA binding [GO:0003725]; ribonuclease III activity [GO:0004525]
Q02574	Q02574	DNA binding [GO:0003677]
Q02598	Q02598	
Q02606	Q02606	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]
Q02608	Q02608	structural constituent of ribosome [GO:0003735]
Q02629	Q02629	molecular condensate scaffold activity [GO:0140693]; nuclear localization sequence binding [GO:0008139]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]
Q02630	Q02630	ATPase binding [GO:0051117]; identical protein binding [GO:0042802]; nuclear localization sequence binding [GO:0008139]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]
Q02642	Q02642	unfolded protein binding [GO:0051082]
Q02647	Q02647	dynein intermediate chain binding [GO:0045505]
Q02648	Q02648	tRNA (uridine) methyltransferase activity [GO:0016300]; tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity [GO:0141101]
Q02651	Q02651	
Q02685	Q02685	enzyme activator activity [GO:0008047]; four-way junction DNA binding [GO:0000400]; single-stranded DNA binding [GO:0003697]
Q02710	Q02710	sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q02721	Q02721	
Q02724	Q02724	cysteine-type peptidase activity [GO:0008234]; deSUMOylase activity [GO:0016929]
Q02725	Q02725	calmodulin binding [GO:0005516]; inositol hexakisphosphate binding [GO:0000822]
Q02732	Q02732	
Q02733	Q02733	dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; microtubule binding [GO:0008017]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]
Q02749	Q02749	
Q02753	Q02753	structural constituent of ribosome [GO:0003735]
Q02754	Q02754	
Q02767	Q02767	protein-containing complex binding [GO:0044877]
Q02770	Q02770	RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]
Q02771	Q02771	
Q02772	Q02772	
Q02773	Q02773	mRNA binding [GO:0003729]; ribonuclease P activity [GO:0004526]
Q02774	Q02774	unfolded protein binding [GO:0051082]
Q02775	Q02775	pre-mRNA 3'-splice site binding [GO:0030628]; zinc ion binding [GO:0008270]
Q02776	Q02776	identical protein binding [GO:0042802]; mitochondrion targeting sequence binding [GO:0030943]
Q02781	Q02781	
Q02783	Q02783	magnesium ion transmembrane transporter activity [GO:0015095]
Q02784	Q02784	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; metal ion binding [GO:0046872]
Q02785	Q02785	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; organic acid transmembrane transporter activity [GO:0005342]
Q02786	Q02786	
Q02792	Q02792	5'-3' RNA exonuclease activity [GO:0004534]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]
Q02793	Q02793	
Q02794	Q02794	protein kinase activator activity [GO:0030295]
Q02795	Q02795	structural molecule activity [GO:0005198]
Q02796	Q02796	molecular condensate scaffold activity [GO:0140693]
Q02799	Q02799	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q02803	Q02803	ornithine decarboxylase inhibitor activity [GO:0008073]
Q02804	Q02804	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q02805	Q02805	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]
Q02820	Q02820	
Q02821	Q02821	disordered domain specific binding [GO:0097718]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; protein-containing complex binding [GO:0044877]
Q02825	Q02825	
Q02826	Q02826	
Q02831	Q02831	
Q02863	Q02863	cysteine-type deubiquitinase activity [GO:0004843]
Q02864	Q02864	
Q02866	Q02866	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]
Q02872	Q02872	
Q02873	Q02873	
Q02875	Q02875	
Q02883	Q02883	N-acylphosphatidylethanolamine-specific phospholipase D activity [GO:0070290]; zinc ion binding [GO:0008270]
Q02884	Q02884	identical protein binding [GO:0042802]
Q02887	Q02887	phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; protein-macromolecule adaptor activity [GO:0030674]
Q02888	Q02888	
Q02889	Q02889	
Q02890	Q02890	metal ion binding [GO:0046872]; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity [GO:0000224]
Q02891	Q02891	acetylesterase activity [GO:0008126]; alcohol O-acetyltransferase activity [GO:0004026]; monoacylglycerol lipase activity [GO:0047372]; short-chain carboxylesterase activity [GO:0034338]
Q02892	Q02892	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]
Q02895	Q02895	aryl-alcohol dehydrogenase (NADP+) activity [GO:0047681]
Q02896	Q02896	N-acylsphingosine amidohydrolase activity [GO:0017040]
Q02908	Q02908	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; tRNA binding [GO:0000049]; tRNA uridine(34) acetyltransferase activity [GO:0106261]
Q02931	Q02931	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; U3 snoRNA binding [GO:0034511]
Q02932	Q02932	nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; small GTPase binding [GO:0031267]
Q02933	Q02933	ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]
Q02939	Q02939	ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]
Q02948	Q02948	phosphatidylinositol 3-kinase binding [GO:0043548]; protein-macromolecule adaptor activity [GO:0030674]
Q02950	Q02950	structural constituent of ribosome [GO:0003735]
Q02959	Q02959	histone deacetylase activity [GO:0004407]; histone H3K14 deacetylase activity, hydrolytic mechanism [GO:0031078]; histone H3K4 deacetylase activity, hydrolytic mechanism [GO:1990162]; histone H3K9 deacetylase activity, hydrolytic mechanism [GO:0032129]; histone H4K12 deacetylase activity, hydrolytic mechanism [GO:0140937]; histone H4K16 deacetylase activity, hydrolytic mechanism [GO:0034739]; histone H4K5 deacetylase activity, hydrolytic mechanism [GO:0180032]; histone H4K8 deacetylase activity, hydrolytic mechanism [GO:0180033]
Q02961	Q02961	glyoxylate reductase (NADPH) activity [GO:0030267]; hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q02969	Q02969	
Q02979	Q02979	glycerophosphocholine phosphodiesterase activity [GO:0047389]; glycerophosphoinositol glycerophosphodiesterase activity [GO:0047395]
Q02981	Q02981	
Q02983	Q02983	rDNA binding [GO:0000182]; RNA polymerase I general transcription initiation factor activity [GO:0001181]
Q03002	Q03002	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03010	Q03010	histone binding [GO:0042393]; transcription corepressor activity [GO:0003714]
Q03012	Q03012	chromatin binding [GO:0003682]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]
Q03016	Q03016	protein phosphatase 1 binding [GO:0008157]; protein phosphatase regulator activity [GO:0019888]
Q03018	Q03018	cysteine-type endopeptidase activity [GO:0004197]
Q03020	Q03020	2 iron, 2 sulfur cluster binding [GO:0051537]; ATPase activator activity [GO:0001671]; ferrous iron binding [GO:0008198]; iron ion binding [GO:0005506]; zinc ion binding [GO:0008270]
Q03028	Q03028	ATP:ADP antiporter activity [GO:0005471]; dicarboxylic acid transmembrane transporter activity [GO:0005310]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]
Q03029	Q03029	
Q03034	Q03034	carboxy-lyase activity [GO:0016831]; metal ion binding [GO:0046872]
Q03036	Q03036	
Q03048	Q03048	actin filament binding [GO:0051015]
Q03049	Q03049	aldehyde dehydrogenase (NADP+) activity [GO:0033721]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q03050	Q03050	structural constituent of cell wall [GO:0005199]
Q03063	Q03063	transcription corepressor activity [GO:0003714]
Q03067	Q03067	enzyme activator activity [GO:0008047]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]
Q03071	Q03071	protein-macromolecule adaptor activity [GO:0030674]
Q03079	Q03079	
Q03080	Q03080	
Q03081	Q03081	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
Q03083	Q03083	
Q03085	Q03085	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q03088	Q03088	
Q03096	Q03096	DNA/RNA helicase activity [GO:0033677]; GTPase activity [GO:0003924]; telomeric DNA binding [GO:0042162]
Q03099	Q03099	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]; single-stranded 3'-5' DNA helicase activity [GO:1990518]
Q03102	Q03102	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]
Q03103	Q03103	FAD binding [GO:0071949]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]
Q03104	Q03104	
Q03124	Q03124	DNA binding [GO:0003677]
Q03125	Q03125	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; zinc ion binding [GO:0008270]
Q03144	Q03144	glutaminase activity [GO:0004359]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]
Q03148	Q03148	amine-lyase activity [GO:0016843]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]
Q03151	Q03151	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q03153	Q03153	
Q03161	Q03161	carbohydrate binding [GO:0030246]; glucose-6-phosphate 1-epimerase activity [GO:0047938]
Q03162	Q03162	zinc ion binding [GO:0008270]
Q03175	Q03175	ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyl diphosphate specific] activity [GO:0045547]; prenyltransferase activity [GO:0004659]
Q03177	Q03177	
Q03178	Q03178	structural constituent of cell wall [GO:0005199]
Q03180	Q03180	structural constituent of cell wall [GO:0005199]
Q03193	Q03193	
Q03195	Q03195	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]
Q03201	Q03201	structural constituent of ribosome [GO:0003735]
Q03205	Q03205	
Q03207	Q03207	
Q03208	Q03208	
Q03210	Q03210	poly(A)-specific ribonuclease activity [GO:0004535]
Q03212	Q03212	ubiquitin-like ligase-substrate adaptor activity [GO:1990756]
Q03213	Q03213	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II general transcription initiation factor activity [GO:0016251]
Q03214	Q03214	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
Q03218	Q03218	monoatomic cation transmembrane transporter activity [GO:0008324]
Q03219	Q03219	FAD diphosphatase activity [GO:0047884]
Q03220	Q03220	mRNA 5'-triphosphate monophosphatase activity [GO:0140818]; polynucleotide 5'-phosphatase activity [GO:0004651]
Q03231	Q03231	
Q03233	Q03233	
Q03236	Q03236	
Q03246	Q03246	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q03254	Q03254	calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]
Q03262	Q03262	magnesium ion binding [GO:0000287]; phosphopentomutase activity [GO:0008973]
Q03263	Q03263	borate efflux transmembrane transporter activity [GO:0080139]
Q03264	Q03264	poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]
Q03266	Q03266	4-amino-4-deoxychorismate lyase activity [GO:0008696]
Q03281	Q03281	chromatin binding [GO:0003682]
Q03289	Q03289	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q03290	Q03290	cyclin-dependent protein serine/threonine kinase activator activity [GO:0061575]; zinc ion binding [GO:0008270]
Q03305	Q03305	protein arginine N5-methyltransferase activity [GO:0019702]
Q03306	Q03306	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03308	Q03308	actin binding [GO:0003779]
Q03322	Q03322	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q03323	Q03323	
Q03327	Q03327	
Q03330	Q03330	histone acetyltransferase activity [GO:0004402]; histone crotonyltransferase activity [GO:0140068]; histone H2AK5 acetyltransferase activity [GO:0043999]; histone H2AK9 acetyltransferase activity [GO:0044012]; histone H2BK12 acetyltransferase activity [GO:0044015]; histone H2BK5 acetyltransferase activity [GO:0044014]; histone H3 acetyltransferase activity [GO:0010484]; histone H3K122 acetyltransferase activity [GO:0140908]; histone H3K14 acetyltransferase activity [GO:0036408]; histone H3K18 acetyltransferase activity [GO:0043993]; histone H3K23 acetyltransferase activity [GO:0043994]; histone H3K27 acetyltransferase activity [GO:0044017]; histone H3K36 acetyltransferase activity [GO:0044018]; histone H3K4 acetyltransferase activity [GO:0044016]; histone H3K56 acetyltransferase activity [GO:0032931]; histone H3K9 acetyltransferase activity [GO:0043992]; histone H4K12 acetyltransferase activity [GO:0043997]; histone H4K16 acetyltransferase activity [GO:0046972]; histone H4K5 acetyltransferase activity [GO:0043995]; histone H4K8 acetyltransferase activity [GO:0043996]; histone reader activity [GO:0140566]; lysine-acetylated histone binding [GO:0070577]; peptide-lysine-N-acetyltransferase activity [GO:0061733]; transcription coregulator activity [GO:0003712]
Q03337	Q03337	
Q03338	Q03338	
Q03361	Q03361	RNA binding [GO:0003723]
Q03362	Q03362	
Q03370	Q03370	
Q03373	Q03373	transcription corepressor activity [GO:0003714]
Q03375	Q03375	
Q03388	Q03388	histone binding [GO:0042393]
Q03390	Q03390	
Q03406	Q03406	
Q03407	Q03407	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03419	Q03419	signaling receptor activity [GO:0038023]
Q03429	Q03429	protein folding chaperone [GO:0044183]
Q03430	Q03430	structural constituent of ribosome [GO:0003735]
Q03433	Q03433	nucleosome binding [GO:0031491]; zinc ion binding [GO:0008270]
Q03434	Q03434	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q03435	Q03435	DNA end binding [GO:0045027]; heteroduplex DNA loop binding [GO:0000404]
Q03441	Q03441	
Q03446	Q03446	protein-macromolecule adaptor activity [GO:0030674]
Q03455	Q03455	zinc ion transmembrane transporter activity [GO:0005385]
Q03465	Q03465	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
Q03466	Q03466	telomerase RNA binding [GO:0070034]; telomeric DNA binding [GO:0042162]
Q03480	Q03480	
Q03482	Q03482	
Q03483	Q03483	RNA binding [GO:0003723]
Q03494	Q03494	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q03496	Q03496	
Q03497	Q03497	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; MAP kinase kinase kinase kinase activity [GO:0008349]; mRNA binding [GO:0003729]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03503	Q03503	peptide alpha-N-acetyltransferase activity [GO:0004596]; peptide-methionine-alpha-N-acetyltransferase activity [GO:0120518]
Q03508	Q03508	histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]
Q03516	Q03516	calcium-activated cation channel activity [GO:0005227]
Q03525	Q03525	
Q03529	Q03529	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase activity [GO:0120521]; dihydroceramide fatty acyl 2-hydroxylase activity [GO:0102771]; fatty acid 2-hydroxylase activity [GO:0080132]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; sphingosine hydroxylase activity [GO:0000170]; zinc ion binding [GO:0008270]
Q03530	Q03530	metalloendopeptidase activity [GO:0004222]
Q03532	Q03532	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
Q03533	Q03533	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03554	Q03554	
Q03557	Q03557	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]
Q03558	Q03558	FMN binding [GO:0010181]; NADPH dehydrogenase activity [GO:0003959]
Q03559	Q03559	
Q03579	Q03579	
Q03612	Q03612	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q03619	Q03619	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q03629	Q03629	
Q03630	Q03630	
