UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
Q12242, 153, 310, 0.3641, 6.1e-05, 78, nan, nucleus; cytoplasm, 3.454, , 5.0, 2.0, 5.0, 7.0, 1.0, 6.0, 2.0, 1.0, 8.0, 9.0, 0, 3.0, 6.0, 1.0, 6.0, 8.0, 3.0, 2.0, 0, 5.0
Q12242, 313, 437, 0.3641, 6.1e-05, 78, nan, nucleus; cytoplasm, 3.085, , 3.0, 0, 3.0, 20.0, 1.0, 3.0, 3.0, 4.0, 6.0, 5.0, 1.0, 4.0, 6.0, 5.0, 5.0, 5.0, 3.0, 5.0, 0, 2.0
Q12242, 439, 525, 0.3641, 6.1e-05, 78, nan, nucleus; cytoplasm, 3.234, , 7.0, 1.0, 4.0, 7.0, 0, 2.0, 3.0, 2.0, 4.0, 4.0, 1.0, 5.0, 1.0, 4.0, 2.0, 6.0, 5.0, 0, 1.0, 2.0
Q12242, 534, 635, 0.3641, 6.1e-05, 78, nan, nucleus; cytoplasm, 3.394, , 5.0, 2.0, 2.0, 8.0, 3.0, 5.0, 1.0, 0, 9.0, 4.0, 1.0, 4.0, 5.0, 3.0, 1.0, 7.0, 5.0, 2.0, 0, 3.0
Q12244, 105, 189, 0.1967, 0.005346, 18, nan, nucleus, 4.24, , 4.0, 1.0, 3.0, 5.0, 5.0, 2.0, 3.0, 6.0, 5.0, 7.0, 1.0, 7.0, 1.0, 1.0, 4.0, 4.0, 6.0, 4.0, 0, 1.0
Q12244, 191, 570, 0.1967, 0.005346, 18, nan, nucleus, 3.229, , 4.0, 0, 12.0, 20.0, 6.0, 9.0, 4.0, 4.0, 10.0, 13.0, 3.0, 15.0, 6.0, 5.0, 5.0, 15.0, 3.0, 3.0, 0, 6.0
Q12244, 572, 836, 0.1967, 0.005346, 18, nan, nucleus, 3.665, , 10.0, 0, 14.0, 12.0, 8.0, 10.0, 2.0, 6.0, 13.0, 14.0, 5.0, 8.0, 2.0, 4.0, 10.0, 12.0, 7.0, 3.0, 1.0, 6.0
Q12245, 4, 146, 0.4352, 0.018892, 90, False, cytoplasm, 3.292, , 3.0, 0, 9.0, 5.0, 1.0, 6.0, 1.0, 3.0, 7.0, 6.0, 1.0, 4.0, 2.0, 0, 7.0, 12.0, 4.0, 2.0, 0, 0
Q12247, 5, 145, 0.1927, 0.001137, 18, nan, nucleus; nucleolus, 2.644, , 5.0, 0, 6.0, 17.0, 2.0, 4.0, 0, 8.0, 31.0, 6.0, 2.0, 4.0, 3.0, 10.0, 17.0, 3.0, 7.0, 5.0, 0, 2.0
Q12250, 14, 356, 0.3586, 0.000628, 66, True, , 2.509, , 5.0, 0, 13.0, 26.0, 0, 7.0, 4.0, 4.0, 25.0, 9.0, 1.0, 12.0, 5.0, 12.0, 3.0, 14.0, 3.0, 3.0, 0, 3.0
Q12250, 360, 444, 0.3586, 0.000628, 66, True, , 3.666, , 2.0, 0, 3.0, 9.0, 1.0, 3.0, 4.0, 7.0, 5.0, 9.0, 1.0, 6.0, 2.0, 4.0, 2.0, 5.0, 5.0, 0, 1.0, 1.0
Q12257, 14, 166, 0.2083, 0.004204, 30, nan, , 2.728, , 3.0, 2.0, 2.0, 6.0, 0, 9.0, 2.0, 2.0, 14.0, 2.0, 0, 12.0, 3.0, 10.0, 5.0, 9.0, 3.0, 5.0, 0, 1.0
Q12259, 28, 183, 0.1619, 0.006534, 6, nan, nucleus, 2.995, , 3.0, 1.0, 5.0, 10.0, 4.0, 7.0, 2.0, 3.0, 10.0, 4.0, 0, 5.0, 7.0, 4.0, 5.0, 8.0, 1.0, 1.0, 0, 3.0
Q12259, 185, 224, 0.1619, 0.006534, 6, nan, nucleus, 2.91, , 2.0, 0, 0, 5.0, 0, 2.0, 0, 0, 3.0, 3.0, 0, 1.0, 0, 1.0, 5.0, 4.0, 0, 1.0, 0, 2.0
Q12259, 226, 258, 0.1619, 0.006534, 6, nan, nucleus, 4.577, , 1.0, 2.0, 1.0, 2.0, 0, 1.0, 1.0, 3.0, 2.0, 4.0, 0, 1.0, 1.0, 1.0, 1.0, 3.0, 4.0, 2.0, 0, 1.0
Q12259, 305, 481, 0.1619, 0.006534, 6, nan, nucleus, 3.079, , 1.0, 3.0, 6.0, 5.0, 1.0, 5.0, 4.0, 5.0, 15.0, 3.0, 2.0, 9.0, 2.0, 4.0, 6.0, 10.0, 3.0, 5.0, 0, 3.0
Q12262, 2, 97, 0.2536, 0.004222, 42, nan, chromosome; centromere; kinetochore; nucleus, 3.571, , 2.0, 0, 2.0, 11.0, 0, 0, 4.0, 5.0, 5.0, 13.0, 0, 7.0, 1.0, 7.0, 6.0, 5.0, 4.0, 4.0, 0, 2.0
Q12262, 99, 172, 0.2536, 0.004222, 42, nan, chromosome; centromere; kinetochore; nucleus, 3.98, , 4.0, 0, 4.0, 9.0, 1.0, 3.0, 2.0, 6.0, 6.0, 10.0, 2.0, 1.0, 4.0, 6.0, 2.0, 9.0, 3.0, 2.0, 0, 0
Q12263, 16, 373, 0.1175, 0.000572, 6, nan, bud neck; cytoplasm, 2.994, , 3.0, 0, 10.0, 21.0, 1.0, 26.0, 3.0, 6.0, 12.0, 6.0, 1.0, 8.0, 9.0, 7.0, 11.0, 14.0, 14.0, 4.0, 1.0, 2.0
Q12263, 522, 628, 0.1175, 0.000572, 6, nan, bud neck; cytoplasm, 2.721, , 5.0, 0, 7.0, 25.0, 2.0, 0, 1.0, 6.0, 17.0, 10.0, 0, 1.0, 0, 5.0, 12.0, 4.0, 3.0, 1.0, 1.0, 2.0
Q12263, 696, 731, 0.1175, 0.000572, 6, nan, bud neck; cytoplasm, 3.181, , 0, 0, 1.0, 5.0, 1.0, 1.0, 0, 1.0, 6.0, 5.0, 1.0, 2.0, 0, 0, 3.0, 3.0, 2.0, 0, 0, 0
Q12263, 1042, 1137, 0.1175, 0.000572, 6, nan, bud neck; cytoplasm, 2.624, , 0, 0, 1.0, 4.0, 2.0, 7.0, 1.0, 2.0, 12.0, 1.0, 1.0, 7.0, 2.0, 2.0, 3.0, 5.0, 1.0, 1.0, 0, 2.0
Q12265, 4, 100, 0.3742, 1.2e-05, 78, True, cytoplasm, 2.944, , 3.0, 1.0, 4.0, 6.0, 1.0, 6.0, 2.0, 1.0, 4.0, 3.0, 1.0, 5.0, 4.0, 2.0, 4.0, 7.0, 1.0, 0, 0, 2.0
Q12265, 222, 258, 0.3742, 1.2e-05, 78, True, cytoplasm, 4.319, , 3.0, 0, 5.0, 0, 1.0, 3.0, 3.0, 2.0, 0, 4.0, 1.0, 1.0, 2.0, 1.0, 0, 0, 1.0, 0, 0, 0
Q12265, 260, 311, 0.3742, 1.2e-05, 78, True, cytoplasm, 3.549, , 6.0, 1.0, 4.0, 2.0, 0, 2.0, 2.0, 3.0, 3.0, 1.0, 0, 1.0, 3.0, 2.0, 4.0, 2.0, 0, 2.0, 0, 1.0
Q12265, 380, 494, 0.3742, 1.2e-05, 78, True, cytoplasm, 3.715, , 1.0, 1.0, 11.0, 3.0, 1.0, 9.0, 2.0, 6.0, 4.0, 2.0, 2.0, 3.0, 1.0, 3.0, 3.0, 5.0, 7.0, 5.0, 0, 2.0
Q12267, 142, 338, 0.2088, 0.000113, 30, False, cytoplasm; nucleus; chromosome, 3.121, , 4.0, 0, 5.0, 11.0, 2.0, 12.0, 2.0, 5.0, 12.0, 4.0, 0, 8.0, 6.0, 7.0, 5.0, 17.0, 2.0, 4.0, 0, 1.0
Q12267, 664, 822, 0.2088, 0.000113, 30, False, cytoplasm; nucleus; chromosome, 2.454, , 1.0, 0, 9.0, 2.0, 0, 10.0, 1.0, 3.0, 12.0, 1.0, 1.0, 9.0, 4.0, 6.0, 8.0, 8.0, 4.0, 2.0, 0, 2.0
Q12267, 1123, 1251, 0.2088, 0.000113, 30, False, cytoplasm; nucleus; chromosome, 3.215, , 3.0, 2.0, 15.0, 21.0, 1.0, 3.0, 2.0, 5.0, 8.0, 10.0, 3.0, 9.0, 2.0, 4.0, 9.0, 9.0, 3.0, 8.0, 0, 5.0
Q12267, 1267, 1416, 0.2088, 0.000113, 30, False, cytoplasm; nucleus; chromosome, 3.752, , 4.0, 0, 5.0, 6.0, 2.0, 7.0, 0, 6.0, 9.0, 5.0, 4.0, 8.0, 3.0, 4.0, 5.0, 6.0, 6.0, 6.0, 1.0, 2.0
Q12271, 3, 530, 0.3058, 1e-06, 54, True, cytoplasm, 2.994, , 7.0, 0, 15.0, 21.0, 6.0, 24.0, 7.0, 5.0, 25.0, 9.0, 2.0, 15.0, 8.0, 10.0, 5.0, 24.0, 10.0, 4.0, 0, 5.0
Q12271, 556, 863, 0.3058, 1e-06, 54, True, cytoplasm, 3.059, , 5.0, 0, 9.0, 11.0, 2.0, 19.0, 2.0, 1.0, 13.0, 6.0, 2.0, 8.0, 4.0, 3.0, 5.0, 12.0, 10.0, 2.0, 0, 2.0
Q12272, 10, 86, 0.1759, 2.5e-05, 18, nan, , 2.462, , 1.0, 0, 5.0, 3.0, 0, 2.0, 3.0, 0, 8.0, 1.0, 0, 2.0, 0, 2.0, 2.0, 2.0, 5.0, 3.0, 0, 0
Q12272, 103, 229, 0.1759, 2.5e-05, 18, nan, , 2.552, , 2.0, 0, 2.0, 8.0, 0, 6.0, 3.0, 2.0, 5.0, 2.0, 1.0, 6.0, 3.0, 5.0, 5.0, 9.0, 2.0, 0, 0, 0
Q12273, 179, 356, 0.0926, 0.018996, 6, nan, nucleus; cytoplasm, 2.911, , 4.0, 0, 5.0, 4.0, 3.0, 8.0, 3.0, 2.0, 8.0, 2.0, 0, 15.0, 2.0, 8.0, 3.0, 8.0, 11.0, 3.0, 0, 2.0
Q12273, 458, 570, 0.0926, 0.018996, 6, nan, nucleus; cytoplasm, 2.86, , 6.0, 0, 5.0, 0, 1.0, 4.0, 3.0, 0, 7.0, 0, 0, 7.0, 4.0, 3.0, 3.0, 8.0, 2.0, 3.0, 0, 2.0
Q12273, 594, 927, 0.0926, 0.018996, 6, nan, nucleus; cytoplasm, 2.653, , 5.0, 1.0, 10.0, 7.0, 1.0, 14.0, 8.0, 5.0, 15.0, 5.0, 0, 14.0, 6.0, 11.0, 14.0, 17.0, 12.0, 1.0, 0, 3.0
Q12273, 1233, 1659, 0.0926, 0.018996, 6, nan, nucleus; cytoplasm, 2.601, , 3.0, 0, 24.0, 21.0, 0, 21.0, 5.0, 10.0, 30.0, 5.0, 1.0, 12.0, 10.0, 9.0, 5.0, 11.0, 11.0, 2.0, 1.0, 8.0
Q12273, 1661, 1751, 0.0926, 0.018996, 6, nan, nucleus; cytoplasm, 3.437, , 1.0, 0, 1.0, 4.0, 3.0, 3.0, 0, 4.0, 11.0, 7.0, 2.0, 8.0, 3.0, 1.0, 4.0, 3.0, 6.0, 0, 0, 4.0
Q12276, 338, 415, 0.1734, 0.000264, 18, nan, cytoplasm, 3.484, , 10.0, 0, 4.0, 6.0, 2.0, 1.0, 1.0, 3.0, 10.0, 4.0, 1.0, 4.0, 3.0, 5.0, 2.0, 10.0, 1.0, 2.0, 0, 4.0
Q12276, 478, 870, 0.1734, 0.000264, 18, nan, cytoplasm, 2.664, , 7.0, 1.0, 18.0, 12.0, 2.0, 9.0, 3.0, 1.0, 21.0, 4.0, 1.0, 8.0, 12.0, 10.0, 9.0, 11.0, 12.0, 6.0, 0, 5.0
Q12276, 874, 997, 0.1734, 0.000264, 18, nan, cytoplasm, 3.164, , 2.0, 1.0, 7.0, 9.0, 1.0, 2.0, 1.0, 4.0, 13.0, 7.0, 4.0, 7.0, 1.0, 3.0, 4.0, 8.0, 1.0, 2.0, 0, 1.0
Q12276, 1161, 1244, 0.1734, 0.000264, 18, nan, cytoplasm, 3.251, , 2.0, 0, 9.0, 7.0, 0, 3.0, 1.0, 2.0, 8.0, 9.0, 0, 5.0, 3.0, 4.0, 4.0, 10.0, 3.0, 4.0, 0, 1.0
Q12277, 6, 264, 0.303, 0.022759, 54, False, nucleus; nucleolus; cytoplasm, 3.081, , 6.0, 0, 15.0, 11.0, 2.0, 8.0, 4.0, 4.0, 14.0, 5.0, 1.0, 6.0, 5.0, 5.0, 3.0, 14.0, 4.0, 5.0, 0, 3.0
Q12280, 100, 248, 0.2625, 0.00215, 54, nan, bud neck, 2.724, , 7.0, 0, 4.0, 9.0, 1.0, 7.0, 1.0, 0, 9.0, 1.0, 0, 3.0, 4.0, 4.0, 2.0, 5.0, 3.0, 1.0, 1.0, 0
Q12280, 481, 652, 0.2625, 0.00215, 54, nan, bud neck, 4.302, , 9.0, 6.0, 5.0, 8.0, 5.0, 5.0, 4.0, 15.0, 16.0, 18.0, 3.0, 8.0, 1.0, 6.0, 13.0, 19.0, 8.0, 10.0, 0, 7.0
Q12280, 654, 691, 0.2625, 0.00215, 54, nan, bud neck, 4.305, , 1.0, 0, 4.0, 3.0, 0, 2.0, 1.0, 2.0, 0, 7.0, 0, 4.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4.0, 0, 2.0
Q12280, 734, 779, 0.2625, 0.00215, 54, nan, bud neck, 4.33, , 2.0, 2.0, 2.0, 3.0, 0, 1.0, 1.0, 1.0, 2.0, 7.0, 0, 3.0, 1.0, 3.0, 0, 5.0, 2.0, 3.0, 1.0, 1.0
Q12280, 781, 1179, 0.2625, 0.00215, 54, nan, bud neck, 2.84, , 4.0, 2.0, 20.0, 22.0, 3.0, 10.0, 5.0, 5.0, 18.0, 10.0, 1.0, 16.0, 11.0, 10.0, 9.0, 17.0, 4.0, 7.0, 0, 4.0
Q12280, 1183, 1309, 0.2625, 0.00215, 54, nan, bud neck, 2.905, , 3.0, 1.0, 10.0, 5.0, 1.0, 1.0, 1.0, 5.0, 10.0, 2.0, 1.0, 8.0, 6.0, 6.0, 2.0, 3.0, 7.0, 2.0, 0, 3.0
Q12280, 1342, 1490, 0.2625, 0.00215, 54, nan, bud neck, 2.932, , 3.0, 0, 7.0, 6.0, 3.0, 10.0, 3.0, 2.0, 18.0, 1.0, 0, 3.0, 4.0, 4.0, 6.0, 11.0, 2.0, 7.0, 0, 1.0
Q12283, 3, 134, 0.2766, 0.001393, 54, False, mitochondrion, 3.171, , 2.0, 1.0, 8.0, 3.0, 1.0, 5.0, 1.0, 2.0, 7.0, 6.0, 2.0, 6.0, 4.0, 8.0, 2.0, 12.0, 3.0, 1.0, 0, 3.0
Q12283, 136, 238, 0.2766, 0.001393, 54, False, mitochondrion, 2.693, , 2.0, 0, 1.0, 3.0, 0, 0, 1.0, 0, 3.0, 1.0, 0, 6.0, 4.0, 1.0, 5.0, 8.0, 5.0, 2.0, 0, 1.0
Q12283, 240, 358, 0.2766, 0.001393, 54, False, mitochondrion, 3.256, , 4.0, 0, 7.0, 5.0, 2.0, 5.0, 4.0, 3.0, 5.0, 2.0, 2.0, 8.0, 6.0, 1.0, 4.0, 4.0, 4.0, 4.0, 0, 3.0
Q12285, 75, 148, 0.2769, 0.000231, 54, False, nucleus; cytoplasm; cytosol, 2.93, , 2.0, 0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 7.0, 0, 0, 1.0, 3.0, 3.0, 0, 7.0, 2.0, 2.0, 0, 0
Q12285, 180, 211, 0.2769, 0.000231, 54, False, nucleus; cytoplasm; cytosol, 3.219, , 3.0, 0, 2.0, 3.0, 1.0, 1.0, 0, 1.0, 2.0, 3.0, 0, 3.0, 0, 3.0, 2.0, 1.0, 0, 0, 1.0, 0
Q12287, 28, 61, 0.8282, 0.050147, 90, False, mitochondrion intermembrane space, 2.496, , 0, 0, 2.0, 7.0, 1.0, 3.0, 0, 1.0, 6.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0
Q12288, 5, 248, 0.5788, 0.011801, 90, nan, cytoplasm, 2.242, , 1.0, 1.0, 9.0, 16.0, 1.0, 10.0, 0, 0, 13.0, 4.0, 1.0, 6.0, 2.0, 10.0, 5.0, 7.0, 3.0, 1.0, 0, 0
Q12291, 43, 364, 0.2793, 0.007787, 54, nan, nucleus; cytoplasm, 2.651, , 5.0, 0, 14.0, 15.0, 3.0, 11.0, 4.0, 3.0, 16.0, 3.0, 0, 12.0, 8.0, 7.0, 4.0, 12.0, 7.0, 3.0, 1.0, 4.0
Q12297, 5, 121, 0.1826, 8.9e-05, 18, nan, nucleus, 4.286, , 7.0, 2.0, 9.0, 4.0, 3.0, 3.0, 0, 5.0, 5.0, 13.0, 1.0, 2.0, 2.0, 6.0, 4.0, 10.0, 4.0, 3.0, 1.0, 3.0
Q12297, 126, 230, 0.1826, 8.9e-05, 18, nan, nucleus, 3.078, , 5.0, 0, 3.0, 9.0, 0, 3.0, 4.0, 5.0, 9.0, 7.0, 1.0, 8.0, 4.0, 6.0, 5.0, 4.0, 3.0, 1.0, 1.0, 1.0
Q12297, 242, 279, 0.1826, 8.9e-05, 18, nan, nucleus, 3.87, , 1.0, 0, 1.0, 8.0, 2.0, 0, 0, 3.0, 2.0, 5.0, 1.0, 3.0, 2.0, 1.0, 2.0, 3.0, 2.0, 1.0, 0, 0
Q12297, 311, 349, 0.1826, 8.9e-05, 18, nan, nucleus, 3.182, , 1.0, 0, 8.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0, 3.0, 3.0, 4.0, 3.0, 1.0, 1.0, 1.0
Q12298, 9, 270, 0.2706, 0.000268, 54, False, mitochondrion, 3.273, , 9.0, 0, 6.0, 13.0, 2.0, 13.0, 1.0, 1.0, 11.0, 10.0, 2.0, 11.0, 7.0, 6.0, 7.0, 15.0, 5.0, 4.0, 0, 4.0
Q12298, 284, 536, 0.2706, 0.000268, 54, False, mitochondrion, 2.946, , 5.0, 1.0, 9.0, 17.0, 1.0, 18.0, 3.0, 4.0, 11.0, 1.0, 2.0, 7.0, 6.0, 2.0, 5.0, 9.0, 1.0, 4.0, 0, 3.0
Q12305, 2, 136, 0.3913, 0.007426, 78, True, mitochondrion, 3.095, , 5.0, 0, 4.0, 4.0, 0, 10.0, 4.0, 1.0, 8.0, 2.0, 1.0, 7.0, 6.0, 3.0, 2.0, 14.0, 1.0, 3.0, 1.0, 0
Q12306, 24, 93, 0.5896, 0.00037, 90, True, , 2.087, , 1.0, 0, 6.0, 7.0, 1.0, 3.0, 1.0, 2.0, 4.0, 0, 0, 2.0, 1.0, 1.0, 6.0, 3.0, 1.0, 0, 0, 0
Q12308, 8, 395, 0.264, 0.000987, 54, nan, nucleus, 2.817, , 7.0, 1.0, 12.0, 18.0, 5.0, 10.0, 5.0, 5.0, 17.0, 3.0, 1.0, 19.0, 5.0, 5.0, 9.0, 16.0, 7.0, 5.0, 2.0, 4.0
Q12308, 414, 587, 0.264, 0.000987, 54, nan, nucleus, 3.277, , 2.0, 0, 5.0, 10.0, 2.0, 6.0, 1.0, 3.0, 7.0, 4.0, 2.0, 5.0, 1.0, 0, 3.0, 8.0, 10.0, 1.0, 0, 1.0
Q12309, 41, 585, 0.2091, 0.002801, 30, nan, nucleus, 2.616, , 6.0, 1.0, 21.0, 37.0, 2.0, 12.0, 5.0, 9.0, 27.0, 14.0, 3.0, 17.0, 5.0, 21.0, 21.0, 20.0, 10.0, 5.0, 2.0, 3.0
Q12309, 587, 685, 0.2091, 0.002801, 30, nan, nucleus, 3.107, , 4.0, 0, 8.0, 13.0, 2.0, 3.0, 0, 1.0, 14.0, 5.0, 0, 1.0, 2.0, 4.0, 1.0, 2.0, 3.0, 6.0, 1.0, 1.0
Q12314, 3, 211, 0.4488, 0.001265, 90, True, cytoplasm, 2.298, , 3.0, 0, 16.0, 15.0, 0, 11.0, 1.0, 2.0, 13.0, 4.0, 1.0, 4.0, 5.0, 4.0, 6.0, 3.0, 4.0, 0, 0, 1.0
Q12317, 60, 271, 0.2045, 0.004063, 30, nan, bud neck; cytoplasm; bud, 3.118, , 7.0, 1.0, 6.0, 14.0, 4.0, 11.0, 2.0, 2.0, 14.0, 7.0, 1.0, 4.0, 2.0, 2.0, 11.0, 7.0, 3.0, 3.0, 1.0, 4.0
Q12317, 282, 485, 0.2045, 0.004063, 30, nan, bud neck; cytoplasm; bud, 3.178, , 6.0, 0, 5.0, 14.0, 4.0, 9.0, 0, 3.0, 10.0, 5.0, 5.0, 8.0, 2.0, 4.0, 8.0, 15.0, 5.0, 1.0, 0, 4.0
Q12318, 4, 236, 0.3042, 0.00261, 54, nan, nucleus, 2.776, , 0, 1.0, 9.0, 7.0, 2.0, 7.0, 1.0, 3.0, 12.0, 3.0, 1.0, 13.0, 2.0, 6.0, 9.0, 13.0, 5.0, 6.0, 0, 1.0
Q12320, 13, 284, 0.4797, 0.00031, 90, nan, mitochondrion matrix, 3.11, , 8.0, 0, 6.0, 9.0, 1.0, 22.0, 2.0, 1.0, 12.0, 6.0, 2.0, 3.0, 4.0, 5.0, 7.0, 8.0, 7.0, 0, 0, 2.0
Q12321, 7, 130, 0.2307, 4e-05, 42, nan, nucleus, 2.957, , 2.0, 0, 7.0, 9.0, 4.0, 3.0, 1.0, 1.0, 8.0, 4.0, 1.0, 5.0, 1.0, 4.0, 3.0, 6.0, 4.0, 2.0, 0, 3.0
Q12321, 165, 360, 0.2307, 4e-05, 42, nan, nucleus, 2.815, , 3.0, 2.0, 8.0, 9.0, 2.0, 4.0, 1.0, 4.0, 12.0, 1.0, 1.0, 14.0, 1.0, 5.0, 2.0, 14.0, 7.0, 2.0, 1.0, 1.0
Q12321, 529, 565, 0.2307, 4e-05, 42, nan, nucleus, 4.369, , 0, 1.0, 4.0, 3.0, 0, 0, 0, 4.0, 3.0, 2.0, 0, 0, 0, 1.0, 0, 3.0, 1.0, 3.0, 0, 1.0
Q12322, 4, 42, 0.3192, 0.005125, 66, nan, , 4.351, , 1.0, 1.0, 0, 2.0, 3.0, 2.0, 1.0, 2.0, 6.0, 5.0, 2.0, 1.0, 2.0, 3.0, 2.0, 2.0, 1.0, 3.0, 0, 0
Q12322, 47, 155, 0.3192, 0.005125, 66, nan, , 2.872, , 3.0, 1.0, 2.0, 3.0, 1.0, 8.0, 0, 1.0, 2.0, 2.0, 0, 8.0, 1.0, 7.0, 8.0, 7.0, 2.0, 2.0, 0, 0
Q12322, 162, 194, 0.3192, 0.005125, 66, nan, , 2.467, , 2.0, 0, 2.0, 3.0, 0, 0, 1.0, 1.0, 11.0, 2.0, 0, 3.0, 0, 0, 2.0, 2.0, 2.0, 1.0, 1.0, 0
Q12326, 7, 296, 0.4623, 0.000339, 90, True, , 2.353, , 1.0, 0, 10.0, 15.0, 1.0, 15.0, 2.0, 1.0, 15.0, 2.0, 2.0, 14.0, 4.0, 7.0, 6.0, 7.0, 3.0, 4.0, 0, 2.0
Q12329, 231, 338, 0.1075, 0.00106, 6, nan, , 3.209, , 4.0, 0, 7.0, 7.0, 1.0, 5.0, 2.0, 2.0, 9.0, 5.0, 1.0, 4.0, 5.0, 0, 4.0, 3.0, 4.0, 3.0, 0, 2.0
Q12330, 14, 92, 0.2846, 0.001014, 54, nan, nucleus; cytoplasm, 3.83, , 2.0, 1.0, 2.0, 4.0, 4.0, 7.0, 0, 1.0, 4.0, 3.0, 1.0, 4.0, 2.0, 4.0, 0, 2.0, 3.0, 2.0, 0, 0
Q12331, 8, 46, 0.3536, 0.006088, 66, nan, vacuole, 4.872, , 2.0, 0, 0, 1.0, 2.0, 2.0, 0, 2.0, 4.0, 6.0, 1.0, 3.0, 1.0, 0, 2.0, 3.0, 1.0, 4.0, 1.0, 1.0
Q12331, 81, 265, 0.3536, 0.006088, 66, nan, vacuole, 2.638, , 2.0, 0, 11.0, 14.0, 1.0, 8.0, 1.0, 0, 9.0, 5.0, 0, 7.0, 4.0, 7.0, 4.0, 15.0, 6.0, 3.0, 0, 0
Q12334, 5, 164, 0.1848, 0.012757, 18, nan, nucleus, 3.182, , 4.0, 1.0, 11.0, 12.0, 0, 8.0, 7.0, 11.0, 23.0, 9.0, 3.0, 10.0, 5.0, 1.0, 11.0, 13.0, 8.0, 5.0, 1.0, 3.0
Q12335, 4, 196, 0.3369, 0.000412, 66, True, secreted, 3.678, , 14.0, 0, 7.0, 8.0, 2.0, 24.0, 2.0, 2.0, 6.0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 6.0, 5.0, 2.0, 1.0, 2.0
Q12338, 11, 109, 0.3216, 0.004857, 66, nan, nucleus; cytoplasm, 3.455, , 3.0, 0, 5.0, 7.0, 1.0, 6.0, 0, 5.0, 5.0, 4.0, 0, 6.0, 3.0, 2.0, 4.0, 8.0, 11.0, 2.0, 0, 3.0
Q12339, 4, 159, 0.1488, 0.000853, 6, nan, nucleus; nucleolus; mitochondrion, 2.382, , 4.0, 0, 4.0, 5.0, 1.0, 4.0, 1.0, 1.0, 11.0, 1.0, 0, 6.0, 2.0, 3.0, 9.0, 10.0, 4.0, 1.0, 0, 1.0
Q12341, 4, 114, 0.3814, 6.5e-05, 78, False, nucleus; cytoplasm, 3.254, , 3.0, 0, 10.0, 5.0, 5.0, 3.0, 1.0, 1.0, 8.0, 1.0, 0, 2.0, 3.0, 1.0, 1.0, 6.0, 2.0, 4.0, 0, 3.0
Q12341, 123, 373, 0.3814, 6.5e-05, 78, False, nucleus; cytoplasm, 2.864, , 6.0, 0, 14.0, 16.0, 3.0, 6.0, 0, 4.0, 13.0, 6.0, 0, 9.0, 5.0, 5.0, 7.0, 12.0, 3.0, 3.0, 1.0, 5.0
Q12342, 16, 468, 0.6268, 0.419321, 90, nan, bud neck; cytoplasm; bud, 2.884, , 9.0, 0, 24.0, 21.0, 2.0, 9.0, 5.0, 6.0, 17.0, 8.0, 1.0, 21.0, 7.0, 8.0, 11.0, 28.0, 13.0, 8.0, 0, 8.0
Q12343, 30, 131, 0.2023, 0.000662, 30, nan, nucleus, 3.599, , 4.0, 1.0, 10.0, 13.0, 2.0, 0, 1.0, 5.0, 11.0, 13.0, 1.0, 5.0, 2.0, 2.0, 5.0, 5.0, 2.0, 4.0, 0, 3.0
Q12343, 134, 204, 0.2023, 0.000662, 30, nan, nucleus, 3.912, , 4.0, 0, 3.0, 5.0, 4.0, 3.0, 1.0, 4.0, 7.0, 8.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0, 5.0, 1.0, 1.0, 1.0
Q12344, 350, 726, 0.3193, 7e-06, 66, False, bud neck; cytoplasm; bud, 2.746, , 6.0, 0, 14.0, 29.0, 4.0, 21.0, 3.0, 2.0, 9.0, 4.0, 4.0, 14.0, 5.0, 8.0, 12.0, 13.0, 8.0, 5.0, 0, 3.0
Q12345, 4, 207, 0.2208, 1.9e-05, 30, nan, nucleus, 3.632, , 17.0, 0, 20.0, 13.0, 7.0, 4.0, 7.0, 10.0, 17.0, 19.0, 3.0, 17.0, 5.0, 13.0, 5.0, 11.0, 18.0, 6.0, 1.0, 5.0
Q12347, 10, 70, 0.2907, 0.009885, 54, nan, , 3.68, , 2.0, 0, 4.0, 4.0, 0, 2.0, 1.0, 3.0, 7.0, 6.0, 3.0, 2.0, 0, 0, 2.0, 6.0, 1.0, 0, 1.0, 0
Q12347, 99, 188, 0.2907, 0.009885, 54, nan, , 3.411, , 1.0, 0, 6.0, 4.0, 1.0, 3.0, 1.0, 4.0, 8.0, 4.0, 3.0, 3.0, 1.0, 1.0, 4.0, 5.0, 3.0, 2.0, 0, 2.0
