UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
P53914, 705, 1038, 0.1498, 0.000595, 6, False, nucleus; nucleolus, 3.193, , 896.22, 0, 2220.14, 3596.34, 371.04, 511.06, 579.81, 976.8, 3836.36, 2157.92, 489.79, 1851.94, 757.05, 1052.59, 1328.12, 1216.39, 888.76, 440.18, 168.13, 1119.17
P53915, 4, 237, 0.3838, 9.1e-05, 78, False, , 2.534, , 426.44, 0, 1253.53, 737.69, 118.39, 150.82, 312.43, 196.37, 2326.35, 271.4, 0, 868.81, 305.41, 578.29, 448.73, 262.41, 382.08, 235.23, 0, 0
P53917, 224, 504, 0.1841, 0.000146, 18, nan, , 3.004, , 99.9, 130.0, 893.11, 1756.32, 606.47, 286.48, 477.0, 426.06, 2452.74, 829.3, 236.88, 1287.55, 810.14, 705.48, 664.31, 1598.66, 524.9, 184.55, 169.44, 518.83
P53917, 588, 928, 0.1841, 0.000146, 18, nan, , 3.338, , 588.99, 119.0, 892.33, 2758.02, 615.73, 275.9, 93.04, 563.58, 2002.82, 1184.12, 309.32, 1401.49, 148.19, 773.4, 1239.03, 1847.6, 440.52, 279.42, 545.4, 119.16
P53919, 142, 228, 0.2384, 0.005729, 42, nan, nucleus, 3.118, , 38.47, 0, 433.0, 668.29, 384.07, 158.37, 96.22, 90.5, 945.43, 264.86, 264.03, 194.58, 250.32, 92.81, 335.64, 190.4, 306.15, 124.43, 121.74, 0
P53920, 68, 513, 0.3594, 0.000179, 66, True, nucleus, 3.052, , 515.8, 0, 1180.57, 2178.99, 122.07, 675.03, 387.6, 428.54, 2089.86, 332.69, 88.06, 824.5, 480.46, 350.44, 1243.07, 986.11, 888.44, 637.49, 199.09, 759.17
P53920, 545, 989, 0.3594, 0.000179, 66, True, nucleus, 3.069, , 400.74, 0, 1746.94, 2251.81, 0, 461.6, 384.75, 1152.61, 2447.78, 755.4, 322.39, 1483.51, 528.66, 486.04, 852.45, 785.76, 1054.46, 311.42, 0, 305.07
P53923, 3, 481, 0.2304, 2.6e-05, 42, nan, cytoplasm, 2.938, , 434.59, 0, 1204.66, 2795.66, 398.98, 334.88, 169.93, 633.18, 3599.92, 1103.07, 84.58, 2228.87, 829.28, 1458.9, 1125.01, 1758.16, 1076.23, 879.71, 0, 629.85
P53924, 213, 481, 0.286, 3.6e-05, 54, nan, cytoplasm, 3.303, , 477.98, 325.26, 508.18, 1373.47, 196.87, 167.57, 400.87, 490.92, 1544.38, 789.73, 373.22, 1016.62, 526.52, 795.15, 1703.12, 695.81, 776.9, 158.58, 0, 239.58
P53927, 89, 207, 0.155, 0.002312, 6, nan, nucleus; nucleolus; cytoplasm, 2.868, , 86.98, 0, 194.99, 941.39, 0, 274.79, 249.1, 378.46, 2742.98, 352.7, 353.73, 389.89, 163.8, 331.23, 711.39, 148.4, 197.53, 431.25, 0, 126.58
P53929, 3, 259, 0.3181, 0.000902, 66, True, , 2.449, , 241.02, 0, 807.25, 1940.39, 87.89, 248.5, 293.84, 202.91, 1839.44, 0, 120.13, 676.75, 930.79, 0, 512.66, 560.92, 319.76, 127.87, 0, 101.83
P53930, 8, 117, 0.2508, 0.000102, 42, nan, nucleus; cytoplasm, 3.194, , 226.37, 0, 283.04, 824.49, 0, 77.17, 259.68, 174.03, 839.48, 251.94, 0, 594.29, 573.61, 165.87, 372.93, 433.62, 463.47, 387.8, 169.47, 381.83
P53930, 147, 192, 0.2508, 0.000102, 42, nan, nucleus; cytoplasm, 3.646, , 0, 52.37, 450.34, 934.47, 298.06, 69.66, 0, 396.11, 346.04, 146.08, 114.31, 441.57, 115.21, 120.09, 180.9, 161.82, 74.62, 329.16, 0, 214.33
P53933, 75, 135, 0.2943, 0.001155, 54, nan, cytoplasm; cytoskeleton; actin patch, 3.982, , 121.6, 156.2, 275.17, 103.9, 226.99, 100.23, 168.38, 134.7, 301.62, 866.72, 0, 230.03, 566.66, 137.57, 840.41, 270.26, 517.05, 330.27, 160.66, 611.12
P53933, 186, 449, 0.2943, 0.001155, 54, nan, cytoplasm; cytoskeleton; actin patch, 3.197, , 272.04, 93.73, 1578.11, 1380.38, 356.94, 434.42, 378.96, 335.75, 1292.76, 1014.5, 0, 1088.44, 741.53, 706.25, 635.13, 820.72, 596.05, 406.23, 0, 505.66
P53933, 544, 584, 0.2943, 0.001155, 54, nan, cytoplasm; cytoskeleton; actin patch, 3.569, , 56.36, 0, 268.46, 399.11, 249.83, 0, 0, 249.84, 488.11, 296.88, 205.81, 149.61, 83.0, 247.73, 566.88, 296.45, 153.79, 0, 143.39, 225.28
P53935, 99, 181, 0.1008, 0.002121, 6, nan, cytoplasm, 3.215, , 98.07, 115.84, 573.28, 1107.28, 0, 71.38, 283.69, 283.33, 606.45, 437.43, 175.08, 322.15, 245.26, 115.14, 625.97, 485.07, 149.88, 185.1, 104.58, 165.24
P53935, 270, 439, 0.1008, 0.002121, 6, nan, cytoplasm, 3.227, , 592.57, 0, 1060.71, 1373.89, 391.75, 287.35, 175.39, 541.83, 1834.68, 650.62, 310.97, 852.42, 358.38, 1101.66, 766.23, 972.54, 648.67, 171.11, 0, 218.45
P53935, 591, 775, 0.1008, 0.002121, 6, nan, cytoplasm, 2.198, , 443.27, 0, 215.22, 4691.78, 0, 33.45, 111.13, 600.44, 5341.52, 2092.7, 321.34, 182.23, 0, 1994.55, 4552.98, 131.9, 81.98, 92.87, 0, 137.75
P53935, 1121, 1189, 0.1008, 0.002121, 6, nan, cytoplasm, 3.644, , 200.89, 0, 378.69, 75.75, 121.39, 256.16, 0, 187.87, 0, 334.69, 0, 961.34, 77.6, 418.56, 0, 299.12, 193.7, 87.93, 0, 205.74
P53937, 3, 116, 0.2079, 0.001195, 30, nan, mitochondrion, 3.293, , 119.57, 0, 199.76, 147.82, 0, 470.79, 453.74, 388.82, 1613.24, 403.59, 224.18, 322.7, 176.28, 163.13, 913.91, 411.15, 501.63, 69.49, 159.05, 249.16
P53939, 189, 332, 0.1476, 0.000739, 6, nan, cytoplasm; cell cortex; bud neck, 3.818, , 497.48, 0, 194.81, 616.68, 175.0, 200.09, 371.62, 684.14, 1635.81, 2092.36, 433.28, 1314.1, 1402.62, 866.11, 2591.63, 1423.77, 1736.89, 722.27, 156.96, 1134.22
P53941, 7, 276, 0.1336, 0.0, 6, nan, nucleus; nucleolus, 3.01, , 627.82, 0, 1462.07, 1885.21, 0, 421.0, 296.92, 561.74, 1538.72, 633.57, 92.73, 889.54, 319.55, 1244.13, 1757.22, 402.72, 379.3, 631.86, 0, 474.7
P53942, 3, 304, 0.3343, 0.004306, 66, nan, nucleus; cytoplasm, 2.933, , 530.9, 0, 1069.12, 1384.63, 114.1, 187.91, 0, 375.33, 2698.55, 890.7, 489.08, 813.85, 1113.02, 1327.52, 1760.56, 829.16, 549.45, 366.99, 368.15, 322.97
P53946, 21, 368, 0.2745, 0.000848, 54, False, nucleus, 3.167, , 590.56, 170.15, 1738.6, 2431.05, 458.4, 370.71, 312.77, 567.13, 3046.29, 1615.24, 95.17, 1431.23, 991.2, 2147.33, 2106.39, 708.67, 1281.06, 921.23, 116.21, 1414.12
P53946, 449, 495, 0.2745, 0.000848, 54, False, nucleus, 2.334, , 0, 0, 221.16, 329.58, 0, 23.58, 0, 95.14, 1327.49, 564.78, 103.88, 359.23, 0, 598.88, 1130.54, 0, 117.83, 0, 120.99, 0
P53946, 535, 746, 0.2745, 0.000848, 54, False, nucleus, 3.375, , 307.44, 0, 632.45, 2524.63, 288.26, 575.87, 570.05, 797.61, 1481.47, 1415.18, 366.01, 831.33, 742.62, 1112.83, 1161.66, 383.59, 776.63, 229.76, 412.38, 896.98
P53949, 6, 194, 0.4092, 0.00217, 78, nan, cytoplasm, 2.998, , 192.76, 0, 733.27, 1513.64, 172.0, 477.67, 432.73, 0, 966.19, 650.97, 335.28, 289.37, 195.28, 568.45, 613.33, 725.14, 216.1, 59.26, 0, 111.16
P53952, 144, 221, 0.1446, 0.016157, 6, nan, , 3.346, , 230.24, 73.17, 339.26, 696.2, 150.4, 86.95, 82.53, 741.48, 1676.07, 925.34, 0, 76.91, 141.02, 1081.3, 1406.37, 195.8, 70.1, 64.73, 122.7, 499.39
P53960, 7, 452, 0.3051, 3.5e-05, 54, nan, , 2.985, , 552.03, 0, 1560.63, 2663.71, 465.65, 897.62, 310.41, 953.3, 4201.52, 589.58, 0, 1667.78, 346.11, 1132.71, 1295.21, 1482.9, 852.66, 532.64, 141.24, 462.48
P53962, 16, 362, 0.3, 0.001254, 54, True, , 2.687, , 165.45, 113.3, 2014.77, 2080.99, 0, 433.69, 411.97, 489.92, 1343.02, 299.43, 122.83, 850.71, 353.76, 917.78, 853.05, 601.11, 371.92, 235.65, 143.28, 0
P53965, 20, 276, 0.4078, 0.000226, 78, nan, cytoplasm, 2.915, , 263.8, 0, 1269.38, 2724.95, 609.42, 442.73, 781.64, 822.86, 1868.94, 881.92, 226.46, 1306.2, 519.34, 661.73, 1229.54, 432.94, 193.93, 341.41, 108.91, 0
P53968, 582, 665, 0.2119, 0.007243, 30, nan, cytoplasm; nucleus, 3.0, , 30.5, 115.3, 187.98, 223.4, 0, 317.91, 404.64, 200.97, 1498.73, 399.62, 0, 285.14, 259.33, 110.11, 869.04, 226.87, 382.05, 61.55, 0, 309.61
P53970, 30, 244, 0.2615, 0.000562, 42, nan, cytoplasm, 2.862, , 287.43, 77.5, 492.39, 1521.65, 0, 281.69, 446.32, 93.19, 1208.61, 612.66, 126.04, 320.88, 331.14, 365.26, 769.18, 147.57, 287.52, 214.76, 111.26, 279.16
P53971, 52, 477, 0.1673, 0.00108, 18, False, nucleus; cytoplasm, 3.043, , 504.71, 164.95, 1191.63, 1780.67, 339.89, 839.0, 427.43, 977.07, 5626.11, 1393.29, 670.93, 1417.39, 1468.75, 1152.06, 3111.15, 1932.08, 1275.98, 631.66, 107.81, 463.84
P53971, 506, 594, 0.1673, 0.00108, 18, False, nucleus; cytoplasm, 3.494, , 0, 262.37, 246.29, 193.68, 243.12, 349.68, 368.46, 281.58, 1237.65, 340.53, 90.68, 130.89, 611.88, 241.7, 589.81, 387.44, 1044.03, 183.82, 0, 407.94
P53971, 700, 820, 0.1673, 0.00108, 18, False, nucleus; cytoplasm, 2.713, , 279.03, 0, 434.58, 873.03, 0, 83.3, 191.91, 71.98, 1060.89, 208.8, 121.41, 194.02, 400.85, 626.96, 844.41, 388.03, 274.19, 248.58, 0, 100.7
P53971, 854, 944, 0.1673, 0.00108, 18, False, nucleus; cytoplasm, 3.258, , 233.92, 0, 344.17, 1145.59, 290.71, 162.08, 248.63, 0, 380.27, 414.98, 0, 323.64, 82.4, 147.46, 304.08, 133.65, 171.81, 243.87, 0, 0
P53972, 3, 488, 0.1734, 0.000414, 18, nan, nucleus; nucleolus, 2.572, , 387.91, 0, 1568.86, 2335.65, 216.78, 535.25, 539.38, 256.97, 5958.25, 906.83, 0, 627.32, 1335.42, 957.03, 2246.29, 1122.73, 336.6, 601.18, 0, 0
P53973, 56, 698, 0.2888, 1.4e-05, 54, False, nucleus, 2.791, , 419.04, 120.19, 2873.29, 3589.87, 427.15, 634.05, 404.92, 769.09, 2889.74, 854.7, 158.37, 1535.27, 1127.29, 987.56, 2340.83, 1335.29, 594.68, 558.72, 177.73, 582.82
P53974, 20, 561, 0.3112, 0.00142, 66, nan, cytoplasm; cytoskeleton; actin patch, 3.449, , 1310.98, 0, 2442.54, 2346.33, 1963.06, 790.02, 1439.76, 1615.2, 4063.64, 3346.45, 1139.49, 4580.01, 2273.65, 3380.32, 2304.11, 4414.55, 2548.54, 1281.78, 0, 1530.01
P53978, 6, 970, 0.5182, 0.030679, 90, False, cytoplasm, 2.681, , 1298.91, 0, 3090.5, 6999.52, 176.78, 1736.0, 808.38, 525.72, 5006.12, 534.26, 423.62, 2389.24, 1438.65, 1877.5, 2165.74, 1719.08, 2479.01, 785.66, 247.16, 382.52
P53980, 1, 204, 0.2813, 0.009001, 54, nan, , 3.63, , 160.21, 252.58, 134.95, 848.03, 131.29, 362.27, 651.02, 575.66, 926.56, 759.57, 193.11, 807.76, 449.28, 309.25, 601.88, 599.09, 350.71, 92.46, 0, 0
P53980, 245, 439, 0.2813, 0.009001, 54, nan, , 2.83, , 326.84, 0, 804.42, 1863.18, 252.71, 229.96, 548.34, 505.21, 1680.47, 462.2, 131.05, 863.41, 426.94, 698.91, 632.36, 734.99, 168.52, 139.4, 0, 487.5
P53981, 5, 239, 0.4572, 0.001184, 90, True, nucleus; cytoplasm, 2.425, , 468.01, 0, 926.13, 1773.08, 0, 329.31, 425.29, 152.06, 2175.68, 367.56, 0, 212.79, 318.21, 540.56, 563.86, 92.44, 445.97, 58.46, 0, 0
P54000, 40, 181, 0.3121, 0.000153, 66, True, nucleus, 2.863, , 233.67, 0, 1593.98, 1447.08, 272.0, 270.71, 447.65, 255.43, 3398.51, 1338.56, 129.42, 1511.77, 871.84, 124.71, 1520.64, 968.07, 487.99, 209.52, 0, 333.64
P54005, 21, 309, 0.2988, 3.9e-05, 54, nan, cytoplasm, 3.199, , 270.24, 0, 968.33, 1024.88, 428.18, 445.37, 292.62, 171.82, 1453.61, 431.4, 188.65, 1616.86, 634.53, 938.68, 873.92, 834.67, 796.99, 925.75, 0, 319.12
P54007, 9, 374, 0.5018, 0.002821, 90, False, , 2.644, , 148.23, 66.01, 1068.26, 1681.46, 86.38, 598.89, 375.61, 466.73, 3080.55, 100.46, 0, 740.9, 768.0, 470.69, 370.65, 342.72, 368.41, 279.39, 0, 387.53
P54113, 6, 589, 0.4294, 0.00106, 78, True, cytoplasm; cytosol, 2.869, , 543.22, 64.66, 1727.31, 3383.58, 616.09, 1036.83, 790.89, 499.58, 3184.04, 794.53, 297.35, 1519.79, 1253.73, 1985.9, 1552.41, 984.38, 535.69, 693.55, 0, 475.8
P54115, 22, 491, 0.5408, 0.00031, 90, False, cytoplasm, 2.66, , 414.67, 0, 1524.97, 2833.97, 222.35, 729.23, 209.47, 0, 2941.9, 447.65, 161.05, 779.6, 215.84, 264.36, 1151.14, 464.12, 941.77, 304.3, 0, 268.02
P54730, 2, 165, 0.2454, 0.000162, 42, False, cytoplasm; nucleus, 2.702, , 202.52, 0, 994.45, 784.61, 666.34, 265.6, 282.48, 200.64, 1462.14, 454.57, 115.68, 1261.5, 661.92, 907.74, 901.66, 472.3, 381.84, 230.75, 0, 0
P54730, 260, 365, 0.2454, 0.000162, 42, False, cytoplasm; nucleus, 2.597, , 349.72, 0, 407.32, 575.98, 125.29, 52.26, 404.05, 105.61, 1120.29, 330.43, 102.23, 882.02, 467.7, 350.06, 538.41, 411.41, 61.26, 0, 0, 0
P54780, 4, 65, 0.1816, 0.006552, 18, True, cytoplasm, 3.604, , 198.16, 0, 109.27, 139.04, 227.28, 118.22, 0, 108.38, 709.77, 319.39, 0, 115.51, 57.21, 533.76, 1246.97, 44.67, 53.97, 676.45, 162.69, 348.18
P54780, 98, 190, 0.1816, 0.006552, 18, True, cytoplasm, 2.529, , 421.39, 0, 130.65, 88.44, 0, 91.11, 238.69, 70.7, 1280.38, 0, 0, 636.8, 93.71, 242.76, 1722.44, 216.47, 251.94, 160.41, 377.4, 450.51
P54784, 11, 211, 0.2228, 1.1e-05, 30, nan, nucleus, 2.705, , 293.11, 0, 844.68, 1491.59, 242.71, 471.98, 83.19, 267.87, 1331.42, 716.81, 0, 1287.33, 344.73, 455.65, 1384.19, 320.78, 236.32, 225.35, 0, 94.59
P54784, 371, 721, 0.2228, 1.1e-05, 30, nan, nucleus, 3.251, , 998.1, 0, 875.89, 1359.93, 341.02, 383.44, 294.98, 609.0, 3544.38, 1100.97, 457.38, 1247.08, 319.99, 774.34, 2401.46, 1065.95, 1364.9, 520.56, 137.53, 625.33
P54784, 773, 893, 0.2228, 1.1e-05, 30, nan, nucleus, 3.528, , 84.86, 0, 616.45, 630.31, 570.63, 240.84, 437.87, 539.21, 975.85, 588.94, 287.09, 650.92, 0, 587.41, 494.18, 510.44, 609.37, 201.38, 0, 134.39
P54785, 5, 35, 0.1699, 0.009537, 18, nan, nucleus, 1.271, , 0, 0, 0, 0, 0, 0, 910.21, 0, 0, 114.67, 0, 0, 0, 2431.15, 115.91, 0, 0, 0, 0, 0
P54785, 346, 410, 0.1699, 0.009537, 18, nan, nucleus, 2.648, , 0, 0, 147.42, 241.12, 130.23, 0, 121.7, 232.17, 1284.42, 553.35, 0, 405.54, 94.16, 667.26, 513.84, 262.94, 75.57, 0, 0, 121.48
P54785, 462, 488, 0.1699, 0.009537, 18, nan, nucleus, 3.821, , 0, 0, 248.08, 0, 0, 59.22, 158.54, 226.06, 375.39, 274.32, 0, 551.79, 0, 0, 147.84, 95.72, 91.0, 312.13, 0, 0
P54786, 858, 908, 0.1118, 0.0, 6, nan, , 3.97, , 54.06, 0, 232.03, 106.29, 306.81, 125.01, 358.0, 82.74, 85.14, 638.91, 153.66, 407.4, 125.91, 0, 584.65, 145.3, 59.5, 137.34, 0, 455.62
P54787, 60, 333, 0.4768, 0.002235, 90, nan, cytoplasm, 2.19, , 303.71, 0, 1220.63, 1555.48, 115.05, 225.07, 352.42, 187.05, 2005.32, 276.44, 0, 704.07, 458.62, 953.31, 1515.75, 526.6, 432.77, 0, 0, 297.73
P54787, 400, 446, 0.4768, 0.002235, 90, nan, cytoplasm, 3.263, , 132.8, 0, 552.76, 369.32, 0, 33.26, 0, 445.83, 591.81, 232.68, 91.65, 273.46, 168.19, 72.06, 137.31, 62.65, 63.82, 0, 0, 0
P54790, 43, 150, 0.2035, 0.006967, 30, nan, nucleus, 3.629, , 98.44, 99.36, 731.14, 897.83, 485.19, 158.55, 372.4, 263.23, 925.83, 1149.59, 186.65, 321.99, 215.6, 335.87, 1032.77, 710.56, 475.74, 258.96, 147.84, 688.19
P54790, 187, 491, 0.2035, 0.006967, 30, nan, nucleus, 3.011, , 315.7, 0, 1851.61, 1588.88, 1018.44, 262.92, 558.86, 608.6, 2523.91, 1068.8, 180.0, 2005.17, 283.43, 720.86, 1948.27, 1078.91, 615.92, 566.57, 0, 296.68
P54790, 520, 609, 0.2035, 0.006967, 30, nan, nucleus, 2.971, , 33.85, 0, 384.49, 999.36, 359.86, 111.69, 0, 94.01, 984.61, 327.53, 374.34, 381.37, 292.9, 286.65, 336.97, 238.65, 361.65, 0, 0, 355.45
P54791, 52, 422, 0.2028, 3.6e-05, 30, nan, nucleus, 3.024, , 317.8, 0, 1249.24, 2348.01, 628.01, 328.93, 218.52, 911.75, 2054.12, 1136.69, 172.92, 1143.27, 481.71, 1949.67, 2571.96, 1480.92, 1123.51, 227.46, 142.71, 507.44
P54791, 450, 526, 0.2028, 3.6e-05, 30, nan, nucleus, 3.79, , 183.84, 0, 421.89, 153.41, 308.58, 115.36, 0, 312.74, 611.41, 531.53, 432.92, 407.73, 151.46, 759.15, 555.65, 402.05, 196.08, 214.24, 453.83, 457.4
P54838, 12, 348, 0.4353, 0.000159, 90, False, , 2.968, , 330.33, 0, 885.75, 2041.43, 410.73, 550.65, 0, 0, 2213.79, 507.46, 202.7, 1084.41, 559.09, 77.51, 686.25, 943.66, 474.31, 296.69, 0, 0
P54838, 382, 580, 0.4353, 0.000159, 90, False, , 2.509, , 166.09, 0, 982.77, 920.88, 0, 460.54, 180.22, 188.22, 2297.46, 0, 0, 184.71, 176.27, 574.8, 111.8, 304.35, 323.81, 58.36, 123.11, 469.82
P54839, 48, 489, 0.4001, 0.00212, 78, True, , 2.92, , 441.26, 0, 1610.54, 1267.09, 338.2, 582.16, 386.95, 295.23, 2910.99, 442.45, 129.93, 901.57, 250.98, 857.61, 335.62, 1053.77, 696.45, 220.13, 0, 253.54
P54857, 21, 320, 1.4432, 0.175356, 90, nan, mitochondrion; mitochondrion intermembrane space, 3.172, , 250.87, 0, 1330.75, 1196.38, 585.0, 289.76, 157.17, 454.01, 3634.4, 871.0, 404.68, 1047.62, 450.28, 407.56, 744.59, 408.73, 677.0, 660.25, 388.16, 569.59
P54858, 153, 234, 0.2472, 2.5e-05, 42, nan, , 2.249, , 77.48, 62.6, 830.35, 605.99, 0, 63.13, 157.5, 0, 1371.55, 273.59, 89.15, 173.51, 233.91, 315.51, 292.87, 260.49, 199.73, 0, 0, 101.85
P54860, 4, 951, 0.3127, 6.1e-05, 66, True, nucleus; cytoplasm, 2.631, , 1208.39, 88.27, 3511.66, 4605.52, 667.88, 831.39, 963.87, 558.49, 6415.97, 1047.01, 504.31, 2139.92, 1725.19, 1887.19, 2735.56, 2146.03, 1207.06, 564.5, 137.75, 753.64
P54885, 4, 434, 0.4979, 0.000354, 90, False, , 2.947, , 716.76, 92.54, 2028.22, 2243.99, 249.57, 738.56, 238.85, 524.4, 2574.62, 345.47, 79.36, 425.79, 133.92, 1012.37, 1016.21, 632.86, 610.43, 410.06, 105.84, 589.71
P54964, 54, 230, 0.4841, 0.003218, 90, False, mitochondrion, 3.094, , 719.2, 0, 496.08, 954.21, 0, 266.42, 653.67, 86.23, 966.54, 385.14, 158.38, 588.0, 390.74, 398.98, 743.73, 174.84, 132.67, 352.57, 162.5, 141.56
P54999, 18, 83, 0.4063, 0.000245, 78, False, cytoplasm; nucleus, 3.503, , 87.18, 0, 61.19, 359.07, 415.37, 171.42, 204.88, 0, 274.94, 279.12, 0, 570.75, 0, 0, 282.54, 173.44, 106.97, 150.55, 0, 267.09
P56628, 15, 107, 0.2959, 0.038109, 54, nan, cytoplasm, 2.952, , 138.26, 0, 543.55, 355.4, 0, 323.27, 0, 177.45, 991.82, 0, 0, 500.63, 0, 386.55, 278.24, 375.41, 122.23, 233.86, 147.41, 279.33
P57743, 11, 68, 0.3018, 0.000191, 54, nan, cytoplasm; nucleus, 3.071, , 94.95, 89.45, 264.44, 833.63, 271.41, 61.81, 146.82, 0, 159.24, 386.04, 136.5, 231.44, 0, 162.31, 928.25, 201.3, 0, 58.49, 0, 145.47
P60010, 8, 370, 0.3177, 0.00029, 66, False, cytoplasm; cytoskeleton, 3.036, , 457.97, 0, 1129.24, 1726.96, 147.81, 740.67, 507.85, 151.0, 1174.65, 167.74, 402.52, 202.7, 500.66, 1197.81, 836.97, 1278.82, 792.96, 393.92, 0, 197.46
P61830, 50, 124, 0.188, 0.0021, 18, True, nucleus; chromosome, 3.923, , 239.42, 0, 373.41, 617.68, 369.85, 25.64, 162.02, 503.62, 975.04, 547.3, 0, 65.71, 75.74, 473.49, 921.49, 339.21, 313.92, 214.87, 0, 144.86
P69850, 33, 81, 0.2595, 1.4e-05, 42, False, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; chromosome, 3.889, , 0, 0, 187.31, 338.47, 0, 109.53, 302.79, 400.47, 272.35, 678.86, 116.63, 129.26, 94.45, 886.25, 526.03, 336.74, 210.9, 255.78, 0, 325.8
P69852, 8, 61, 0.2895, 0.0001, 54, False, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle, 3.842, , 38.5, 61.93, 73.15, 599.36, 0, 139.94, 198.58, 186.53, 372.97, 795.04, 240.03, 404.22, 0, 661.0, 150.34, 199.88, 245.83, 185.72, 179.83, 730.03
P80210, 1, 429, 0.5642, 0.000684, 90, True, cytoplasm, 2.676, , 501.28, 0, 1635.59, 2101.51, 196.95, 1005.24, 184.72, 78.39, 3167.78, 394.44, 0, 562.83, 722.15, 713.78, 1168.55, 289.6, 846.67, 288.14, 0, 139.55
P80428, 17, 318, 0.2763, 0.000915, 54, False, nucleus, 3.074, , 501.45, 0, 1039.81, 2439.34, 434.84, 474.51, 92.1, 360.29, 1688.42, 464.85, 0, 891.44, 678.68, 367.23, 616.56, 866.05, 666.67, 400.06, 107.28, 590.82
P80428, 382, 483, 0.2763, 0.000915, 54, False, nucleus, 4.04, , 62.05, 0, 422.92, 502.54, 0, 421.6, 299.2, 465.58, 604.26, 812.87, 0, 152.26, 228.13, 264.06, 467.6, 610.9, 628.97, 412.11, 313.11, 216.73
P87262, 18, 96, 0.0806, 0.046349, 6, nan, cytoplasm, 3.813, , 402.42, 72.88, 80.8, 426.54, 122.22, 323.91, 250.59, 501.21, 1198.77, 402.86, 0, 105.48, 257.73, 324.67, 746.16, 277.91, 453.66, 172.37, 0, 135.62
P89102, 53, 135, 0.1863, 0.00056, 18, False, , 2.874, , 66.69, 0, 497.62, 450.18, 334.9, 67.79, 155.79, 187.6, 981.29, 429.25, 98.04, 825.72, 107.31, 624.37, 634.41, 386.95, 0, 171.47, 0, 514.18
P89102, 213, 412, 0.1863, 0.00056, 18, False, , 3.408, , 142.62, 102.12, 615.46, 1249.17, 765.48, 204.98, 212.68, 1007.06, 1713.53, 1554.87, 490.58, 2876.63, 79.59, 1689.9, 1152.82, 1355.02, 815.24, 259.86, 0, 595.71
P89102, 456, 553, 0.1863, 0.00056, 18, False, , 3.61, , 0, 0, 397.66, 1380.07, 403.62, 95.64, 103.27, 1073.76, 881.88, 573.8, 121.32, 526.96, 93.74, 419.58, 278.43, 527.74, 171.59, 0, 320.23, 0
P89102, 584, 959, 0.1863, 0.00056, 18, False, , 3.028, , 298.03, 0, 816.85, 1936.68, 343.02, 383.71, 310.56, 982.92, 2135.0, 694.22, 261.68, 2457.68, 712.3, 1128.63, 1368.04, 1409.0, 910.16, 330.62, 0, 481.57
P89105, 21, 927, 0.2765, 0.00098, 54, False, nucleus; nucleoplasm, 2.621, , 971.78, 48.18, 2595.42, 6728.44, 1013.69, 672.85, 1054.51, 1155.53, 9558.51, 1896.91, 661.66, 2636.48, 977.99, 2795.77, 2938.88, 1879.43, 1588.04, 805.22, 329.15, 90.44
P89886, 1, 175, 0.3441, 0.000104, 66, True, cytoplasm, 2.544, , 265.82, 0, 657.89, 1375.86, 253.79, 347.74, 207.11, 86.92, 2359.34, 69.69, 159.65, 326.36, 498.09, 79.84, 697.7, 432.91, 205.01, 77.89, 105.59, 0
Q00055, 34, 382, 0.417, 0.002278, 78, True, cytoplasm; peroxisome, 2.723, , 319.05, 55.6, 772.5, 1937.52, 224.97, 902.44, 289.59, 393.84, 1732.4, 81.02, 76.48, 894.18, 793.4, 597.41, 935.13, 345.44, 452.96, 0, 391.25, 204.2
Q00362, 6, 126, 0.3267, 0.000269, 66, False, , 3.724, , 167.31, 161.36, 678.74, 846.55, 791.97, 87.67, 124.27, 472.21, 1267.17, 717.12, 0, 707.19, 73.51, 500.5, 681.44, 257.97, 272.15, 441.15, 0, 459.11
Q00362, 176, 379, 0.3267, 0.000269, 66, False, , 2.911, , 0, 52.09, 854.85, 1310.26, 513.35, 123.05, 248.12, 699.21, 633.19, 387.73, 166.48, 1586.66, 287.59, 602.98, 574.68, 296.71, 520.07, 59.37, 0, 268.34
Q00362, 462, 523, 0.3267, 0.000269, 66, False, , 3.543, , 158.41, 0, 497.05, 103.28, 454.36, 106.46, 203.26, 423.51, 834.65, 398.62, 0, 417.83, 121.09, 203.85, 738.8, 257.98, 121.52, 0, 340.9, 198.96
Q00416, 34, 931, 0.1772, 0.000219, 18, False, nucleus, 2.696, , 1400.04, 0, 2175.47, 4163.72, 215.67, 523.46, 1397.76, 749.8, 4969.88, 1143.69, 0, 2658.91, 1821.39, 2040.63, 2271.63, 2080.38, 1579.12, 456.02, 104.32, 374.0
