UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
Q12434, 10, 200, 0.4416, 0.001401, 90, True, cytoplasm, 2.745, , 394.44, 0, 691.11, 1775.27, 476.73, 224.63, 245.21, 111.58, 1906.94, 227.44, 0, 983.76, 475.84, 176.14, 299.5, 631.26, 481.19, 216.39, 142.87, 153.44
Q12438, 116, 224, 0.1939, 0.013731, 18, nan, vacuole, 2.859, , 0, 0, 297.53, 1155.36, 0, 384.05, 119.76, 108.71, 1006.72, 312.34, 0, 206.57, 62.34, 379.45, 152.43, 274.96, 311.31, 243.57, 0, 338.06
Q12440, 12, 197, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 3.127, , 324.15, 0, 906.53, 564.23, 344.74, 43.41, 281.66, 609.98, 1078.48, 742.62, 326.01, 2110.83, 303.47, 673.69, 1253.05, 677.03, 807.41, 554.45, 0, 706.02
Q12440, 199, 415, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 2.86, , 129.44, 48.51, 908.63, 1052.55, 264.13, 128.49, 460.83, 0, 2237.56, 894.03, 286.79, 1166.03, 508.2, 313.66, 747.4, 748.85, 657.34, 237.34, 0, 221.68
Q12440, 492, 588, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 3.699, , 181.94, 68.47, 536.64, 1243.51, 669.21, 130.92, 124.3, 293.29, 715.14, 999.56, 0, 340.87, 112.5, 79.35, 514.37, 242.53, 772.22, 263.8, 158.59, 275.9
Q12440, 590, 648, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 3.99, , 179.44, 117.43, 528.31, 211.27, 418.05, 142.52, 175.75, 352.45, 688.19, 666.55, 0, 255.82, 160.33, 391.32, 295.32, 240.93, 86.65, 60.73, 149.6, 433.53
Q12440, 663, 751, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 2.585, , 204.76, 76.98, 755.25, 954.08, 84.45, 118.72, 258.04, 0, 643.91, 219.75, 153.61, 516.74, 393.57, 765.4, 132.45, 212.44, 157.48, 79.71, 0, 0
Q12440, 768, 845, 0.2167, 0.003136, 30, nan, nucleus; cytoplasm, 2.702, , 156.56, 0, 273.01, 754.25, 0, 182.32, 120.69, 258.18, 781.62, 205.78, 0, 381.83, 82.83, 248.55, 628.96, 47.39, 223.71, 126.32, 0, 120.15
Q12446, 7, 150, 0.3488, 0.00017, 66, nan, , 2.379, , 190.69, 0, 438.59, 1257.75, 87.93, 128.02, 151.41, 82.12, 1561.74, 309.67, 0, 639.41, 149.0, 617.06, 1149.72, 97.27, 130.48, 308.57, 0, 338.56
Q12447, 13, 183, 0.4065, 0.000161, 78, True, cytoplasm, 2.752, , 150.15, 0, 60.31, 1940.15, 0, 181.55, 82.02, 631.2, 1609.33, 174.25, 0, 621.07, 485.95, 472.6, 327.9, 237.04, 160.23, 71.57, 0, 0
Q12449, 7, 179, 0.3478, 0.00016, 66, True, cytoplasm, 2.591, , 171.25, 0, 878.36, 1178.66, 199.08, 295.01, 140.93, 0, 1722.04, 98.87, 0, 308.65, 293.96, 587.76, 283.88, 948.67, 205.82, 213.55, 337.16, 130.57
Q12449, 214, 344, 0.3478, 0.00016, 66, True, cytoplasm, 2.845, , 192.97, 58.81, 207.72, 758.18, 392.64, 264.93, 232.05, 0, 975.98, 209.34, 0, 369.26, 271.49, 400.34, 440.12, 458.61, 138.93, 141.92, 0, 218.66
Q12453, 11, 244, 0.1968, 0.002124, 18, True, cytoplasm, 3.21, , 308.69, 69.39, 465.6, 1344.32, 465.33, 358.12, 92.95, 398.01, 1239.66, 261.49, 0, 923.27, 563.92, 632.77, 233.62, 921.69, 301.52, 179.62, 0, 0
Q12453, 246, 545, 0.1968, 0.002124, 18, True, cytoplasm, 3.313, , 441.8, 55.49, 417.49, 1268.24, 0, 274.81, 258.89, 967.74, 1501.24, 526.66, 150.17, 1303.17, 859.68, 818.67, 826.87, 1031.89, 778.22, 373.62, 0, 230.47
Q12454, 11, 222, 0.2255, 0.000418, 30, nan, cytoplasm, 2.845, , 500.39, 0, 993.57, 1567.38, 126.94, 55.98, 177.83, 625.65, 2758.09, 242.75, 0, 940.82, 554.38, 88.35, 1866.78, 1220.09, 864.48, 743.32, 0, 297.96
Q12455, 11, 67, 0.5574, 0.004288, 90, False, , 3.47, , 98.53, 67.74, 516.73, 448.33, 253.06, 175.89, 0, 201.57, 356.46, 102.93, 0, 0, 93.07, 219.05, 368.59, 178.82, 123.47, 123.57, 128.81, 228.93
Q12455, 71, 299, 0.5574, 0.004288, 90, False, , 3.033, , 197.61, 0, 812.03, 1174.05, 256.57, 247.32, 156.7, 210.26, 1347.5, 447.74, 98.94, 527.79, 492.36, 521.71, 239.26, 583.47, 378.65, 236.0, 262.74, 0
Q12457, 160, 338, 0.2499, 0.006892, 42, nan, nucleus; nucleolus, 3.133, , 391.39, 0, 1629.49, 1475.66, 198.56, 347.45, 101.91, 802.71, 2263.2, 926.64, 0, 1207.99, 724.2, 185.26, 1256.82, 695.28, 701.49, 539.85, 135.16, 125.21
Q12457, 351, 389, 0.2499, 0.006892, 42, nan, nucleus; nucleolus, 2.504, , 33.83, 0, 160.86, 554.03, 0, 122.85, 104.67, 0, 355.12, 275.45, 109.21, 98.49, 0, 161.02, 400.37, 0, 105.94, 0, 0, 159.54
Q12457, 403, 569, 0.2499, 0.006892, 42, nan, nucleus; nucleolus, 2.565, , 278.03, 0, 729.8, 1404.15, 88.67, 247.98, 241.1, 184.52, 1450.28, 342.3, 232.54, 943.67, 478.26, 766.37, 1276.88, 713.04, 538.75, 83.93, 0, 878.31
Q12458, 7, 295, 0.4769, 0.000918, 90, True, cytoplasm, 2.761, , 279.15, 0, 1067.71, 1577.25, 0, 611.28, 219.74, 175.43, 2375.83, 192.65, 0, 795.76, 317.63, 178.15, 528.36, 299.79, 802.02, 411.15, 109.05, 0
Q12460, 7, 163, 0.0667, 0.000234, 6, False, nucleus; nucleolus, 2.937, , 380.03, 0, 467.31, 1368.65, 0, 280.13, 95.19, 224.68, 2431.68, 631.78, 0, 348.36, 343.5, 531.98, 800.71, 490.64, 156.61, 266.11, 0, 0
Q12460, 173, 293, 0.0667, 0.000234, 6, False, nucleus; nucleolus, 2.823, , 251.58, 85.98, 1057.64, 739.21, 0, 63.86, 145.8, 486.45, 414.49, 69.55, 264.72, 389.04, 103.36, 670.49, 718.92, 228.9, 176.35, 81.17, 287.05, 375.25
Q12460, 295, 442, 0.0667, 0.000234, 6, False, nucleus; nucleolus, 2.9, , 435.55, 0, 121.44, 1156.74, 121.56, 284.58, 350.62, 85.92, 1672.88, 281.18, 90.88, 659.55, 205.68, 103.84, 672.2, 375.0, 437.15, 178.6, 0, 151.69
Q12461, 5, 317, 0.4888, 0.011106, 90, False, cytoplasm, 2.655, , 239.44, 0, 1191.92, 1383.69, 104.91, 562.05, 745.34, 374.56, 1872.45, 0, 103.78, 380.16, 792.74, 285.8, 761.01, 953.98, 359.11, 174.01, 470.37, 96.07
Q12463, 3, 175, 0.396, 0.000221, 78, False, cytoplasm, 2.923, , 247.2, 0, 470.03, 1206.64, 121.12, 105.84, 388.23, 386.52, 1171.08, 206.53, 127.73, 776.44, 55.58, 678.87, 749.71, 550.18, 444.61, 251.8, 0, 0
Q12463, 177, 430, 0.396, 0.000221, 78, False, cytoplasm, 2.833, , 325.11, 54.94, 601.44, 1456.67, 121.92, 503.96, 181.59, 483.8, 1882.49, 319.49, 99.86, 1337.53, 335.36, 300.89, 1305.59, 625.5, 447.54, 207.84, 0, 299.69
Q12464, 41, 129, 0.3469, 0.000178, 66, False, nucleus; nucleoplasm, 4.245, , 553.18, 0, 111.24, 574.0, 295.04, 518.52, 0, 504.16, 957.61, 618.92, 82.79, 113.37, 196.43, 537.41, 629.91, 437.95, 346.94, 367.75, 0, 0
Q12464, 131, 236, 0.3469, 0.000178, 66, False, nucleus; nucleoplasm, 3.123, , 410.61, 0, 719.7, 866.33, 119.54, 286.38, 347.47, 372.64, 946.59, 173.23, 0, 64.31, 0, 425.72, 930.85, 188.83, 445.78, 205.3, 0, 164.31
Q12464, 241, 355, 0.3469, 0.000178, 66, False, nucleus; nucleoplasm, 3.529, , 126.19, 53.23, 592.46, 1452.9, 550.95, 355.41, 126.33, 675.62, 604.15, 316.29, 178.2, 439.43, 135.12, 208.0, 1056.52, 143.34, 653.77, 320.77, 108.15, 97.68
Q12464, 362, 444, 0.3469, 0.000178, 66, False, nucleus; nucleoplasm, 3.012, , 72.0, 0, 166.6, 1236.93, 98.12, 6.14, 0, 156.62, 802.0, 342.84, 98.61, 297.98, 0, 369.2, 522.44, 498.4, 83.28, 275.66, 0, 133.48
Q12468, 9, 246, 0.2521, 0.003888, 42, nan, nucleus; cytoplasm, 3.083, , 250.08, 0, 1369.9, 2440.15, 516.61, 412.44, 381.93, 314.69, 1825.97, 1066.62, 90.5, 853.2, 269.5, 804.68, 1396.21, 1017.67, 837.94, 380.45, 103.74, 419.12
Q12468, 259, 439, 0.2521, 0.003888, 42, nan, nucleus; cytoplasm, 3.214, , 151.37, 326.3, 1655.22, 1742.09, 1274.06, 315.72, 468.74, 769.36, 1438.15, 1199.39, 681.32, 2104.9, 111.73, 1058.48, 3187.53, 1936.89, 1584.2, 610.43, 0, 637.95
Q12472, 175, 352, 0.1384, 0.004161, 6, nan, nucleus; cytoplasm, 2.795, , 240.78, 0, 487.48, 833.19, 378.07, 161.86, 134.82, 310.75, 1449.33, 363.05, 135.82, 1463.43, 55.28, 876.88, 476.87, 456.78, 878.59, 0, 0, 470.94
Q12472, 454, 568, 0.1384, 0.004161, 6, nan, nucleus; cytoplasm, 2.857, , 325.65, 0, 334.79, 156.25, 110.07, 214.63, 392.35, 0, 742.33, 0, 0, 720.01, 423.24, 463.92, 368.94, 589.82, 332.49, 236.44, 0, 106.34
Q12472, 590, 924, 0.1384, 0.004161, 6, nan, nucleus; cytoplasm, 2.57, , 344.62, 49.01, 1011.66, 965.23, 205.93, 378.08, 1386.34, 324.25, 2808.76, 430.01, 0, 1439.39, 447.01, 1002.59, 2102.15, 1236.9, 1055.12, 239.9, 0, 686.02
Q12472, 1248, 1765, 0.1384, 0.004161, 6, nan, nucleus; cytoplasm, 2.27, , 44.3, 72.32, 2356.25, 2091.58, 252.39, 593.81, 742.42, 446.09, 4161.34, 456.55, 168.87, 2007.93, 1055.85, 972.93, 1879.87, 757.14, 1014.24, 0, 0, 1392.77
Q12480, 25, 195, 0.432, 6.9e-05, 78, True, mitochondrion matrix, 2.975, , 325.5, 0, 702.81, 865.8, 0, 175.5, 0, 190.36, 1283.61, 171.26, 0, 132.02, 381.91, 355.25, 303.06, 1054.78, 245.81, 60.51, 0, 170.11
Q12480, 227, 343, 0.432, 6.9e-05, 78, True, mitochondrion matrix, 2.78, , 358.83, 0, 823.04, 414.54, 0, 220.88, 156.59, 0, 1385.5, 166.1, 0, 531.11, 253.48, 355.74, 295.91, 123.37, 94.04, 220.63, 0, 341.7
Q12481, 21, 72, 0.2108, 9e-06, 30, nan, nucleus; nucleolus, 3.512, , 102.52, 0, 616.77, 1025.72, 341.68, 40.76, 236.02, 304.97, 1060.3, 561.73, 132.76, 281.66, 116.17, 131.67, 188.01, 392.95, 269.9, 196.34, 0, 0
Q12481, 166, 298, 0.2108, 9e-06, 30, nan, nucleus; nucleolus, 2.055, , 220.37, 0, 427.94, 1350.35, 501.02, 70.41, 406.72, 71.41, 3079.08, 264.06, 195.23, 606.88, 0, 887.26, 1766.07, 415.65, 101.72, 58.0, 0, 359.77
Q12486, 31, 78, 0.623, 0.000763, 90, True, nucleus; cytoplasm, 2.776, , 170.17, 0, 324.41, 771.9, 163.03, 55.84, 187.02, 0, 730.71, 230.94, 315.12, 125.48, 216.44, 0, 115.77, 99.83, 147.11, 0, 0, 0
Q12486, 81, 216, 0.623, 0.000763, 90, True, nucleus; cytoplasm, 2.656, , 62.7, 0, 263.05, 1234.21, 95.21, 186.65, 260.18, 83.96, 753.66, 321.28, 82.38, 463.43, 194.08, 214.25, 1027.52, 513.04, 143.15, 156.2, 0, 0
Q12487, 3, 162, 0.2004, 2.4e-05, 30, nan, mitochondrion, 3.086, , 345.97, 0, 232.57, 646.71, 304.59, 449.48, 461.95, 355.03, 2143.33, 676.27, 83.18, 320.08, 599.27, 994.0, 878.81, 670.3, 238.84, 0, 187.83, 0
Q12488, 5, 143, 0.3115, 0.061506, 66, nan, nucleus, 2.9, , 130.22, 144.5, 773.78, 676.45, 300.62, 190.24, 118.15, 0, 1413.01, 1069.38, 355.16, 1024.74, 0, 1005.35, 1074.82, 273.71, 170.37, 153.38, 142.98, 228.53
Q12488, 163, 207, 0.3115, 0.061506, 66, nan, nucleus, 2.631, , 0, 0, 305.46, 381.67, 171.1, 94.0, 0, 230.07, 374.7, 77.84, 0, 74.65, 0, 750.4, 398.65, 86.22, 0, 92.21, 0, 141.02
Q12493, 2, 181, 0.2446, 0.003464, 42, nan, chromosome; centromere; kinetochore; nucleus, 3.583, , 383.75, 0, 1224.53, 2742.14, 127.86, 268.28, 0, 778.76, 1414.74, 1785.02, 187.01, 1022.46, 159.45, 947.37, 832.25, 1049.24, 439.88, 513.58, 0, 389.16
Q12493, 183, 236, 0.2446, 0.003464, 42, nan, chromosome; centromere; kinetochore; nucleus, 3.732, , 282.69, 0, 334.2, 1090.06, 241.57, 96.47, 0, 187.97, 970.15, 443.72, 96.77, 257.25, 98.04, 0, 0, 213.6, 102.21, 146.63, 0, 106.95
Q12494, 330, 387, 0.2358, 7.6e-05, 42, nan, cytoplasm, 3.829, , 131.35, 90.62, 0, 368.93, 736.33, 166.54, 453.84, 140.69, 428.99, 387.81, 0, 480.98, 92.18, 281.25, 1276.43, 48.94, 216.46, 528.94, 148.66, 0
Q12494, 478, 555, 0.2358, 7.6e-05, 42, nan, cytoplasm, 3.361, , 185.95, 130.17, 549.28, 761.62, 424.43, 207.72, 257.69, 149.51, 477.28, 533.41, 176.37, 812.37, 328.41, 0, 897.8, 982.21, 191.3, 263.66, 0, 281.15
Q12494, 632, 672, 0.2358, 7.6e-05, 42, nan, cytoplasm, 3.726, , 0, 104.24, 186.61, 218.22, 190.24, 32.66, 644.28, 356.36, 794.38, 831.16, 178.35, 485.05, 128.71, 239.98, 0, 497.45, 0, 133.82, 0, 0
Q12494, 755, 1047, 0.2358, 7.6e-05, 42, nan, cytoplasm, 2.646, , 553.56, 0, 1518.55, 1024.69, 585.08, 151.72, 0, 144.98, 3296.65, 657.07, 327.29, 1288.69, 175.78, 250.52, 1318.69, 875.59, 535.07, 292.11, 0, 116.59
Q12495, 136, 228, 0.2043, 4.5e-05, 30, nan, nucleus, 1.967, , 449.29, 0, 0, 3204.4, 0, 0, 131.82, 112.57, 3279.71, 915.01, 0, 0, 0, 726.72, 2675.68, 101.46, 0, 99.76, 0, 0
Q12495, 250, 306, 0.2043, 4.5e-05, 30, nan, nucleus, 3.526, , 40.07, 0, 608.2, 373.97, 531.7, 115.1, 0, 75.42, 1212.89, 673.09, 0, 281.64, 118.21, 88.89, 743.96, 394.88, 223.5, 290.14, 230.6, 169.7
Q12495, 312, 396, 0.2043, 4.5e-05, 30, nan, nucleus, 3.353, , 86.74, 0, 724.34, 1061.95, 382.11, 274.54, 137.26, 130.18, 859.66, 278.69, 194.95, 330.84, 444.3, 338.49, 0, 63.68, 307.28, 362.02, 106.82, 589.87
Q12495, 528, 600, 0.2043, 4.5e-05, 30, nan, nucleus, 2.757, , 188.19, 0, 471.71, 312.35, 105.92, 175.02, 0, 169.42, 674.65, 130.02, 198.99, 606.85, 175.62, 340.73, 380.54, 190.39, 174.05, 0, 0, 90.5
Q12496, 4, 253, 0.3493, 7e-06, 66, True, , 3.135, , 149.69, 0, 742.81, 1458.1, 104.54, 196.63, 72.56, 271.19, 1979.25, 1067.71, 120.56, 798.07, 740.42, 372.84, 230.92, 459.37, 637.99, 131.94, 274.02, 322.68
Q12496, 256, 455, 0.3493, 7e-06, 66, True, , 3.071, , 175.2, 0, 1133.88, 1641.42, 188.74, 75.33, 0, 282.8, 742.1, 434.44, 100.4, 307.67, 263.31, 619.28, 553.32, 921.14, 410.05, 282.98, 146.45, 292.62
Q12496, 474, 508, 0.3493, 7e-06, 66, True, , 3.329, , 148.48, 0, 326.48, 418.54, 0, 0, 0, 202.39, 791.11, 566.9, 0, 390.82, 187.42, 154.83, 584.86, 78.9, 0, 91.83, 0, 0
Q12496, 526, 799, 0.3493, 7e-06, 66, True, , 2.988, , 482.08, 0, 746.37, 1711.1, 177.61, 284.97, 228.91, 271.81, 1725.49, 630.06, 105.51, 1465.97, 509.06, 288.35, 540.47, 737.75, 257.15, 313.29, 0, 161.12
Q12496, 801, 1021, 0.3493, 7e-06, 66, True, , 3.185, , 522.85, 182.73, 213.69, 1922.03, 293.03, 344.68, 75.87, 239.68, 574.14, 407.33, 0, 693.89, 293.14, 792.33, 374.08, 350.79, 696.9, 151.66, 0, 574.61
Q12499, 3, 152, 0.0766, 7.5e-05, 6, False, nucleus; nucleolus, 2.509, , 319.88, 0, 684.86, 848.04, 0, 208.83, 207.42, 180.98, 2912.09, 416.13, 0, 615.48, 113.29, 130.45, 308.64, 718.49, 137.76, 0, 0, 0
Q12499, 161, 275, 0.0766, 7.5e-05, 6, False, nucleus; nucleolus, 3.042, , 178.44, 0, 572.36, 1632.69, 0, 47.24, 0, 323.38, 402.29, 155.76, 434.2, 291.31, 79.78, 444.18, 402.95, 313.27, 566.62, 99.83, 292.27, 236.28
Q12499, 277, 402, 0.0766, 7.5e-05, 6, False, nucleus; nucleolus, 3.166, , 442.32, 0, 562.28, 586.09, 118.92, 377.19, 331.26, 176.22, 1316.52, 448.98, 0, 97.33, 63.15, 246.56, 962.18, 387.53, 231.69, 91.15, 0, 89.47
Q12500, 10, 182, 0.3994, 0.003535, 78, True, cytoplasm, 2.943, , 331.64, 0, 916.21, 792.49, 237.96, 312.81, 118.74, 208.77, 812.44, 185.54, 0, 702.51, 346.91, 202.16, 825.12, 441.46, 549.34, 237.96, 0, 304.34
Q12500, 184, 393, 0.3994, 0.003535, 78, True, cytoplasm, 2.778, , 37.19, 0, 938.27, 1341.75, 435.05, 202.57, 152.66, 122.98, 908.8, 487.26, 162.13, 866.61, 171.27, 855.13, 644.55, 833.06, 290.05, 219.53, 126.93, 93.67
Q12500, 395, 460, 0.3994, 0.003535, 78, True, cytoplasm, 3.13, , 0, 0, 549.0, 478.47, 0, 81.97, 100.91, 79.12, 287.98, 794.96, 0, 482.81, 55.91, 406.0, 197.84, 263.31, 72.9, 0, 113.74, 0
Q12500, 474, 547, 0.3994, 0.003535, 78, True, cytoplasm, 3.25, , 228.5, 0, 397.54, 783.75, 456.17, 142.98, 257.66, 429.98, 1545.52, 604.19, 0, 1164.12, 244.94, 713.92, 283.44, 1256.03, 205.24, 257.61, 337.74, 163.89
Q12502, 30, 269, 0.1787, 7e-06, 18, nan, golgi apparatus; cytoplasm, 3.817, , 754.21, 101.66, 353.5, 1007.56, 498.14, 352.34, 495.08, 814.21, 1824.47, 1299.97, 449.82, 1167.61, 1118.35, 211.05, 1133.62, 3979.57, 1600.67, 359.26, 0, 265.34
Q12502, 277, 559, 0.1787, 7e-06, 18, nan, golgi apparatus; cytoplasm, 3.323, , 482.92, 119.19, 1139.25, 2910.14, 179.61, 885.34, 783.3, 790.1, 2067.7, 1475.68, 359.5, 1641.75, 1843.19, 2002.7, 2041.29, 1512.06, 661.57, 1240.8, 0, 382.63
Q12504, 4, 276, 0.2997, 8.7e-05, 54, nan, nucleus, 2.103, , 38.9, 272.27, 1149.77, 3416.43, 0, 214.48, 0, 0, 1851.08, 447.75, 0, 1440.19, 465.77, 512.55, 852.83, 971.61, 490.95, 105.41, 0, 221.22
Q12504, 289, 412, 0.2997, 8.7e-05, 54, nan, nucleus, 2.507, , 391.98, 129.98, 518.59, 1458.1, 0, 188.25, 0, 109.37, 657.05, 110.82, 134.06, 600.17, 206.61, 251.5, 562.66, 54.23, 169.98, 0, 0, 285.06
Q12504, 416, 451, 0.2997, 8.7e-05, 54, nan, nucleus, 3.413, , 51.91, 0, 147.66, 495.74, 0, 80.45, 0, 0, 590.62, 385.33, 101.32, 109.46, 59.21, 171.48, 420.13, 422.66, 73.63, 213.84, 0, 0
Q12504, 453, 486, 0.2997, 8.7e-05, 54, nan, nucleus, 3.403, , 0, 156.11, 223.71, 662.5, 0, 0, 0, 320.6, 919.53, 178.66, 0, 227.06, 65.97, 0, 107.45, 186.39, 172.65, 195.04, 0, 152.55
Q12505, 6, 140, 0.1303, 0.047161, 6, nan, , 3.166, , 120.47, 0, 316.2, 499.8, 378.59, 208.36, 291.09, 252.3, 693.14, 295.89, 0, 971.77, 151.88, 605.07, 777.59, 765.74, 358.83, 246.65, 0, 461.2
Q12505, 145, 381, 0.1303, 0.047161, 6, nan, , 3.171, , 136.43, 264.98, 833.82, 882.74, 283.02, 228.55, 580.68, 285.52, 880.98, 487.28, 92.26, 890.72, 71.83, 913.28, 815.65, 624.53, 514.62, 182.29, 0, 419.22
Q12508, 2, 121, 0.276, 0.001257, 54, nan, cytoplasm, 2.879, , 98.03, 0, 582.34, 1241.89, 198.77, 0, 356.21, 411.05, 2479.55, 805.43, 0, 457.06, 90.65, 586.78, 626.5, 492.54, 190.9, 206.12, 0, 107.33
Q12508, 132, 300, 0.276, 0.001257, 54, nan, cytoplasm, 2.662, , 165.41, 0, 473.46, 1305.91, 0, 274.57, 688.17, 191.77, 1560.02, 322.11, 117.45, 1159.6, 334.88, 429.55, 148.01, 528.77, 391.87, 290.42, 0, 615.64
Q12508, 361, 415, 0.276, 0.001257, 54, nan, cytoplasm, 3.409, , 48.22, 0, 0, 370.09, 0, 76.36, 144.4, 229.79, 869.81, 0, 82.21, 213.02, 299.38, 0, 159.56, 156.47, 387.1, 221.65, 0, 93.33
Q12509, 7, 138, 0.3103, 0.000858, 66, nan, nucleus; cytoplasm, 3.377, , 73.2, 157.69, 428.39, 944.57, 684.67, 249.67, 291.5, 130.32, 1303.27, 281.85, 166.26, 170.79, 378.99, 91.87, 269.48, 527.32, 322.6, 339.69, 0, 149.66
Q12509, 140, 219, 0.3103, 0.000858, 66, nan, nucleus; cytoplasm, 3.543, , 130.76, 0, 1042.97, 507.19, 308.11, 489.46, 94.23, 686.68, 1178.3, 268.79, 151.39, 577.27, 0, 277.72, 386.96, 941.43, 388.63, 180.69, 0, 541.47
Q12509, 221, 316, 0.3103, 0.000858, 66, nan, nucleus; cytoplasm, 3.554, , 31.94, 0, 509.04, 667.81, 1073.33, 50.35, 0, 128.54, 468.68, 74.54, 90.12, 255.67, 306.9, 370.58, 240.84, 0, 326.77, 318.33, 0, 208.41
Q12509, 318, 388, 0.3103, 0.000858, 66, nan, nucleus; cytoplasm, 3.687, , 96.28, 0, 117.05, 678.81, 0, 135.17, 240.14, 450.24, 150.13, 212.55, 256.31, 461.27, 366.95, 397.96, 281.95, 271.8, 481.47, 185.09, 0, 0
Q12509, 395, 431, 0.3103, 0.000858, 66, nan, nucleus; cytoplasm, 2.837, , 101.42, 0, 221.35, 403.97, 274.0, 96.6, 203.81, 0, 463.38, 0, 127.37, 0, 76.42, 118.11, 528.07, 72.89, 156.24, 96.6, 190.43, 254.18
Q12510, 7, 113, 0.2452, 0.001994, 42, nan, nucleus; cytoplasm, 3.095, , 608.52, 0, 660.44, 589.11, 0, 295.41, 304.22, 428.54, 2673.66, 943.97, 142.51, 848.82, 515.61, 631.33, 1846.32, 666.27, 755.44, 194.54, 0, 0
Q12510, 121, 519, 0.2452, 0.001994, 42, nan, nucleus; cytoplasm, 2.278, , 327.49, 0, 2046.31, 2557.12, 0, 324.81, 255.68, 151.1, 2235.97, 338.97, 346.78, 701.54, 242.9, 1043.85, 1313.11, 555.6, 528.83, 68.9, 189.82, 532.17
Q12511, 4, 73, 0.3194, 0.002042, 66, True, mitochondrion intermembrane space, 4.125, , 241.74, 98.49, 0, 163.37, 348.48, 140.21, 346.84, 256.85, 1098.88, 838.79, 0, 154.67, 0, 484.54, 804.9, 1169.0, 870.14, 279.24, 0, 994.68
Q12511, 130, 560, 0.3194, 0.002042, 66, True, mitochondrion intermembrane space, 2.803, , 407.54, 0, 1167.12, 2329.67, 106.93, 657.06, 244.63, 389.89, 2466.12, 382.0, 242.49, 1607.75, 1401.7, 491.96, 1376.79, 1366.08, 563.44, 223.74, 0, 364.4
Q12513, 14, 112, 0.5556, 0.044242, 90, False, nucleus; cytoplasm, 2.607, , 361.34, 0, 995.73, 1255.39, 0, 328.1, 124.51, 102.48, 300.51, 102.95, 154.96, 540.68, 0, 320.86, 649.15, 357.78, 283.75, 85.65, 0, 160.4
Q12514, 4, 107, 0.1957, 5e-06, 18, False, nucleus; cytoplasm, 2.014, , 0, 0, 737.25, 882.29, 159.34, 7.82, 82.04, 0, 2318.57, 156.43, 96.7, 146.01, 89.27, 612.27, 331.31, 734.91, 225.6, 68.94, 0, 0
Q12514, 116, 210, 0.1957, 5e-06, 18, False, nucleus; cytoplasm, 1.943, , 142.16, 0, 1056.95, 1851.45, 105.8, 74.24, 78.35, 128.06, 696.79, 179.12, 0, 267.61, 221.09, 402.31, 127.87, 0, 0, 0, 0, 202.82
Q12514, 333, 390, 0.1957, 5e-06, 18, False, nucleus; cytoplasm, 3.329, , 140.81, 146.85, 365.68, 630.56, 107.36, 0, 107.58, 0, 409.74, 691.24, 182.97, 297.4, 346.5, 610.34, 304.79, 291.04, 163.51, 63.55, 118.84, 275.2
Q12514, 465, 556, 0.1957, 5e-06, 18, False, nucleus; cytoplasm, 2.96, , 120.04, 0, 338.07, 756.8, 331.12, 294.02, 108.08, 200.31, 1061.67, 107.55, 242.16, 408.18, 222.65, 141.46, 603.31, 88.68, 0, 216.36, 0, 361.67
Q12517, 4, 223, 0.1991, 0.000368, 18, nan, cytoplasm; p-body, 3.163, , 416.96, 146.52, 950.7, 1132.57, 622.31, 397.78, 200.57, 406.71, 1265.37, 609.59, 0, 2294.61, 613.03, 953.65, 699.82, 1353.98, 574.04, 618.06, 0, 764.63
Q12522, 3, 243, 0.3819, 9.9e-05, 78, True, nucleus; nucleolus; cytoplasm, 2.891, , 334.48, 0, 1078.72, 1585.45, 0, 431.57, 152.91, 290.32, 102.66, 293.43, 0, 488.2, 226.7, 1094.4, 1531.5, 753.64, 314.91, 227.15, 0, 375.97
Q12523, 118, 440, 0.3063, 2.1e-05, 66, nan, nucleus; cytoplasm, 3.428, , 862.9, 271.83, 1076.29, 1323.58, 118.44, 453.46, 469.77, 663.07, 1142.14, 651.82, 475.3, 597.42, 877.21, 1022.26, 893.46, 1725.38, 704.04, 447.96, 135.5, 609.06
Q12523, 468, 521, 0.3063, 2.1e-05, 66, nan, nucleus; cytoplasm, 3.649, , 138.79, 118.07, 0, 307.87, 140.29, 96.55, 0, 198.7, 879.16, 501.96, 310.53, 862.37, 198.48, 392.46, 465.61, 214.49, 352.11, 270.18, 158.1, 0
Q12524, 4, 337, 0.2627, 5.6e-05, 54, nan, peroxisome, 2.626, , 207.21, 61.49, 958.87, 1876.01, 467.65, 579.4, 412.88, 257.88, 2528.61, 235.62, 103.86, 836.15, 411.55, 648.05, 1752.49, 782.17, 293.15, 222.59, 0, 363.08
