Q96R72	gene_name:OR4K3
Q92830	gene_name:KAT2A
Q96KK3	gene_name:KCNS1
O75600	gene_name:GCAT
Q9UNX9	gene_name:KCNJ14
P31321	gene_name:PRKAR1B
P13861	gene_name:PRKAR2A
Q9BYQ5	gene_name:KRTAP4-6
Q02156	gene_name:PRKCE
Q9NQ69	gene_name:LHX9
Q5T5A8	gene_name:LCE3C
Q5T871	gene_name:LELP1
Q16787	gene_name:LAMA3
Q5TA78	gene_name:LCE4A
Q7Z429	gene_name:GRINA
Q68G75	gene_name:LEMD1
Q9HBL6	gene_name:LRTM1
Q8N423	gene_name:LILRB2
P01700	gene_name:IGLV1-47
P01706	gene_name:IGLV2-11
P01714	gene_name:IGLV3-19
Q6DN12	gene_name:MCTP2
Q02779	gene_name:MAP3K10
P51608	gene_name:MECP2
P80192	gene_name:MAP3K9
Q99750	gene_name:MDFI
Q6ZWT7	gene_name:MBOAT2
Q9Y2X3	gene_name:NOP58
Q08AI8	gene_name:MAB21L4
P11226	gene_name:MBL2
O75354	gene_name:ENTPD6
O15371	gene_name:EIF3D
A6NNW6	gene_name:ENO4
Q9NPA8	gene_name:ENY2
Q15303	gene_name:ERBB4
Q96KT0	gene_name:FAM167A-AS1
O95718	gene_name:ESRRB
Q96Q35	gene_name:FLACC1
A6NNH2	gene_name:FAM90A27P
Q8N5Q1	gene_name:FAM71E2
Q96MK3	gene_name:FAM20A
Q6GMR7	gene_name:FAAH2
Q9UKR5	gene_name:ERG28
Q8IZU0	gene_name:FAM9B
Q7L0X2	gene_name:ERICH6
Q8IZU1	gene_name:FAM9A
Q969W3	gene_name:FAM104A
Q9NY74	gene_name:ETAA1
O00423	gene_name:EML1
A6NL82	gene_name:FAM183A
Q5SY85	gene_name:FAM201A
Q8IXS8	gene_name:FAM126B
O75616	gene_name:ERAL1
A0A1B0GVZ2	gene_name:FAM240B
P49326	gene_name:FMO5
Q06828	gene_name:FMOD
O95677	gene_name:EYA4
Q8N3X1	gene_name:FNBP4
P37268	gene_name:FDFT1
Q5XX13	gene_name:FBXW10
Q9NWN3	gene_name:FBXO34
P49771	gene_name:FLT3LG
Q8NFU4	gene_name:FDCSP
O75949	gene_name:FAM155B
Q6P4F1	gene_name:FUT10
Q9BUM1	gene_name:G6PC3
P54803	gene_name:GALC
Q9UJU5	gene_name:FOXD3
Q9NQT6	gene_name:FSCN3
Q9Y3Q4	gene_name:HCN4
P46439	gene_name:GSTM5
Q2KHT4	gene_name:GSG1
Q96A08	gene_name:H2BC1
P16403	gene_name:H1-2
Q9BYQ9	gene_name:KRTAP4-8
P0C0S8	gene_name:H2AC11
Q7L7L0	gene_name:H2AW
Q7Z2K8	gene_name:GPRIN1
Q96D42	gene_name:HAVCR1
Q96CS2	gene_name:HAUS1
Q9H2X6	gene_name:HIPK2
Q9UII4	gene_name:HERC5
Q9NRV9	gene_name:HEBP1
P83110	gene_name:HTRA3
Q6NT76	gene_name:HMBOX1
Q96RW7	gene_name:HMCN1
O00198	gene_name:HRK
P0CJ70	gene_name:MTRNR2L3
Q15056	gene_name:EIF4H
Q96T52	gene_name:IMMP2L
A6NNB3	gene_name:IFITM5
P01344	gene_name:IGF2
Q8NI17	gene_name:IL31RA
Q9UHA7	gene_name:IL36A
P29459	gene_name:IL12A
P14902	gene_name:IDO1
P17936	gene_name:IGFBP3
Q5VZ66	gene_name:JAKMIP3
P05107	gene_name:ITGB2
Q8IXL9	gene_name:IQCF2
Q6A163	gene_name:KRT39
O14713	gene_name:ITGB1BP1
Q1W4C9	gene_name:SPINK13
Q86YT9	gene_name:JAML
Q96P70	gene_name:IPO9
P48544	gene_name:KCNJ5
Q9UKR0	gene_name:KLK12
P60329	gene_name:KRTAP12-4
Q8N6Q8	gene_name:METTL25
Q8N344	gene_name:MIER2
Q9GZY8	gene_name:MFF
Q7Z3U7	gene_name:MON2
Q9H867	gene_name:VCPKMT
Q7L5Y1	gene_name:ENOSF1
P19957	gene_name:PI3
P29322	gene_name:EPHA8
Q9NU53	gene_name:GINM1
Q5VTD9	gene_name:GFI1B
Q9UBU3	gene_name:GHRL
Q9NP62	gene_name:GCM1
Q8WXD5	gene_name:GEMIN6
P15586	gene_name:GNS
Q96IK5	gene_name:GMCL1
H3BSY2	gene_name:GOLGA8M
Q8N6U8	gene_name:GPR161
Q99678	gene_name:GPR20
Q96NT3	gene_name:GUCD1
Q12849	gene_name:GRSF1
Q9UBP9	gene_name:GULP1
P09210	gene_name:GSTA2
Q9H4Y5	gene_name:GSTO2
Q9Y2Q3	gene_name:GSTK1
Q9BSH5	gene_name:HDHD3
Q9H6D7	gene_name:HAUS4
O75146	gene_name:HIP1R
A0A0C4DH30	gene_name:IGHV3-16
A0A0B4J1V6	gene_name:IGHV3-73
A6NJ69	gene_name:IGIP
P01877	gene_name:IGHA2
Q8N5X7	gene_name:EIF4E3
A1L1A6	gene_name:IGSF23
Q6UXL0	gene_name:IL20RB
Q9NPF7	gene_name:IL23A
Q9UHF4	gene_name:IL20RA
P18510	gene_name:IL1RN
O14645	gene_name:DNALI1
Q9UQF2	gene_name:MAPK8IP1
Q15652	gene_name:JMJD1C
Q8IYS2	gene_name:KIAA2013
B3KU38	gene_name:IQCJ-SCHIP1
O60674	gene_name:JAK2
Q9H9V9	gene_name:JMJD4
Q75QN2	gene_name:INTS8
Q969F8	gene_name:KISS1R
P08476	gene_name:INHBA
P51460	gene_name:INSL3
Q96T92	gene_name:INSM2
Q96CT2	gene_name:KLHL29
Q9Y4H2	gene_name:IRS2
O00522	gene_name:KRIT1
Q9BYS1	gene_name:KRTAP1-5
Q693B1	gene_name:KCTD11
Q96SI1	gene_name:KCTD15
Q68CQ1	gene_name:MROH7
P23352	gene_name:ANOS1
Q9P0J7	gene_name:KCMF1
Q8TAF5	gene_name:FLVCR1-DT
Q9NPC1	gene_name:LTB4R2
Q14210	gene_name:LY6D
Q6IAA8	gene_name:LAMTOR1
Q8NHL6	gene_name:LILRB1
Q6PI73	gene_name:LILRA6
Q6ZMQ8	gene_name:AATK
Q6UWN0	gene_name:LYPD4
O14770	gene_name:MEIS2
Q96JQ5	gene_name:MS4A4A
Q96HR3	gene_name:MED30
A6NDR6	gene_name:MEIS3P1
Q96JA4	gene_name:MS4A14
P08183	gene_name:ABCB1
Q6PJG2	gene_name:MIDEAS
Q96T53	gene_name:MBOAT4
Q9UBF1	gene_name:MAGEC2
P48740	gene_name:MASP1
Q8WWC4	gene_name:MAIP1
Q14696	gene_name:MESD
Q9H8M7	gene_name:MINDY3
Q969V6	gene_name:MRTFA
Q9P0P8	gene_name:MTRES1
Q13613	gene_name:MTMR1
P49914	gene_name:MTHFS
P42285	gene_name:MTREX
Q9UKN1	gene_name:MUC12
Q8N684	gene_name:CPSF7
P57737	gene_name:CORO7
Q6JBY9	gene_name:RCSD1
Q14118	gene_name:DAG1
Q6IQ26	gene_name:DENND5A
Q9UMR2	gene_name:DDX19B
P19113	gene_name:HDC
Q96HY6	gene_name:DDRGK1
Q92841	gene_name:DDX17
Q5VTH9	gene_name:DNAI4
Q9Y222	gene_name:DMTF1
P49366	gene_name:DHPS
Q96M86	gene_name:DNHD1
O60884	gene_name:DNAJA2
Q8WW22	gene_name:DNAJA4
Q9UBC3	gene_name:DNMT3B
P13765	gene_name:HLA-DOB
Q8NF50	gene_name:DOCK8
Q9BZ29	gene_name:DOCK9
Q9Y2E4	gene_name:DIP2C
Q07687	gene_name:DLX2
Q9NR33	gene_name:POLE4
Q8NBI3	gene_name:DRAXIN
Q9NP87	gene_name:POLM
O75822	gene_name:EIF3J
P54851	gene_name:EMP2
P49770	gene_name:EIF2B2
Q96EB1	gene_name:ELP4
P15976	gene_name:GATA1
O60353	gene_name:FZD6
P04062	gene_name:GBA
Q6ZNW5	gene_name:GDPGP1
Q9BZE0	gene_name:GLIS2
P62879	gene_name:GNB2
Q9H0R8	gene_name:GABARAPL1
Q96CN9	gene_name:GCC1
P36915	gene_name:GNL1
P48169	gene_name:GABRA4
Q14409	gene_name:GK3P
Q5JWF2	gene_name:GNAS
Q9BXC1	gene_name:GPR174
Q6DWJ6	gene_name:GPR139
Q8TBA6	gene_name:GOLGA5
P78347	gene_name:GTF2I
Q8TAA5	gene_name:GRPEL2
Q96HH9	gene_name:GRAMD2B
Q701N4	gene_name:KRTAP5-2
Q7Z4V5	gene_name:HDGFL2
P36551	gene_name:CPOX
Q02575	gene_name:NHLH1
Q96QV1	gene_name:HHIP
B2RPK0	gene_name:HMGB1P1
Q9Y4D8	gene_name:HECTD4
P31270	gene_name:HOXA11
P28358	gene_name:HOXD10
P01768	gene_name:IGHV3-30
A0A0B4J1V1	gene_name:IGHV3-21
A0A075B6R2	gene_name:IGHV4-4
Q9NP08	gene_name:HMX1
P34931	gene_name:HSPA1L
P07910	gene_name:HNRNPC
Q96PD4	gene_name:IL17F
Q9Y6M1	gene_name:IGF2BP2
Q9UBC1	gene_name:NFKBIL1
Q9NPH9	gene_name:IL26
P35225	gene_name:IL13
O75054	gene_name:IGSF3
P22301	gene_name:IL10
Q9H665	gene_name:IGFLR1
P24593	gene_name:IGFBP5
Q9H1B7	gene_name:IRF2BPL
Q6UXV1	gene_name:IZUMO2
P02538	gene_name:KRT6A
P13647	gene_name:KRT5
Q68E01	gene_name:INTS3
Q15058	gene_name:KIF14
Q8IXV7	gene_name:KLHDC8B
P48549	gene_name:KCNJ3
A8MYU2	gene_name:KCNU1
Q7Z4W3	gene_name:KRTAP19-3
A8MX34	gene_name:KRTAP29-1
P41229	gene_name:KDM5C
Q9BQ66	gene_name:KRTAP4-12
Q12791	gene_name:KCNMA1
Q9BQE6	gene_name:LBHD1
O00515	gene_name:LAD1
Q8NC54	gene_name:KCT2
Q52LA3	gene_name:LIN52
O95278	gene_name:EPM2A
Q96A84	gene_name:EMID1
P51114	gene_name:FXR1
Q9UF56	gene_name:FBXL17
Q12950	gene_name:FOXD4
Q96CU9	gene_name:FOXRED1
P32314	gene_name:FOXN2
P15407	gene_name:FOSL1
Q8IVV7	gene_name:GID4
E5RQL4	gene_name:FTCDNL1
P08151	gene_name:GLI1
Q9NXN4	gene_name:GDAP2
P63211	gene_name:GNGT1
Q9H0R5	gene_name:GBP3
Q92947	gene_name:GCDH
P31644	gene_name:GABRA5
Q96P66	gene_name:GPR101
Q9H2G9	gene_name:BLZF1
Q8TED1	gene_name:GPX8
X6R8D5	gene_name:GUCA1ANB
Q8TD20	gene_name:SLC2A12
P14317	gene_name:HCLS1
Q9NRM0	gene_name:SLC2A9
O15303	gene_name:GRM6
Q9HCP6	gene_name:HHATL
Q15751	gene_name:HERC1
P04233	gene_name:CD74
P48723	gene_name:HSPA13
P04553	gene_name:PRM1
P0DP07	gene_name:IGHV4-31
A0A087WSY4	gene_name:IGHV4-30-2
A0A0C4DH42	gene_name:IGHV3-66
P0C7T4	gene_name:HMSD
Q8NCD3	gene_name:HJURP
Q8IZT8	gene_name:HS3ST5
Q14527	gene_name:HLTF
P0CJ68	gene_name:MTRNR2L1
Q9P2W1	gene_name:PSMC3IP
Q9BYX4	gene_name:IFIH1
Q12906	gene_name:ILF3
Q9NV31	gene_name:IMP3
Q96FT9	gene_name:IFT43
Q14213	gene_name:EBI3
Q13907	gene_name:IDI1
Q7Z4Q2	gene_name:HEATR3
Q9P2H3	gene_name:IFT80
P52292	gene_name:KPNA2
Q96F46	gene_name:IL17RA
Q6NSI8	gene_name:KIAA1841
Q5TCS8	gene_name:AK9
Q9NV88	gene_name:INTS9
Q14003	gene_name:KCNC3
P10721	gene_name:KIT
Q9UIL4	gene_name:KIF25
Q3LI62	gene_name:KRTAP20-4
Q9NS61	gene_name:KCNIP2
Q9BQ13	gene_name:KCTD14
Q9P2E2	gene_name:KIF17
Q9BYR3	gene_name:KRTAP4-4
Q9BYR9	gene_name:KRTAP2-4
Q8NFY9	gene_name:KBTBD8
Q9HAP6	gene_name:LIN7B
Q6JVE5	gene_name:LCN12
Q8IV20	gene_name:LACC1
Q9NRM7	gene_name:LATS2
Q5T5B0	gene_name:LCE3E
P41159	gene_name:LEP
Q2I0M4	gene_name:LRRC26
Q8N4P6	gene_name:LRRC71
B2RXH2	gene_name:KDM4E
O75096	gene_name:LRP4
Q14114	gene_name:LRP8
Q9ULH4	gene_name:LRFN2
A4D1F6	gene_name:LRRD1
Q32MZ4	gene_name:LRRFIP1
Q5S007	gene_name:LRRK2
Q643R3	gene_name:LPCAT4
Q9Y6Y9	gene_name:LY96
O95868	gene_name:LY6G6D
Q96Q04	gene_name:LMTK3
Q00325	gene_name:SLC25A3
P08118	gene_name:MSMB
Q13496	gene_name:MTM1
P04732	gene_name:MT1E
Q7Z5P9	gene_name:MUC19
Q7L1T6	gene_name:CYB5R4
Q9Y3Q0	gene_name:NAALAD2
P54849	gene_name:EMP1
P15502	gene_name:ELN
Q03828	gene_name:EVX2
Q05BU3	gene_name:FAM86JP
P24390	gene_name:KDELR1
Q4G0M1	gene_name:ERFE
Q4VXF1	gene_name:FAM74A3
Q6ZV65	gene_name:FAM47E
O14944	gene_name:EREG
P41212	gene_name:ETV6
Q9NYF3	gene_name:FAM53C
Q9NVM1	gene_name:EVA1B
Q96BQ1	gene_name:FAM3D
O00757	gene_name:FBP2
Q8NEG4	gene_name:FAM83F
Q9BQN1	gene_name:FAM83C
A0FGR9	gene_name:ESYT3
A6NE01	gene_name:FAM186A
Q1W6H9	gene_name:FAM110C
Q9NTX9	gene_name:FAM217B
Q9H8W3	gene_name:FAM204A
Q8NHP7	gene_name:EXD1
O95208	gene_name:EPN2
A6NKX1	gene_name:FAM223B
Q96GL9	gene_name:FAM163A
Q96KS9	gene_name:FAM167A
Q9BTA0	gene_name:FAM167B
Q92800	gene_name:EZH1
P0DSO1	gene_name:FAM246C
Q96HJ9	gene_name:FMC1
Q8IVF7	gene_name:FMNL3
Q99504	gene_name:EYA3
Q9NWM8	gene_name:FKBP14
O75344	gene_name:FKBP6
O94952	gene_name:FBXO21
Q969H0	gene_name:FBXW7
Q92562	gene_name:FIG4
Q6ZNL6	gene_name:FGD5
Q92915	gene_name:FGF14
P09958	gene_name:FURIN
Q9BWH2	gene_name:FUNDC2
Q9BZ68	gene_name:FRMD8P1
Q9BYC5	gene_name:FUT8
Q6P050	gene_name:FBXL22
Q13066	gene_name:GAGE2B
Q9UKT6	gene_name:FBXL21P
P63126	gene_name:ERVK-9
Q12947	gene_name:FOXF2
P23769	gene_name:GATA2
Q9NPG1	gene_name:FZD3
O43559	gene_name:FRS3
Q8WWB7	gene_name:GLMP
P23378	gene_name:GLDC
Q8ND71	gene_name:GIMAP8
Q7Z4J2	gene_name:GLT6D1
Q99819	gene_name:ARHGDIG
P33402	gene_name:GUCY1A2
Q14642	gene_name:INPP5A
O00358	gene_name:FOXE1
Q13461	gene_name:FOXE3
A6NMD2	gene_name:GOLGA8J
Q5T7V8	gene_name:GORAB
O00461	gene_name:GOLIM4
Q9UHW5	gene_name:GPN3
Q9UPC5	gene_name:GPR34
Q9BY41	gene_name:HDAC8
Q9P0M6	gene_name:MACROH2A2
Q4G0G2	gene_name:H1-10-AS1
P81172	gene_name:HAMP
P00738	gene_name:HP
Q86YV9	gene_name:HPS6
P35452	gene_name:HOXD12
O43719	gene_name:HTATSF1
Q8NHY5	gene_name:HUS1B
Q16082	gene_name:HSPB2
Q9NP66	gene_name:HMG20A
Q9NSC5	gene_name:HOMER3
Q96S86	gene_name:HAPLN3
Q01628	gene_name:IFITM3
O75330	gene_name:HMMR
Q8IY31	gene_name:IFT20
Q9UHD0	gene_name:IL19
A0AVF1	gene_name:TTC26
P25963	gene_name:NFKBIA
P08700	gene_name:IL3
P22304	gene_name:IDS
Q9Y6W8	gene_name:ICOS
Q96ID5	gene_name:IGSF21
Q8N0W5	gene_name:IQCK
Q8WWA0	gene_name:ITLN1
Q14CN4	gene_name:KRT72
Q9ULL0	gene_name:KIAA1210
Q9NQS7	gene_name:INCENP
Q96PE3	gene_name:INPP4A
Q9H0H3	gene_name:KLHL25
Q9NPH2	gene_name:ISYNA1
P78414	gene_name:IRX1
Q8IYD2	gene_name:KLHDC8A
O15066	gene_name:KIF3B
Q14722	gene_name:KCNAB1
P43628	gene_name:KIR2DL3
Q92831	gene_name:KAT2B
Q9BR39	gene_name:JPH2
Q5HYC2	gene_name:KIAA2026
P13645	gene_name:KRT10
Q9Y6F6	gene_name:IRAG1
B1AKI9	gene_name:ISM1
Q1A5X6	gene_name:IQCJ
Q5XKE5	gene_name:KRT79
O95373	gene_name:IPO7
P14316	gene_name:IRF2
Q5JSQ8	gene_name:KHDC1L
Q9UJ90	gene_name:KCNE5
Q14954	gene_name:KIR2DS1
Q96S38	gene_name:RPS6KC1
O95251	gene_name:KAT7
Q9BYQ2	gene_name:KRTAP9-4
Q86U70	gene_name:LDB1
P18428	gene_name:LBP
Q9BYQ0	gene_name:KRTAP9-8
Q3B8N2	gene_name:LGALS9B
Q96PB8	gene_name:LRRC3B
O75427	gene_name:LRCH4
Q3SXY7	gene_name:LRIT3
P09848	gene_name:LCT
Q6UX01	gene_name:LMBR1L
P11150	gene_name:LIPC
A0A075B6J2	gene_name:IGLV2-33
P04211	gene_name:IGLV7-43
O43148	gene_name:RNMT
Q99705	gene_name:MCHR1
Q99683	gene_name:MAP3K5
Q86UD3	gene_name:MARCHF3
Q96M61	gene_name:MAGEB18
O75586	gene_name:MED6
Q3KP22	gene_name:MAJIN
A0A1B0GVZ6	gene_name:MBD3L2B
Q7L5Y9	gene_name:MAEA
Q8TC57	gene_name:M1AP
O75951	gene_name:LYZL6
Q9ULX9	gene_name:MAFF
P43360	gene_name:MAGEA6
O15481	gene_name:MAGEB4
Q9UPY8	gene_name:MAPRE3
O76050	gene_name:NEURL1
Q9BR09	gene_name:NEURL2
Q96EH8	gene_name:NEURL3
P51843	gene_name:NR0B1
P49279	gene_name:SLC11A1
O60500	gene_name:NPHS1
Q9BYT8	gene_name:NLN
O75200	gene_name:NPIPB7
Q75NE6	gene_name:MIR17HG
P03971	gene_name:AMH
Q641Q3	gene_name:METRNL
P16455	gene_name:MGMT
Q9UL63	gene_name:MKLN1
Q9HCE5	gene_name:METTL14
Q9Y5R2	gene_name:MMP24
P08581	gene_name:MET
Q6ZSS7	gene_name:MFSD6
O43451	gene_name:MGAM
Q15777	gene_name:MPPED2
P0DKB6	gene_name:MPC1L
Q15014	gene_name:MORF4L2
Q9UJG1	gene_name:MOSPD1
Q99547	gene_name:MPHOSPH6
Q86WG5	gene_name:SBF2
Q9BYG7	gene_name:MRO
Q86U44	gene_name:METTL3
Q15746	gene_name:MYLK
P12525	gene_name:MYCLP1
O60361	gene_name:NME2P1
O00160	gene_name:MYO1F
Q9UM54	gene_name:MYO6
P16435	gene_name:POR
A0A087WUL8	gene_name:NBPF19
P13535	gene_name:MYH8
Q8NCQ3	gene_name:LINC00301
Q9NPP4	gene_name:NLRC4
P0C0P6	gene_name:NPS
Q9NX14	gene_name:NDUFB11
Q8NG41	gene_name:NPB
O95139	gene_name:NDUFB6
O00590	gene_name:ACKR2
O94929	gene_name:ABLIM3
P02760	gene_name:AMBP
O14862	gene_name:AIM2
Q9UKB5	gene_name:AJAP1
P05091	gene_name:ALDH2
O43823	gene_name:AKAP8
Q9UL18	gene_name:AGO1
O95394	gene_name:PGM3
Q5VUY0	gene_name:AADACL3
P48960	gene_name:ADGRE5
Q9UKU0	gene_name:ACSL6
O00253	gene_name:AGRP
P63261	gene_name:ACTG1
Q13015	gene_name:MLLT11
O43506	gene_name:ADAM20
Q9HBW9	gene_name:ADGRL4
Q8IUX7	gene_name:AEBP1
Q6IWH7	gene_name:ANO7
Q8N9V6	gene_name:ANKRD53
Q8IVW6	gene_name:ARID3B
Q49B96	gene_name:COX19
Q8NI60	gene_name:COQ8A
Q86YQ8	gene_name:CPNE8
P49747	gene_name:COMP
Q9Y6A2	gene_name:CYP46A1
P52943	gene_name:CRIP2
Q16850	gene_name:CYP51A1
Q8N1N5	gene_name:CRIPAK
A5YM72	gene_name:CARNS1
P58512	gene_name:LINC01547
Q2VPK5	gene_name:CTU2
Q4LDR2	gene_name:CTXN3
P59037	gene_name:LINC00313
Q8WYA6	gene_name:CTNNBL1
P35221	gene_name:CTNNA1
Q86UF2	gene_name:CTAGE6
Q15438	gene_name:CYTH1
Q9H2H0	gene_name:CXXC4
P59861	gene_name:DEFB131A
O75064	gene_name:DENND4B
P53355	gene_name:DAPK1
Q9UIK4	gene_name:DAPK2
Q96NX9	gene_name:DACH2
Q92564	gene_name:DCUN1D4
Q8IXT1	gene_name:DDIAS
Q8TDD1	gene_name:DDX54
A6NGE4	gene_name:DCAF8L1
Q5H9U9	gene_name:DDX60L
Q8WV16	gene_name:DCAF4
Q15392	gene_name:DHCR24
Q9NZJ0	gene_name:DTL
Q8WTR2	gene_name:DUSP19
Q96F86	gene_name:EDC3
Q69384	gene_name:ERVK-6
Q9BV81	gene_name:EMC6
P43026	gene_name:GDF5
P31150	gene_name:GDI1
P50395	gene_name:GDI2
O95395	gene_name:GCNT3
Q9BX10	gene_name:GTPBP2
P49841	gene_name:GSK3B
Q14831	gene_name:GRM7
Q9NVX0	gene_name:HAUS2
Q96HZ4	gene_name:HES6
P20155	gene_name:SPINK2
Q6DN90	gene_name:IQSEC1
Q96ST2	gene_name:IWS1
Q08881	gene_name:ITK
O95965	gene_name:ITGBL1
Q9UL03	gene_name:INTS6
Q9H2U2	gene_name:PPA2
Q9Y6H6	gene_name:KCNE3
O95600	gene_name:KLF8
O95239	gene_name:KIF4A
P60014	gene_name:KRTAP10-10
A0A087WTH5	gene_name:KCNE1B
P56696	gene_name:KCNQ4
O60282	gene_name:KIF5C
Q16773	gene_name:KYAT1
Q9BYQ6	gene_name:KRTAP4-11
Q92743	gene_name:HTRA1
Q9P0W2	gene_name:HMG20B
O75031	gene_name:HSF2BP
Q05925	gene_name:EN1
Q95460	gene_name:MR1
P31943	gene_name:HNRNPH1
Q3SXM5	gene_name:HSDL1
P10915	gene_name:HAPLN1
Q86YZ3	gene_name:HRNR
Q6K0P9	gene_name:PYHIN1
P0CJ75	gene_name:MTRNR2L8
P09601	gene_name:HMOX1
P01566	gene_name:IFNA10
Q96M15	gene_name:IGF2BP2-AS1
Q01113	gene_name:IL9R
P31785	gene_name:IL2RG
Q6ZVW7	gene_name:IL17REL
P18065	gene_name:IGFBP2
Q14602	gene_name:ID2B
O43301	gene_name:HSPA12A
Q8TD10	gene_name:MIPOL1
Q9H0C8	gene_name:ILKAP
P28356	gene_name:HOXD9
P51553	gene_name:IDH3G
Q9BUN1	gene_name:MENT
O60268	gene_name:KIAA0513
Q6PHW0	gene_name:IYD
P35900	gene_name:KRT20
O43736	gene_name:ITM2A
P48200	gene_name:IREB2
O95678	gene_name:KRT75
Q8NI77	gene_name:KIF18A
Q99706	gene_name:KIR2DL4
Q9Y2K7	gene_name:KDM2A
Q8N9T8	gene_name:KRI1
Q14952	gene_name:KIR2DS3
Q8IU85	gene_name:CAMK1D
P03952	gene_name:KLKB1
Q86UP2	gene_name:KTN1
Q3LI72	gene_name:KRTAP19-5
Q9BYT5	gene_name:KRTAP2-2
O14686	gene_name:KMT2D
A6NM11	gene_name:LRRC37A2
Q6ZUX7	gene_name:LHFPL2
Q9BYE3	gene_name:LCE3D
Q1L5Z9	gene_name:LONRF2
Q0VAA2	gene_name:LRRC74A
Q96CX6	gene_name:LRRC58
Q15722	gene_name:LTB4R
Q14766	gene_name:LTBP1
Q6UXK5	gene_name:LRRN1
Q9HBG7	gene_name:LY9
P29376	gene_name:LTK
P54317	gene_name:PNLIPRP2
P29536	gene_name:LMOD1
Q92539	gene_name:LPIN2
P01229	gene_name:LHB
Q8WWI1	gene_name:LMO7
Q96RN5	gene_name:MED15
A0JLT2	gene_name:MED19
Q96KG7	gene_name:MEGF10
O95460	gene_name:MATN4
Q9UGB7	gene_name:MIOX
Q9H2W2	gene_name:MIXL1
O00566	gene_name:MPHOSPH10
Q7L1V2	gene_name:MON1B
Q9NYP9	gene_name:MIS18A
Q13163	gene_name:MAP2K5
O94776	gene_name:MTA2
Q8IXL7	gene_name:MSRB3
O15069	gene_name:NACAD
Q15113	gene_name:PCOLCE
Q15274	gene_name:QPRT
Q96EZ4	gene_name:MYEOV
O00159	gene_name:MYO1C
Q8N660	gene_name:NBPF15
P61601	gene_name:NCALD
Q13772	gene_name:NCOA4
Q9ULX3	gene_name:NOB1
Q8N987	gene_name:NECAB1
Q9C002	gene_name:NMES1
Q99457	gene_name:NAP1L3
Q5H8A3	gene_name:NMS
Q9Y4Z2	gene_name:NEUROG3
Q6T4R5	gene_name:NHS
E5RHQ5	gene_name:NPIPB11
Q9NXB9	gene_name:ELOVL2
Q9BX51	gene_name:GGTLC1
Q9Y223	gene_name:GNE
P35573	gene_name:AGL
P06396	gene_name:GSN
Q8N8V2	gene_name:GBP7
P34896	gene_name:SHMT1
P32456	gene_name:GBP2
P09471	gene_name:GNAO1
P02724	gene_name:GYPA
P68431	gene_name:H3C1
O15379	gene_name:HDAC3
Q9UQL6	gene_name:HDAC5
Q9BYW1	gene_name:SLC2A11
P34947	gene_name:GRK5
Q8IYU2	gene_name:HACE1
P10746	gene_name:UROS
Q9NQE9	gene_name:HINT3
O95714	gene_name:HERC2
A8MVW5	gene_name:HEPACAM2
Q8NDA2	gene_name:HMCN2
Q9UGU5	gene_name:HMGXB4
Q15651	gene_name:HMGN3
Q12894	gene_name:IFRD2
Q9NWB7	gene_name:IFT57
Q8NDH6	gene_name:ICA1L
Q96LU5	gene_name:IMMP1L
Q9H293	gene_name:IL25
P05362	gene_name:ICAM1
P0DOX8	gene_name:IGL1_HUMAN
P32927	gene_name:CSF2RB
Q14627	gene_name:IL13RA2
Q9UKS7	gene_name:IKZF2
Q16270	gene_name:IGFBP7
P08833	gene_name:IGFBP1
Q8NFU5	gene_name:IPMK
Q8N5M9	gene_name:JAGN1
Q9NVH2	gene_name:INTS7
Q9H511	gene_name:KLHL31
Q6TDP4	gene_name:KLHL17
Q587J8	gene_name:KHDC3L
P06870	gene_name:KLK1
Q9Y2U9	gene_name:KLHDC2
O75037	gene_name:KIF21B
Q68DU8	gene_name:KCTD16
P60372	gene_name:KRTAP10-4
A6NCN2	gene_name:KRT87P
Q13751	gene_name:LAMB3
P55268	gene_name:LAMB2
Q15334	gene_name:LLGL1
A8MZ59	gene_name:LEUTX
O14782	gene_name:KIF3C
Q86X40	gene_name:LRRC28
Q5SZI1	gene_name:LDLRAD2
Q8NAA5	gene_name:LRRC75A
Q9H2I8	gene_name:LRMDA
O43504	gene_name:LAMTOR5
Q08397	gene_name:LOXL1
Q96NI6	gene_name:LRFN5
Q9HBW0	gene_name:LPAR2
O94898	gene_name:LRIG2
Q9BQD3	gene_name:KXD1
Q96JM7	gene_name:L3MBTL3
O95867	gene_name:LY6G6C
Q9Y4Z0	gene_name:LSM4
Q8N6C8	gene_name:LILRA3
Q8TAP4	gene_name:LMO3
Q07820	gene_name:MCL1
Q99759	gene_name:MAP3K3
Q9H204	gene_name:MED28
Q9H2W1	gene_name:MS4A6A
P40925	gene_name:MDH1
Q96L34	gene_name:MARK4
Q9Y5Y7	gene_name:LYVE1
Q9UJH8	gene_name:METRN
Q86W50	gene_name:METTL16
Q13615	gene_name:MTMR3
A6NDL7	gene_name:METTL21EP
Q8N387	gene_name:MUC15
P28330	gene_name:ACADL
Q9BYF1	gene_name:ACE2
O75027	gene_name:ABCB7
Q09428	gene_name:ABCC8
P30542	gene_name:ADORA1
Q719I0	gene_name:AHSA2P
Q9UH17	gene_name:APOBEC3B
Q9GZX7	gene_name:AICDA
P14060	gene_name:HSD3B1
P14621	gene_name:ACYP2
Q86WK7	gene_name:AMIGO3
Q8TC94	gene_name:ACTL9
